shape,center_x,center_y,color_hex,size_px,is_small,rotation,bg_luminance,bg_dark
O,341,317,#0064FF,15,True,270,6,True
L,729,110,#FF8C00,35,False,180,1,True
O,185,513,#FF8C00,35,False,90,7,True
L,738,617,#0064FF,15,True,270,12,True
Q,392,636,#0064FF,15,True,0,197,False
Q,902,351,#0064FF,35,False,0,194,False
T,872,629,#0064FF,35,False,270,193,False
T,862,300,#FF8C00,15,True,270,193,False
Q,609,376,#FF8C00,35,False,270,194,False
Q,450,435,#0064FF,35,False,180,194,False
Q,211,325,#FF8C00,35,False,180,154,False
Q,918,497,#FF8C00,35,False,270,184,False
L,674,619,#FF8C00,35,False,180,7,True
Q,494,314,#FF8C00,15,True,180,187,False
Q,368,580,#0064FF,15,True,270,150,False
T,66,658,#0064FF,35,False,90,191,False
Q,517,580,#FF8C00,15,True,0,187,False
Q,788,297,#FF8C00,35,False,180,193,False
T,159,215,#FF8C00,35,False,0,201,False
O,352,256,#FF8C00,35,False,0,21,True
Q,937,614,#FF8C00,35,False,90,186,False
T,399,706,#FF8C00,35,False,180,187,False
L,262,512,#0064FF,15,True,0,5,True
T,781,474,#0064FF,35,False,180,194,False
Q,191,102,#0064FF,35,False,180,194,False
Q,432,532,#0064FF,15,True,180,194,False
Q,510,140,#0064FF,15,True,0,184,False
Q,320,123,#FF8C00,15,True,270,194,False
Q,916,729,#FF8C00,15,True,0,181,False
Q,479,615,#FF8C00,35,False,0,201,False
Q,551,401,#0064FF,15,True,270,194,False
O,283,294,#FF8C00,35,False,0,10,True
Q,465,80,#0064FF,35,False,180,178,False
T,842,541,#0064FF,35,False,0,194,False
Q,98,605,#0064FF,15,True,270,163,False
T,734,326,#0064FF,35,False,0,201,False
Q,419,375,#0064FF,35,False,180,174,False
T,449,263,#0064FF,15,True,180,175,False
T,55,72,#0064FF,15,True,90,194,False
L,201,561,#0064FF,15,True,90,0,True
T,97,289,#0064FF,15,True,0,194,False
T,495,223,#0064FF,15,True,180,194,False
T,430,319,#FF8C00,35,False,270,150,False
T,201,432,#0064FF,15,True,0,124,False
T,702,739,#FF8C00,15,True,90,155,False
T,607,708,#FF8C00,15,True,180,161,False
T,117,681,#FF8C00,35,False,270,189,False
T,292,723,#FF8C00,35,False,90,191,False
L,809,428,#0064FF,35,False,270,199,False
O,721,671,#0064FF,15,True,90,31,True
T,879,249,#0064FF,15,True,90,198,False
T,56,527,#FF8C00,15,True,0,174,False
Q,617,126,#0064FF,35,False,180,167,False
O,615,462,#0064FF,15,True,270,201,False
Q,92,109,#FF8C00,15,True,0,199,False
T,241,678,#0064FF,15,True,180,184,False
T,811,50,#FF8C00,15,True,90,172,False
Q,350,438,#FF8C00,15,True,0,185,False
L,670,687,#FF8C00,15,True,180,75,True
T,876,108,#FF8C00,35,False,90,194,False
