shape,center_x,center_y,color_hex,size_px,is_small,rotation,bg_luminance,bg_dark,ist_fehler,bekommt_kreis
Q,164,198,#FF8C00,60,False,180,114,True,False,False
Q,1219,863,#FF8C00,30,True,0,167,False,False,False
Q,698,376,#0064FF,30,True,0,144,False,False,False
T,1460,228,#FF8C00,30,True,90,177,False,False,False
L,1633,393,#0064FF,60,False,180,201,False,True,True
Q,1087,907,#0064FF,30,True,270,70,True,False,False
O,1615,137,#FF8C00,60,False,0,93,True,True,True
T,463,647,#0064FF,30,True,180,127,False,False,True
T,610,365,#0064FF,30,True,180,119,True,False,False
L,1347,448,#0064FF,60,False,0,80,True,True,False
T,1031,694,#0064FF,60,False,0,172,False,False,False
Q,460,94,#FF8C00,60,False,90,133,False,False,True
Q,366,518,#FF8C00,30,True,270,103,True,False,False
Q,849,465,#FF8C00,30,True,270,153,False,False,False
L,139,939,#0064FF,60,False,0,83,True,True,True
Q,1587,943,#0064FF,30,True,0,124,False,False,False
Q,1452,99,#0064FF,30,True,180,194,False,False,False
Q,166,855,#FF8C00,60,False,180,135,False,False,False
T,254,455,#FF8C00,30,True,90,89,True,False,False
T,1784,392,#0064FF,60,False,180,132,False,False,False
T,1685,672,#0064FF,30,True,0,164,False,False,True
Q,572,517,#FF8C00,60,False,90,174,False,False,False
O,245,300,#FF8C00,30,True,270,92,True,True,True
T,703,619,#0064FF,60,False,90,189,False,False,False
O,1577,852,#FF8C00,30,True,180,89,True,True,False
Q,271,719,#FF8C00,60,False,90,194,False,False,False
T,1309,554,#0064FF,60,False,90,150,False,False,False
L,1815,555,#FF8C00,30,True,90,199,False,False,False
Q,1671,264,#FF8C00,60,False,270,114,True,False,False
L,913,682,#0064FF,60,False,0,199,False,True,True
T,1217,528,#FF8C00,60,False,180,196,False,False,False
T,1328,337,#0064FF,30,True,270,96,True,False,False
T,657,508,#FF8C00,30,True,90,168,False,False,False
T,427,211,#FF8C00,30,True,180,97,True,False,False
O,406,825,#FF8C00,60,False,270,154,False,True,True
Q,608,954,#0064FF,30,True,270,114,True,False,False
Q,1787,983,#FF8C00,60,False,270,178,False,False,False
T,793,523,#0064FF,60,False,0,114,True,False,False
L,574,867,#0064FF,30,True,90,75,True,True,False
Q,830,173,#FF8C00,60,False,90,179,False,False,False
T,846,277,#0064FF,60,False,270,166,False,False,False
T,83,476,#0064FF,30,True,270,85,True,False,False
T,1160,701,#FF8C00,30,True,180,150,False,False,False
Q,714,866,#0064FF,60,False,0,141,False,False,False
T,1578,753,#0064FF,30,True,180,151,False,False,False
T,809,797,#0064FF,60,False,270,194,False,False,False
L,538,720,#FF8C00,30,True,180,93,True,False,False
Q,1174,146,#FF8C00,60,False,270,167,False,False,False
Q,710,722,#FF8C00,30,True,270,166,False,False,False
T,197,588,#0064FF,60,False,90,129,False,False,False
T,1132,588,#0064FF,60,False,90,132,False,False,False
Q,953,312,#FF8C00,60,False,90,194,False,False,False
Q,106,119,#0064FF,30,True,180,151,False,False,False
Q,1498,736,#0064FF,60,False,180,96,True,False,False
Q,1019,176,#FF8C00,60,False,0,181,False,False,False
L,355,104,#FF8C00,60,False,0,71,True,False,True
T,423,968,#0064FF,30,True,180,155,False,False,False
T,1336,232,#0064FF,60,False,270,123,False,False,False
O,292,233,#0064FF,60,False,180,30,True,False,False
T,1181,379,#0064FF,60,False,180,51,True,False,False
O,176,509,#FF8C00,30,True,180,86,True,True,True
Q,402,377,#FF8C00,60,False,180,171,False,False,False
T,1053,999,#0064FF,60,False,0,134,False,False,False
T,467,877,#FF8C00,60,False,180,82,True,False,False
Q,1432,457,#FF8C00,30,True,0,117,True,False,False
O,1181,282,#0064FF,60,False,180,42,True,False,False
Q,881,835,#FF8C00,30,True,270,181,False,False,False
T,1747,861,#FF8C00,30,True,270,150,False,False,False
T,564,106,#0064FF,60,False,180,193,False,False,False
Q,1007,395,#0064FF,60,False,270,180,False,False,False
O,1267,399,#FF8C00,60,False,90,83,True,True,True
O,762,301,#FF8C00,30,True,180,85,True,True,True
O,546,417,#0064FF,30,True,0,94,True,False,False
Q,447,306,#FF8C00,30,True,270,179,False,False,False
Q,1365,864,#FF8C00,30,True,0,150,False,False,False
T,282,909,#FF8C00,30,True,90,142,False,False,False
L,1405,760,#0064FF,30,True,180,73,True,True,False
Q,1255,107,#FF8C00,30,True,90,136,False,False,False
T,1017,566,#0064FF,30,True,180,106,True,False,False
L,317,369,#0064FF,30,True,90,94,True,True,True
