shape,center_x,center_y,color_hex,size_px,is_small,rotation,bg_luminance,bg_dark,ist_fehler,bekommt_kreis
Q,254,506,#FF8C00,30,True,180,175,False,False,False
T,1615,510,#0064FF,60,False,270,161,False,False,False
Q,411,956,#FF8C00,30,True,90,160,False,False,False
Q,573,408,#FF8C00,30,True,180,127,False,False,False
T,1219,747,#FF8C00,30,True,90,168,False,False,False
T,1766,168,#0064FF,30,True,90,114,True,False,False
Q,1517,233,#FF8C00,30,True,0,156,False,False,False
T,586,269,#0064FF,60,False,180,109,True,False,False
T,856,720,#0064FF,30,True,90,194,False,False,False
T,1791,472,#0064FF,60,False,0,194,False,False,False
Q,1518,848,#FF8C00,30,True,0,47,True,False,False
Q,1543,633,#FF8C00,30,True,180,181,False,False,False
T,748,365,#0064FF,30,True,0,161,False,False,False
Q,936,186,#FF8C00,30,True,270,194,False,False,False
T,818,629,#0064FF,30,True,270,161,False,False,False
Q,1560,399,#0064FF,60,False,90,111,True,False,False
Q,576,833,#0064FF,30,True,270,117,True,False,False
Q,1006,682,#0064FF,60,False,270,156,False,False,False
T,1334,511,#0064FF,30,True,90,180,False,False,False
Q,327,86,#FF8C00,30,True,90,172,False,False,False
L,1546,756,#0064FF,30,True,90,80,True,True,True
O,1805,975,#FF8C00,30,True,90,63,True,True,False
L,1163,528,#0064FF,60,False,0,86,True,True,False
Q,329,833,#FF8C00,30,True,0,170,False,False,False
Q,1303,414,#0064FF,60,False,270,139,False,False,False
L,1654,342,#0064FF,30,True,90,63,True,True,False
L,566,716,#0064FF,30,True,0,77,True,True,True
T,1811,816,#FF8C00,60,False,270,189,False,False,False
Q,625,181,#FF8C00,60,False,270,77,True,False,False
T,459,708,#0064FF,60,False,0,177,False,False,False
O,1018,348,#0064FF,60,False,90,46,True,False,False
Q,496,435,#0064FF,60,False,180,155,False,False,False
T,583,105,#FF8C00,60,False,180,161,False,False,False
O,679,297,#0064FF,60,False,90,48,True,False,True
T,122,518,#0064FF,30,True,270,194,False,False,False
Q,1704,692,#FF8C00,60,False,90,156,False,False,False
T,528,984,#FF8C00,60,False,270,201,False,False,False
T,1557,102,#0064FF,60,False,180,139,False,False,False
O,1616,868,#FF8C00,30,True,0,83,True,True,True
T,1033,805,#0064FF,60,False,0,189,False,False,False
Q,1011,218,#FF8C00,60,False,0,165,False,False,False
Q,1624,993,#0064FF,60,False,180,181,False,False,False
Q,1418,401,#0064FF,60,False,0,174,False,False,False
T,837,813,#FF8C00,30,True,90,199,False,False,False
T,388,257,#0064FF,30,True,270,194,False,False,False
T,725,446,#FF8C00,30,True,270,165,False,False,False
Q,1113,215,#FF8C00,60,False,90,132,False,False,True
L,662,752,#FF8C00,60,False,0,92,True,False,False
L,1725,917,#0064FF,30,True,90,62,True,True,True
L,1085,432,#FF8C00,60,False,270,94,True,False,False
T,744,92,#FF8C00,30,True,0,150,False,False,False
O,1649,260,#FF8C00,60,False,90,85,True,True,True
Q,378,441,#0064FF,30,True,0,161,False,False,False
Q,205,597,#FF8C00,30,True,180,194,False,False,False
T,886,529,#0064FF,60,False,90,194,False,False,False
Q,1463,516,#FF8C00,30,True,0,121,False,False,False
T,1328,805,#0064FF,30,True,0,194,False,False,False
O,828,993,#FF8C00,30,True,180,92,True,True,True
T,1143,614,#0064FF,30,True,0,135,False,False,False
Q,894,903,#FF8C00,30,True,0,103,True,False,False
T,865,410,#0064FF,60,False,180,200,False,False,False
Q,1199,929,#FF8C00,60,False,90,160,False,False,False
T,191,785,#FF8C00,60,False,0,146,False,False,False
Q,692,921,#FF8C00,60,False,90,194,False,False,True
T,1040,998,#0064FF,60,False,270,96,True,False,False
Q,683,623,#FF8C00,60,False,180,161,False,False,False
O,814,295,#0064FF,60,False,180,194,False,False,False
L,981,419,#0064FF,30,True,0,75,True,True,True
T,84,258,#0064FF,30,True,90,200,False,False,False
Q,1811,729,#FF8C00,60,False,90,194,False,False,False
Q,171,947,#0064FF,60,False,180,121,False,False,False
O,173,82,#FF8C00,60,False,180,92,True,True,True
T,974,580,#FF8C00,60,False,0,174,False,False,False
L,705,215,#0064FF,60,False,180,66,True,True,True
T,308,603,#0064FF,30,True,90,124,False,False,False
T,1412,232,#0064FF,60,False,180,150,False,False,False
L,753,521,#FF8C00,60,False,180,181,False,False,False
Q,499,566,#FF8C00,30,True,180,142,False,False,True
O,1211,424,#FF8C00,30,True,180,87,True,True,True
O,1391,81,#FF8C00,30,True,0,87,True,True,False
