shape,center_x,center_y,color_hex,size_px,is_small,rotation,bg_luminance,bg_dark,ist_fehler,bekommt_kreis
Q,848,494,#FF8C00,30,True,0,194,False,False,True
L,949,782,#0064FF,30,True,180,49,True,True,False
Q,1040,858,#0064FF,60,False,0,166,False,False,False
T,1121,818,#0064FF,60,False,270,142,False,False,False
Q,761,262,#FF8C00,60,False,0,60,True,False,False
O,628,273,#FF8C00,60,False,270,56,True,True,True
T,92,168,#FF8C00,30,True,90,148,False,False,False
T,1519,981,#0064FF,30,True,90,194,False,False,False
L,1285,393,#FF8C00,30,True,180,35,True,False,False
Q,335,83,#0064FF,30,True,270,153,False,False,False
Q,1548,199,#FF8C00,60,False,90,133,False,False,True
Q,1128,901,#0064FF,30,True,90,194,False,False,False
Q,689,529,#FF8C00,30,True,90,117,True,False,False
T,557,576,#FF8C00,30,True,270,166,False,False,False
Q,82,595,#FF8C00,30,True,180,194,False,False,False
T,500,373,#FF8C00,30,True,90,142,False,False,False
T,82,845,#0064FF,30,True,90,126,False,False,False
O,561,204,#FF8C00,60,False,180,83,True,True,False
O,1797,437,#0064FF,30,True,180,87,True,False,False
T,1737,688,#FF8C00,60,False,0,178,False,False,False
T,797,883,#0064FF,60,False,270,156,False,False,False
Q,404,843,#FF8C00,30,True,270,147,False,False,False
Q,1486,626,#FF8C00,60,False,270,101,True,False,False
T,1000,332,#0064FF,30,True,180,185,False,False,False
Q,415,173,#0064FF,60,False,270,194,False,False,False
T,968,224,#0064FF,60,False,0,138,False,False,False
Q,1840,650,#0064FF,60,False,270,73,True,False,False
Q,1649,661,#FF8C00,30,True,270,93,True,False,False
Q,1216,231,#FF8C00,60,False,90,138,False,False,False
L,1332,281,#FF8C00,60,False,270,69,True,False,False
T,1719,344,#0064FF,30,True,90,114,True,False,False
O,1591,563,#0064FF,60,False,0,79,True,False,False
L,1405,137,#0064FF,60,False,270,67,True,True,True
Q,1123,265,#FF8C00,30,True,90,101,True,False,False
L,1214,340,#FF8C00,30,True,180,46,True,False,False
Q,1368,409,#FF8C00,30,True,0,65,True,False,False
Q,1271,901,#FF8C00,60,False,90,116,True,False,False
Q,1213,469,#FF8C00,30,True,270,130,False,False,True
T,190,882,#0064FF,60,False,90,116,True,False,False
T,303,647,#0064FF,60,False,0,188,False,False,False
T,564,757,#0064FF,30,True,270,181,False,False,False
Q,1366,836,#0064FF,30,True,90,180,False,False,False
O,709,800,#0064FF,30,True,180,90,True,False,False
T,894,587,#0064FF,60,False,90,194,False,False,False
L,1005,717,#0064FF,60,False,180,94,True,True,True
Q,256,304,#FF8C00,60,False,0,111,True,False,False
L,1549,694,#0064FF,30,True,90,85,True,True,False
O,1315,477,#FF8C00,30,True,0,90,True,True,True
T,291,475,#0064FF,30,True,0,192,False,False,False
T,1591,422,#FF8C00,60,False,0,158,False,False,False
T,144,741,#FF8C00,60,False,180,201,False,False,False
Q,710,86,#FF8C00,30,True,180,194,False,False,False
Q,1323,201,#FF8C00,60,False,180,68,True,False,False
T,200,632,#0064FF,60,False,180,194,False,False,False
Q,1448,792,#0064FF,30,True,270,166,False,False,False
O,754,380,#FF8C00,60,False,0,69,True,True,True
Q,1390,629,#FF8C00,30,True,90,147,False,False,False
T,1072,91,#FF8C00,60,False,180,193,False,False,False
L,284,795,#0064FF,30,True,0,89,True,True,True
Q,402,417,#FF8C00,60,False,90,200,False,False,False
T,170,544,#FF8C00,30,True,0,181,False,False,False
O,1441,226,#FF8C00,30,True,180,94,True,True,True
Q,1207,80,#FF8C00,60,False,180,148,False,False,False
L,95,938,#0064FF,60,False,0,86,True,True,False
Q,293,895,#0064FF,30,True,270,173,False,False,False
L,1660,522,#0064FF,60,False,0,93,True,True,True
T,866,242,#0064FF,30,True,270,142,False,False,False
T,1120,624,#0064FF,30,True,180,166,False,False,False
Q,896,892,#FF8C00,60,False,0,182,False,False,False
T,1740,158,#0064FF,60,False,270,173,False,False,False
Q,510,660,#0064FF,60,False,180,193,False,False,False
T,647,376,#0064FF,60,False,0,132,False,False,False
T,721,618,#0064FF,60,False,270,194,False,False,True
T,1613,862,#FF8C00,30,True,180,185,False,False,False
Q,260,563,#FF8C00,60,False,0,201,False,False,False
O,529,284,#FF8C00,30,True,90,92,True,True,True
O,81,237,#FF8C00,60,False,0,194,False,True,True
T,1199,736,#0064FF,30,True,270,174,False,False,False
T,1792,982,#0064FF,30,True,180,148,False,False,False
T,1155,153,#0064FF,60,False,90,200,False,False,False
