shape,center_x,center_y,color_hex,size_px,is_small,rotation,bg_luminance,bg_dark,ist_fehler,bekommt_kreis
T,950,777,#FF8C00,60,False,270,103,True,False,False
L,619,221,#0064FF,30,True,180,69,True,True,False
Q,725,151,#FF8C00,60,False,90,129,False,False,False
Q,119,264,#0064FF,30,True,180,131,False,False,True
O,808,786,#FF8C00,30,True,180,63,True,True,True
T,1101,207,#FF8C00,30,True,270,194,False,False,False
Q,364,220,#FF8C00,30,True,180,164,False,False,False
T,316,567,#0064FF,60,False,0,166,False,False,False
L,934,473,#0064FF,60,False,270,85,True,True,True
T,1689,139,#0064FF,60,False,180,174,False,False,False
Q,989,385,#FF8C00,30,True,180,201,False,False,False
T,1068,635,#0064FF,30,True,90,155,False,False,False
Q,1384,504,#0064FF,30,True,90,158,False,False,False
L,1643,880,#0064FF,30,True,270,90,True,True,False
T,1303,366,#0064FF,60,False,90,194,False,False,False
T,528,671,#FF8C00,30,True,90,201,False,False,False
O,441,993,#FF8C00,60,False,90,75,True,True,True
T,644,302,#0064FF,30,True,90,56,True,False,False
Q,915,660,#FF8C00,30,True,180,94,True,False,False
T,1777,811,#0064FF,60,False,180,151,False,False,False
Q,1539,590,#FF8C00,60,False,270,121,False,False,False
L,1462,715,#FF8C00,30,True,0,93,True,False,False
L,705,860,#0064FF,60,False,180,90,True,True,True
T,1683,641,#0064FF,60,False,0,198,False,False,False
Q,712,234,#0064FF,30,True,90,94,True,False,False
Q,279,829,#0064FF,30,True,90,130,False,False,False
T,92,615,#FF8C00,60,False,270,199,False,False,False
T,1192,766,#0064FF,30,True,0,158,False,False,False
T,486,921,#0064FF,30,True,0,194,False,False,False
Q,158,732,#FF8C00,60,False,90,138,False,False,False
T,1631,504,#0064FF,60,False,270,142,False,False,False
O,819,574,#0064FF,30,True,270,79,True,False,False
L,344,468,#0064FF,30,True,180,86,True,True,True
Q,232,142,#FF8C00,30,True,180,166,False,False,False
T,1195,873,#0064FF,60,False,0,151,False,False,False
L,1388,763,#FF8C00,60,False,270,51,True,False,False
T,1527,171,#0064FF,60,False,0,153,False,False,False
T,662,634,#0064FF,30,True,180,187,False,False,False
Q,1017,995,#0064FF,30,True,90,90,True,False,False
T,1291,709,#FF8C00,30,True,270,127,False,False,False
Q,1156,142,#0064FF,30,True,270,200,False,False,False
L,679,759,#0064FF,30,True,180,159,False,True,True
Q,287,659,#FF8C00,30,True,270,197,False,False,False
O,852,854,#FF8C00,60,False,270,93,True,True,True
T,470,533,#0064FF,30,True,180,96,True,False,False
Q,1280,277,#FF8C00,60,False,0,201,False,False,False
T,294,927,#0064FF,30,True,0,172,False,False,False
T,185,835,#FF8C00,60,False,0,126,False,False,False
Q,1596,680,#FF8C00,60,False,0,194,False,False,True
Q,1694,328,#FF8C00,60,False,270,189,False,False,False
L,112,153,#0064FF,60,False,180,93,True,True,False
T,1398,848,#0064FF,60,False,90,140,False,False,False
Q,1110,411,#FF8C00,30,True,180,198,False,False,False
T,303,375,#FF8C00,30,True,90,97,True,False,False
O,294,85,#FF8C00,30,True,0,87,True,True,True
T,572,395,#0064FF,30,True,180,152,False,False,False
Q,1385,185,#FF8C00,30,True,270,187,False,False,False
Q,1211,953,#FF8C00,60,False,270,159,False,False,False
Q,566,891,#FF8C00,60,False,180,196,False,False,False
O,1509,843,#FF8C00,30,True,0,177,False,True,True
O,839,492,#0064FF,60,False,180,51,True,False,True
T,1727,953,#0064FF,60,False,90,175,False,False,False
Q,1435,570,#FF8C00,30,True,90,155,False,False,False
Q,1813,453,#FF8C00,60,False,270,112,True,False,False
O,1110,902,#FF8C00,30,True,90,92,True,True,False
T,387,142,#FF8C00,60,False,0,117,True,False,False
O,1421,990,#0064FF,60,False,0,80,True,False,False
T,462,170,#FF8C00,30,True,0,123,False,False,False
Q,402,896,#0064FF,60,False,90,194,False,False,False
Q,1043,785,#0064FF,60,False,0,174,False,False,False
O,729,938,#FF8C00,60,False,90,90,True,True,True
Q,1176,499,#FF8C00,30,True,0,187,False,False,False
Q,1244,423,#FF8C00,60,False,270,202,False,False,False
Q,1552,989,#0064FF,60,False,270,123,False,False,False
Q,230,535,#FF8C00,60,False,270,194,False,False,False
T,507,277,#0064FF,60,False,90,117,True,False,False
T,1543,310,#0064FF,30,True,0,194,False,False,False
T,878,173,#0064FF,30,True,180,189,False,False,False
L,1794,85,#FF8C00,60,False,270,90,True,False,False
Q,1374,648,#FF8C00,60,False,270,127,False,False,True
