shape,center_x,center_y,color_hex,size_px,is_small,rotation,bg_luminance,bg_dark,ist_fehler,bekommt_kreis
Q,1492,178,#FF8C00,30,True,0,79,True,False,False
T,403,226,#0064FF,60,False,90,168,False,False,False
Q,281,541,#0064FF,30,True,180,158,False,False,True
T,368,750,#0064FF,30,True,0,194,False,False,False
L,1522,662,#0064FF,30,True,180,40,True,True,False
L,875,833,#0064FF,30,True,0,26,True,True,True
O,1515,797,#FF8C00,30,True,90,80,True,True,True
Q,322,204,#FF8C00,60,False,0,175,False,False,False
L,1331,106,#0064FF,60,False,0,86,True,True,False
T,208,120,#FF8C00,60,False,180,189,False,False,False
O,1377,193,#FF8C00,60,False,180,82,True,True,True
Q,825,441,#FF8C00,60,False,180,171,False,False,False
T,1013,253,#FF8C00,30,True,0,148,False,False,False
Q,1082,693,#0064FF,30,True,0,200,False,False,False
O,779,761,#0064FF,30,True,0,70,True,False,False
Q,1531,574,#FF8C00,60,False,90,151,False,False,False
T,1254,880,#0064FF,30,True,0,114,True,False,False
O,935,890,#0064FF,60,False,180,63,True,False,False
T,508,414,#0064FF,60,False,180,194,False,False,False
Q,588,635,#0064FF,60,False,270,175,False,False,False
L,517,796,#FF8C00,30,True,90,89,True,False,False
T,1503,933,#0064FF,30,True,0,174,False,False,False
Q,1613,975,#FF8C00,60,False,180,192,False,False,False
L,193,632,#FF8C00,60,False,0,188,False,False,False
Q,396,123,#FF8C00,30,True,90,168,False,False,False
Q,491,595,#FF8C00,30,True,0,177,False,False,False
T,1222,744,#FF8C00,60,False,270,184,False,False,True
O,840,690,#0064FF,60,False,90,87,True,False,False
T,891,184,#0064FF,60,False,270,163,False,False,False
Q,694,795,#FF8C00,30,True,0,126,False,False,False
T,1824,583,#FF8C00,30,True,180,167,False,False,False
L,1453,266,#0064FF,60,False,270,43,True,True,True
O,1014,943,#FF8C00,30,True,90,80,True,True,True
O,683,981,#FF8C00,60,False,0,85,True,True,True
Q,328,367,#FF8C00,30,True,0,138,False,False,False
T,1381,465,#0064FF,30,True,0,125,False,False,False
T,616,163,#FF8C00,30,True,0,154,False,False,False
T,1203,151,#0064FF,60,False,270,196,False,False,False
Q,622,447,#FF8C00,30,True,180,192,False,False,False
T,1786,791,#0064FF,30,True,0,158,False,False,False
Q,1145,840,#0064FF,60,False,180,137,False,False,False
Q,599,530,#FF8C00,60,False,270,167,False,False,False
T,850,944,#0064FF,60,False,270,138,False,False,False
T,1240,331,#0064FF,60,False,0,199,False,False,False
Q,1669,411,#FF8C00,30,True,90,194,False,False,False
Q,1304,766,#FF8C00,60,False,0,164,False,False,False
T,676,873,#0064FF,60,False,90,140,False,False,True
T,519,82,#0064FF,60,False,180,140,False,False,False
T,456,329,#0064FF,30,True,180,201,False,False,False
Q,132,293,#0064FF,30,True,90,154,False,False,True
L,156,824,#0064FF,60,False,270,142,False,True,True
T,201,251,#0064FF,60,False,0,142,False,False,False
T,1116,124,#0064FF,30,True,90,170,False,False,False
T,719,468,#FF8C00,30,True,270,168,False,False,False
T,638,311,#FF8C00,60,False,0,194,False,False,False
L,1417,349,#0064FF,60,False,0,56,True,True,True
Q,1839,83,#FF8C00,30,True,270,121,False,False,False
Q,1598,523,#0064FF,30,True,90,186,False,False,False
Q,184,495,#FF8C00,60,False,90,175,False,False,False
L,1283,508,#FF8C00,30,True,90,93,True,False,False
Q,850,602,#FF8C00,60,False,180,145,False,False,False
T,1002,597,#FF8C00,60,False,0,194,False,False,False
T,530,181,#0064FF,30,True,90,170,False,False,False
Q,692,217,#0064FF,30,True,270,194,False,False,False
O,942,775,#FF8C00,30,True,0,51,True,True,False
Q,1705,591,#FF8C00,60,False,90,148,False,False,False
Q,1386,829,#FF8C00,30,True,0,184,False,False,False
O,1018,86,#FF8C00,30,True,270,90,True,True,True
T,425,834,#0064FF,30,True,270,180,False,False,False
T,84,395,#0064FF,60,False,90,121,False,False,False
L,1624,659,#0064FF,30,True,180,80,True,True,False
Q,1694,107,#FF8C00,30,True,180,159,False,False,False
T,417,914,#0064FF,60,False,270,194,False,False,False
Q,1745,216,#FF8C00,60,False,270,147,False,False,False
Q,677,555,#0064FF,60,False,180,154,False,False,False
T,1044,491,#FF8C00,30,True,270,166,False,False,False
T,1409,964,#0064FF,30,True,90,138,False,False,False
Q,1434,610,#FF8C00,60,False,90,152,False,False,False
O,790,844,#FF8C00,60,False,0,94,True,True,True
Q,1300,238,#0064FF,60,False,180,164,False,False,False
