shape,center_x,center_y,color_hex,size_px,is_small,rotation,bg_luminance,bg_dark,ist_fehler,bekommt_kreis
Q,1634,394,#FF8C00,30,True,270,180,False,False,False
T,243,309,#0064FF,30,True,270,101,True,False,False
T,875,476,#FF8C00,30,True,180,100,True,False,False
Q,576,989,#FF8C00,60,False,0,178,False,False,False
T,980,873,#FF8C00,60,False,90,133,False,False,False
O,945,993,#0064FF,30,True,180,79,True,False,False
O,909,660,#FF8C00,60,False,90,90,True,True,True
T,1134,982,#0064FF,30,True,0,159,False,False,False
L,1734,318,#FF8C00,60,False,0,56,True,False,False
O,1163,348,#0064FF,60,False,180,153,False,False,False
O,921,571,#FF8C00,30,True,0,84,True,True,True
Q,1421,793,#FF8C00,60,False,180,194,False,False,True
T,1193,676,#0064FF,30,True,270,168,False,False,False
T,783,389,#FF8C00,30,True,90,194,False,False,False
T,261,845,#0064FF,30,True,90,109,True,False,False
L,1768,239,#0064FF,60,False,0,82,True,True,True
Q,127,931,#FF8C00,30,True,0,126,False,False,True
Q,530,122,#0064FF,30,True,0,175,False,False,False
T,1345,994,#0064FF,60,False,180,151,False,False,False
Q,354,368,#FF8C00,30,True,90,179,False,False,False
L,1734,417,#FF8C00,30,True,270,90,True,False,False
T,1810,124,#0064FF,30,True,180,142,False,False,False
Q,1459,972,#0064FF,30,True,180,127,False,False,False
Q,1577,494,#FF8C00,30,True,180,174,False,False,False
Q,363,240,#FF8C00,30,True,270,141,False,False,False
Q,1677,602,#0064FF,60,False,180,174,False,False,False
Q,1656,102,#FF8C00,30,True,180,119,True,False,False
T,1108,281,#0064FF,60,False,270,148,False,False,False
O,193,234,#0064FF,30,True,270,46,True,False,False
T,1049,776,#0064FF,60,False,270,163,False,False,False
T,769,698,#0064FF,60,False,180,194,False,False,False
L,237,925,#0064FF,30,True,180,85,True,True,True
Q,83,466,#FF8C00,30,True,0,170,False,False,False
Q,726,178,#FF8C00,60,False,180,189,False,False,False
T,117,359,#0064FF,60,False,180,148,False,False,False
T,503,835,#FF8C00,60,False,180,188,False,False,False
O,307,85,#FF8C00,60,False,270,80,True,True,True
L,331,686,#0064FF,30,True,180,82,True,True,False
T,640,396,#0064FF,60,False,90,187,False,False,False
T,1237,105,#0064FF,60,False,90,142,False,False,False
T,1245,926,#0064FF,30,True,0,153,False,False,False
T,1043,341,#0064FF,30,True,270,184,False,False,False
Q,460,311,#FF8C00,30,True,270,151,False,False,False
T,1480,143,#0064FF,60,False,0,138,False,False,True
Q,1829,615,#FF8C00,30,True,270,145,False,False,False
L,663,662,#0064FF,60,False,90,85,True,True,False
T,1590,826,#0064FF,60,False,0,150,False,False,False
Q,1689,981,#FF8C00,60,False,270,194,False,False,False
Q,1334,791,#FF8C00,60,False,270,184,False,False,False
O,864,939,#FF8C00,60,False,270,84,True,True,True
Q,411,645,#0064FF,60,False,270,171,False,False,False
Q,1364,647,#FF8C00,60,False,0,187,False,False,False
Q,430,769,#FF8C00,60,False,270,180,False,False,False
O,540,302,#FF8C00,30,True,90,90,True,True,False
T,817,146,#FF8C00,60,False,90,171,False,False,False
Q,210,749,#FF8C00,60,False,0,161,False,False,False
T,1721,846,#0064FF,60,False,180,196,False,False,False
Q,1088,442,#FF8C00,60,False,180,193,False,False,False
T,123,135,#0064FF,30,True,180,125,False,False,False
Q,861,360,#0064FF,60,False,180,177,False,False,True
L,1109,182,#FF8C00,60,False,270,90,True,False,False
O,1803,363,#FF8C00,30,True,0,77,True,True,True
Q,1276,461,#FF8C00,30,True,90,194,False,False,False
Q,720,972,#FF8C00,60,False,270,147,False,False,False
T,1308,265,#FF8C00,60,False,180,138,False,False,False
O,898,81,#FF8C00,60,False,90,90,True,True,True
Q,1595,951,#0064FF,30,True,180,155,False,False,False
T,330,452,#FF8C00,30,True,270,199,False,False,False
T,921,284,#0064FF,30,True,180,159,False,False,False
L,230,152,#0064FF,60,False,270,90,True,True,False
L,1568,504,#0064FF,30,True,270,158,False,True,True
Q,795,250,#0064FF,30,True,90,194,False,False,False
L,656,833,#0064FF,30,True,270,125,False,True,True
Q,1087,850,#0064FF,60,False,90,171,False,False,False
T,553,560,#FF8C00,30,True,180,173,False,False,False
T,1769,669,#0064FF,30,True,90,194,False,False,False
T,372,154,#FF8C00,60,False,270,106,True,False,False
Q,1314,710,#FF8C00,60,False,180,192,False,False,False
Q,1159,555,#0064FF,30,True,180,171,False,False,False
T,1324,142,#0064FF,30,True,180,178,False,False,False
