shape,center_x,center_y,color_hex,size_px,is_small,rotation,bg_luminance,bg_dark,ist_fehler,bekommt_kreis
Q,544,535,#0064FF,30,True,270,53,True,False,False
T,1219,549,#0064FF,60,False,90,40,True,False,False
Q,1300,968,#0064FF,60,False,180,191,False,False,False
Q,1815,204,#FF8C00,60,False,0,177,False,False,False
Q,1139,684,#FF8C00,30,True,180,127,False,False,False
Q,399,569,#0064FF,60,False,90,151,False,False,False
Q,455,914,#FF8C00,60,False,180,189,False,False,False
Q,1181,840,#0064FF,60,False,270,193,False,False,False
T,1073,415,#0064FF,30,True,180,146,False,False,False
Q,867,908,#FF8C00,60,False,0,189,False,False,False
T,903,313,#FF8C00,60,False,180,192,False,False,False
T,225,928,#0064FF,30,True,270,120,True,False,False
Q,1024,682,#FF8C00,30,True,180,177,False,False,False
T,403,328,#0064FF,30,True,0,135,False,False,False
T,735,456,#0064FF,60,False,0,134,False,False,False
Q,1058,236,#FF8C00,30,True,270,127,False,False,False
Q,1553,84,#0064FF,30,True,90,181,False,False,False
T,695,312,#FF8C00,60,False,180,76,True,False,True
Q,1702,327,#FF8C00,30,True,270,172,False,False,False
L,352,248,#0064FF,60,False,270,194,False,True,True
Q,1468,785,#FF8C00,60,False,180,194,False,False,False
O,1795,869,#FF8C00,30,True,90,84,True,True,False
T,1393,254,#0064FF,30,True,90,103,True,False,False
L,1080,512,#0064FF,30,True,180,77,True,True,False
Q,666,406,#FF8C00,30,True,0,165,False,False,False
L,575,919,#FF8C00,60,False,270,161,False,False,False
T,1596,786,#0064FF,60,False,270,175,False,False,False
T,1809,124,#FF8C00,30,True,180,163,False,False,False
T,1252,336,#0064FF,60,False,0,161,False,False,True
O,300,593,#FF8C00,60,False,0,92,True,True,True
Q,1066,803,#0064FF,30,True,180,117,True,False,False
Q,513,803,#FF8C00,30,True,0,127,False,False,False
L,476,492,#0064FF,60,False,180,92,True,True,True
T,1728,733,#0064FF,30,True,90,194,False,False,False
L,533,712,#0064FF,30,True,180,83,True,True,True
T,992,371,#0064FF,30,True,90,201,False,False,False
T,502,142,#0064FF,60,False,270,171,False,False,False
L,1496,240,#0064FF,30,True,0,200,False,True,True
Q,608,585,#FF8C00,60,False,90,80,True,False,False
T,1252,223,#FF8C00,60,False,0,148,False,False,False
T,902,698,#0064FF,60,False,270,84,True,False,False
T,1406,711,#FF8C00,60,False,0,201,False,False,False
O,397,775,#FF8C00,30,True,180,163,False,True,True
Q,1446,899,#0064FF,30,True,0,194,False,False,False
Q,136,449,#FF8C00,30,True,0,150,False,False,False
T,268,399,#0064FF,30,True,0,197,False,False,False
L,1573,363,#0064FF,60,False,270,187,False,True,True
T,825,376,#FF8C00,30,True,270,153,False,False,False
O,1184,995,#0064FF,60,False,90,93,True,False,False
T,746,548,#FF8C00,60,False,270,154,False,False,True
T,1005,863,#0064FF,60,False,0,106,True,False,False
T,1280,871,#FF8C00,60,False,0,172,False,False,False
Q,836,228,#FF8C00,60,False,270,175,False,False,False
L,1591,636,#FF8C00,60,False,180,83,True,False,False
T,1603,549,#0064FF,30,True,0,172,False,False,True
Q,371,939,#FF8C00,60,False,180,163,False,False,False
T,806,965,#FF8C00,60,False,0,174,False,False,False
O,1143,278,#FF8C00,30,True,270,92,True,True,False
Q,642,720,#FF8C00,60,False,180,184,False,False,False
L,1305,594,#0064FF,30,True,0,85,True,True,True
T,227,627,#0064FF,60,False,0,144,False,False,False
O,1835,997,#FF8C00,30,True,180,58,True,True,False
T,1462,544,#0064FF,30,True,90,194,False,False,False
Q,1353,414,#FF8C00,60,False,90,174,False,False,False
Q,707,946,#FF8C00,60,False,90,193,False,False,False
O,1140,187,#FF8C00,60,False,0,94,True,True,True
Q,262,841,#FF8C00,30,True,270,181,False,False,False
Q,358,845,#FF8C00,30,True,180,181,False,False,False
T,1098,97,#0064FF,30,True,270,152,False,False,False
O,931,811,#FF8C00,60,False,0,155,False,True,True
O,1371,819,#0064FF,60,False,180,194,False,False,False
Q,759,196,#FF8C00,60,False,90,194,False,False,False
L,823,794,#FF8C00,30,True,270,96,True,False,False
Q,157,302,#FF8C00,30,True,0,141,False,False,False
T,119,708,#0064FF,30,True,0,194,False,False,False
Q,496,352,#0064FF,60,False,180,161,False,False,False
O,1103,601,#0064FF,30,True,180,93,True,False,False
T,981,505,#0064FF,30,True,90,161,False,False,False
T,1567,914,#0064FF,30,True,180,201,False,False,False
Q,801,83,#0064FF,30,True,0,194,False,False,False
