shape,center_x,center_y,color_hex,size_px,is_small,rotation,bg_luminance,bg_dark,ist_fehler,bekommt_kreis
L,382,903,#0064FF,30,True,270,40,True,True,True
O,791,855,#FF8C00,60,False,90,70,True,True,False
Q,1739,164,#FF8C00,30,True,0,165,False,False,False
T,1598,214,#0064FF,60,False,270,178,False,False,False
Q,970,895,#FF8C00,60,False,270,194,False,False,False
L,1006,640,#0064FF,30,True,180,87,True,True,True
Q,448,326,#0064FF,30,True,90,193,False,False,False
T,548,645,#0064FF,30,True,270,154,False,False,False
O,382,534,#FF8C00,30,True,0,75,True,True,True
Q,177,719,#0064FF,60,False,0,120,True,False,False
Q,1663,721,#FF8C00,60,False,270,177,False,False,False
T,1254,253,#0064FF,30,True,90,154,False,False,False
O,180,90,#0064FF,30,True,90,75,True,False,False
T,1151,346,#0064FF,30,True,0,194,False,False,False
T,680,467,#0064FF,60,False,90,111,True,False,False
Q,1000,550,#FF8C00,30,True,180,177,False,False,False
T,1573,348,#FF8C00,60,False,270,119,True,False,False
T,582,989,#FF8C00,60,False,0,121,False,False,False
Q,84,286,#0064FF,30,True,0,199,False,False,True
T,1290,759,#0064FF,60,False,180,168,False,False,False
Q,387,114,#FF8C00,30,True,0,191,False,False,False
L,1619,820,#0064FF,30,True,90,76,True,True,True
T,883,187,#0064FF,30,True,180,188,False,False,False
T,703,857,#FF8C00,60,False,270,84,True,False,False
Q,84,102,#0064FF,60,False,270,67,True,False,False
T,1267,373,#FF8C00,30,True,270,182,False,False,False
T,275,890,#FF8C00,30,True,90,94,True,False,False
Q,267,747,#FF8C00,60,False,0,121,False,False,False
O,1647,527,#FF8C00,30,True,90,60,True,True,False
T,1198,895,#0064FF,30,True,90,154,False,False,False
T,291,662,#FF8C00,60,False,90,150,False,False,False
L,1356,102,#FF8C00,30,True,90,73,True,False,False
T,976,92,#0064FF,30,True,0,56,True,False,False
T,1043,746,#0064FF,30,True,270,167,False,False,False
Q,1776,844,#0064FF,30,True,270,201,False,False,True
T,1717,452,#0064FF,60,False,0,148,False,False,False
T,1525,442,#0064FF,30,True,0,150,False,False,False
Q,1814,478,#FF8C00,30,True,0,184,False,False,False
Q,876,491,#FF8C00,30,True,270,156,False,False,False
Q,1451,497,#FF8C00,60,False,270,167,False,False,False
Q,824,373,#0064FF,60,False,90,185,False,False,False
O,772,772,#FF8C00,60,False,0,70,True,True,True
O,1534,791,#0064FF,60,False,90,80,True,False,False
O,1457,96,#FF8C00,60,False,270,87,True,True,True
Q,1043,985,#FF8C00,30,True,180,198,False,False,False
L,495,990,#0064FF,30,True,180,47,True,True,False
Q,1020,430,#FF8C00,60,False,180,153,False,False,False
Q,297,354,#FF8C00,60,False,180,180,False,False,False
T,1720,574,#0064FF,60,False,0,80,True,False,False
O,1132,577,#FF8C00,60,False,180,94,True,True,True
L,80,621,#FF8C00,60,False,90,89,True,False,False
Q,240,537,#FF8C00,30,True,0,177,False,False,False
O,701,941,#0064FF,30,True,180,86,True,False,False
Q,596,133,#FF8C00,60,False,180,156,False,False,False
T,1154,974,#0064FF,60,False,180,194,False,False,False
T,801,543,#0064FF,60,False,180,200,False,False,False
T,1568,595,#0064FF,30,True,180,141,False,False,False
Q,567,363,#0064FF,60,False,180,194,False,False,False
Q,1370,919,#FF8C00,30,True,270,197,False,False,False
Q,661,278,#FF8C00,60,False,90,194,False,False,False
Q,1179,510,#FF8C00,60,False,180,124,False,False,True
L,832,92,#0064FF,60,False,90,66,True,True,True
Q,975,289,#FF8C00,60,False,180,172,False,False,False
T,156,322,#0064FF,30,True,0,189,False,False,False
L,1575,909,#0064FF,60,False,0,97,True,True,False
Q,211,217,#FF8C00,30,True,90,194,False,False,False
T,1515,253,#0064FF,30,True,180,187,False,False,False
Q,684,606,#0064FF,60,False,180,194,False,False,False
Q,1797,730,#FF8C00,30,True,180,196,False,False,False
T,749,243,#FF8C00,60,False,180,194,False,False,False
Q,1331,539,#FF8C00,30,True,90,194,False,False,False
T,592,501,#FF8C00,60,False,90,144,False,False,False
Q,1464,651,#0064FF,30,True,180,177,False,False,False
O,1102,672,#FF8C00,30,True,0,83,True,True,True
T,1804,625,#0064FF,60,False,270,179,False,False,False
T,1748,951,#0064FF,60,False,180,167,False,False,False
T,1753,304,#FF8C00,30,True,90,196,False,False,False
T,912,637,#0064FF,30,True,270,160,False,False,False
L,327,971,#0064FF,60,False,0,86,True,True,True
L,1018,645,#FF8C00,60,False,270,79,True,False,True
