shape,center_x,center_y,color_hex,size_px,is_small,rotation,bg_luminance,bg_dark,ist_fehler,bekommt_kreis
Q,1694,196,#FF8C00,60,False,180,194,False,False,False
T,1702,952,#0064FF,30,True,180,194,False,False,False
T,246,311,#0064FF,30,True,270,185,False,False,False
Q,491,993,#FF8C00,60,False,90,192,False,False,False
T,842,203,#FF8C00,30,True,0,138,False,False,False
L,1637,399,#0064FF,60,False,0,70,True,True,True
Q,1081,191,#FF8C00,30,True,0,123,False,False,False
O,970,228,#0064FF,60,False,0,63,True,False,False
L,1352,487,#0064FF,30,True,180,67,True,True,False
Q,554,738,#FF8C00,60,False,0,101,True,False,False
L,1015,470,#FF8C00,30,True,90,86,True,False,True
L,1802,599,#FF8C00,60,False,270,201,False,False,False
T,1717,800,#FF8C00,60,False,270,194,False,False,False
Q,1812,690,#0064FF,30,True,180,189,False,False,False
L,1320,396,#0064FF,30,True,180,70,True,True,True
O,879,968,#FF8C00,60,False,270,182,False,True,False
T,752,843,#0064FF,30,True,90,158,False,False,False
Q,425,391,#FF8C00,60,False,0,50,True,False,False
Q,837,793,#0064FF,30,True,180,130,False,False,False
O,895,113,#FF8C00,60,False,180,67,True,True,True
T,1129,727,#0064FF,60,False,180,180,False,False,False
T,1500,485,#0064FF,60,False,0,46,True,False,False
Q,196,456,#0064FF,60,False,90,123,False,False,False
T,280,625,#FF8C00,60,False,90,196,False,False,False
L,331,457,#0064FF,60,False,90,86,True,True,True
T,1482,154,#FF8C00,30,True,270,194,False,False,False
T,1508,752,#FF8C00,30,True,270,110,True,False,True
T,581,284,#0064FF,30,True,0,119,True,False,False
L,907,346,#FF8C00,60,False,90,77,True,False,False
Q,1180,123,#0064FF,30,True,0,181,False,False,False
Q,560,918,#0064FF,30,True,0,153,False,False,False
L,918,469,#0064FF,60,False,270,121,False,True,True
Q,1825,902,#0064FF,60,False,0,71,True,False,False
Q,310,793,#FF8C00,60,False,180,178,False,False,False
T,781,96,#0064FF,60,False,0,181,False,False,False
T,129,404,#FF8C00,60,False,90,120,True,False,False
T,1183,788,#0064FF,30,True,180,170,False,False,False
T,686,651,#0064FF,60,False,180,178,False,False,True
T,1356,245,#0064FF,30,True,90,189,False,False,False
Q,1013,993,#FF8C00,30,True,270,148,False,False,False
Q,1638,505,#0064FF,60,False,90,94,True,False,False
T,1397,783,#0064FF,60,False,90,127,False,False,False
Q,1183,924,#FF8C00,30,True,270,181,False,False,False
T,665,421,#0064FF,60,False,270,171,False,False,False
Q,957,819,#FF8C00,30,True,180,135,False,False,False
Q,504,133,#FF8C00,30,True,0,199,False,False,False
T,1231,636,#FF8C00,60,False,90,109,True,False,False
T,1708,561,#FF8C00,60,False,0,194,False,False,False
L,1425,571,#0064FF,30,True,90,73,True,True,True
O,88,89,#FF8C00,30,True,270,76,True,True,True
T,1009,736,#FF8C00,30,True,90,161,False,False,False
Q,1184,480,#FF8C00,30,True,0,112,True,False,False
Q,1076,919,#FF8C00,30,True,180,133,False,False,False
T,1552,365,#0064FF,60,False,0,130,False,False,False
Q,637,108,#FF8C00,30,True,180,180,False,False,False
T,179,150,#0064FF,30,True,270,160,False,False,False
Q,390,866,#0064FF,60,False,0,187,False,False,False
T,699,324,#0064FF,30,True,0,119,True,False,False
T,809,330,#0064FF,30,True,0,156,False,False,False
O,1064,555,#FF8C00,30,True,180,28,True,True,False
L,185,570,#0064FF,30,True,270,84,True,True,True
O,1061,641,#FF8C00,30,True,270,80,True,True,True
O,499,325,#0064FF,60,False,0,90,True,False,False
T,109,239,#0064FF,60,False,270,154,False,False,False
Q,1610,912,#FF8C00,60,False,270,201,False,False,False
T,542,464,#0064FF,60,False,180,198,False,False,False
T,1426,80,#0064FF,30,True,0,194,False,False,False
T,1353,142,#0064FF,30,True,0,194,False,False,False
Q,1058,316,#FF8C00,60,False,180,124,False,False,False
O,1141,586,#FF8C00,30,True,180,84,True,True,False
Q,864,558,#0064FF,30,True,90,194,False,False,False
O,345,342,#0064FF,30,True,180,65,True,False,False
Q,267,959,#FF8C00,30,True,270,189,False,False,False
Q,489,880,#FF8C00,60,False,90,135,False,False,False
O,982,552,#FF8C00,60,False,270,85,True,True,True
Q,1620,155,#FF8C00,60,False,180,191,False,False,False
Q,813,910,#FF8C00,60,False,180,147,False,False,False
Q,1699,289,#FF8C00,30,True,90,180,False,False,True
T,1488,918,#0064FF,60,False,270,194,False,False,False
Q,385,947,#FF8C00,60,False,180,194,False,False,False
