shape,center_x,center_y,color_hex,size_px,is_small,rotation,bg_luminance,bg_dark,ist_fehler,bekommt_kreis
T,269,398,#0064FF,60,False,180,170,False,False,False
Q,138,899,#FF8C00,60,False,180,105,True,False,False
T,1653,546,#FF8C00,30,True,90,82,True,False,False
Q,1653,147,#FF8C00,60,False,270,200,False,False,False
Q,233,471,#FF8C00,30,True,270,174,False,False,True
Q,865,259,#0064FF,60,False,180,194,False,False,False
L,1052,970,#FF8C00,30,True,270,62,True,False,False
T,1174,364,#FF8C00,60,False,0,103,True,False,False
O,1834,361,#0064FF,30,True,180,56,True,False,False
Q,1405,999,#FF8C00,60,False,0,197,False,False,False
L,1681,621,#0064FF,30,True,180,89,True,True,False
Q,960,776,#FF8C00,60,False,0,175,False,False,False
O,170,683,#FF8C00,30,True,0,63,True,True,True
T,629,337,#FF8C00,30,True,270,192,False,False,False
L,1142,833,#0064FF,60,False,270,65,True,True,False
T,964,508,#FF8C00,60,False,180,177,False,False,False
T,1179,914,#FF8C00,60,False,180,114,True,False,False
O,1160,159,#FF8C00,60,False,0,93,True,True,True
T,1494,352,#0064FF,60,False,270,125,False,False,False
T,1553,83,#0064FF,60,False,180,187,False,False,True
T,1537,864,#0064FF,30,True,270,192,False,False,False
T,851,778,#0064FF,60,False,270,197,False,False,False
Q,1772,555,#0064FF,60,False,270,168,False,False,False
Q,265,829,#FF8C00,30,True,180,171,False,False,False
Q,1347,327,#FF8C00,60,False,90,184,False,False,False
Q,733,558,#0064FF,30,True,270,170,False,False,False
O,110,579,#0064FF,30,True,270,87,True,False,False
L,1331,666,#FF8C00,30,True,0,80,True,False,False
T,1074,762,#0064FF,30,True,90,114,True,False,False
Q,844,365,#0064FF,60,False,0,161,False,False,False
Q,854,571,#0064FF,30,True,90,147,False,False,False
T,536,210,#0064FF,30,True,90,194,False,False,False
T,1499,532,#0064FF,60,False,0,194,False,False,False
T,625,623,#0064FF,60,False,0,194,False,False,False
Q,629,501,#0064FF,30,True,180,141,False,False,False
O,855,656,#FF8C00,60,False,90,84,True,True,False
T,124,137,#0064FF,60,False,0,148,False,False,False
Q,1519,632,#FF8C00,30,True,180,173,False,False,False
T,423,537,#FF8C00,30,True,0,156,False,False,False
Q,599,888,#0064FF,30,True,270,138,False,False,False
T,1275,476,#0064FF,60,False,0,191,False,False,False
Q,148,990,#FF8C00,60,False,0,174,False,False,False
O,1077,268,#FF8C00,30,True,180,163,False,True,True
Q,1360,922,#FF8C00,30,True,90,198,False,False,False
Q,1663,707,#FF8C00,30,True,0,145,False,False,False
L,999,151,#0064FF,60,False,90,83,True,True,False
T,477,407,#FF8C00,30,True,270,166,False,False,False
Q,442,667,#FF8C00,30,True,90,170,False,False,False
T,586,755,#0064FF,60,False,270,154,False,False,False
T,851,105,#0064FF,60,False,90,159,False,False,True
Q,421,301,#0064FF,60,False,180,197,False,False,False
O,1104,459,#FF8C00,30,True,90,80,True,True,True
L,1419,711,#0064FF,60,False,90,70,True,True,True
T,471,782,#0064FF,30,True,0,172,False,False,False
Q,721,878,#0064FF,30,True,180,197,False,False,False
Q,798,929,#FF8C00,30,True,90,174,False,False,False
L,518,970,#0064FF,60,False,270,85,True,True,True
T,1272,574,#0064FF,30,True,0,177,False,False,False
Q,128,297,#FF8C00,60,False,90,153,False,False,False
Q,157,415,#FF8C00,60,False,90,174,False,False,False
Q,949,222,#FF8C00,30,True,90,159,False,False,False
L,910,988,#FF8C00,30,True,0,163,False,False,False
O,1760,271,#FF8C00,60,False,90,65,True,True,True
T,304,728,#FF8C00,60,False,270,189,False,False,False
L,1739,355,#0064FF,60,False,90,87,True,True,True
O,530,508,#0064FF,60,False,180,80,True,False,False
T,1172,503,#0064FF,30,True,90,138,False,False,False
Q,1007,845,#FF8C00,30,True,180,121,False,False,False
Q,397,914,#FF8C00,30,True,90,194,False,False,False
T,1272,258,#0064FF,30,True,270,193,False,False,False
T,341,172,#0064FF,60,False,0,189,False,False,True
Q,1726,883,#FF8C00,60,False,270,194,False,False,False
Q,1337,760,#FF8C00,60,False,0,87,True,False,False
T,685,179,#0064FF,30,True,270,116,True,False,False
O,301,770,#FF8C00,60,False,0,193,False,True,True
Q,314,299,#FF8C00,60,False,180,189,False,False,False
T,742,269,#FF8C00,30,True,90,185,False,False,False
T,1724,760,#0064FF,30,True,0,174,False,False,False
T,1246,706,#0064FF,30,True,180,171,False,False,False
L,1383,90,#0064FF,30,True,90,93,True,True,True
