shape,center_x,center_y,color_hex,size_px,is_small,rotation,bg_luminance,bg_dark
O,313,132,#FF8C00,15,True,180,12,True
O,848,160,#0064FF,35,False,0,3,True
O,264,583,#FF8C00,35,False,0,7,True
L,761,514,#FF8C00,35,False,0,3,True
T,199,318,#0064FF,15,True,90,194,False
Q,78,545,#0064FF,15,True,0,187,False
Q,383,190,#0064FF,15,True,90,168,False
T,283,406,#FF8C00,35,False,180,196,False
T,129,128,#0064FF,35,False,180,192,False
L,230,715,#FF8C00,15,True,270,66,True
T,666,112,#0064FF,15,True,180,191,False
Q,632,435,#0064FF,35,False,90,179,False
Q,152,684,#FF8C00,15,True,270,177,False
T,403,427,#0064FF,15,True,0,199,False
Q,881,336,#0064FF,35,False,270,201,False
Q,782,356,#FF8C00,15,True,180,197,False
L,358,627,#0064FF,15,True,90,38,True
T,857,693,#0064FF,35,False,270,194,False
Q,578,55,#FF8C00,15,True,0,198,False
Q,923,517,#0064FF,15,True,90,201,False
Q,644,304,#0064FF,35,False,0,189,False
T,506,212,#FF8C00,15,True,180,193,False
Q,665,222,#0064FF,15,True,0,196,False
T,630,706,#0064FF,15,True,90,189,False
Q,203,211,#0064FF,35,False,270,194,False
T,748,243,#FF8C00,35,False,270,196,False
T,564,502,#FF8C00,35,False,90,184,False
T,256,327,#0064FF,15,True,270,197,False
Q,72,58,#FF8C00,15,True,180,194,False
T,923,217,#0064FF,15,True,270,167,False
Q,311,668,#0064FF,35,False,0,10,True
Q,660,361,#0064FF,15,True,180,193,False
T,691,403,#FF8C00,35,False,90,184,False
Q,929,61,#FF8C00,15,True,180,28,True
Q,329,75,#FF8C00,35,False,0,3,True
T,477,393,#FF8C00,35,False,270,194,False
Q,871,50,#0064FF,35,False,90,0,True
T,577,612,#FF8C00,35,False,180,199,False
T,300,227,#FF8C00,35,False,90,180,False
Q,419,621,#0064FF,35,False,180,148,False
T,66,603,#0064FF,15,True,90,193,False
Q,865,585,#FF8C00,15,True,0,171,False
Q,352,415,#0064FF,35,False,270,194,False
T,911,391,#0064FF,15,True,0,191,False
T,699,286,#FF8C00,35,False,180,196,False
O,314,594,#0064FF,35,False,180,0,True
T,91,459,#FF8C00,15,True,0,181,False
T,307,295,#FF8C00,15,True,180,194,False
T,355,251,#0064FF,35,False,180,194,False
T,485,111,#0064FF,35,False,0,199,False
T,236,109,#0064FF,15,True,0,120,False
T,840,439,#FF8C00,15,True,270,161,False
L,809,126,#0064FF,35,False,90,3,True
T,50,423,#0064FF,15,True,180,189,False
Q,749,711,#FF8C00,35,False,0,194,False
T,615,646,#FF8C00,15,True,180,194,False
Q,866,230,#0064FF,15,True,270,150,False
T,516,592,#FF8C00,35,False,90,202,False
Q,572,129,#0064FF,35,False,0,191,False
Q,421,224,#0064FF,35,False,0,194,False
T,470,534,#0064FF,35,False,180,193,False
O,699,510,#0064FF,15,True,270,3,True
Q,615,165,#FF8C00,15,True,180,186,False
T,460,296,#0064FF,35,False,90,197,False
Q,569,198,#FF8C00,35,False,270,194,False
T,147,398,#FF8C00,15,True,90,191,False
Q,387,296,#0064FF,15,True,90,194,False
T,256,642,#0064FF,35,False,90,7,True
Q,554,427,#FF8C00,15,True,270,191,False
T,606,343,#FF8C00,15,True,180,194,False
T,839,631,#FF8C00,15,True,180,188,False
Q,740,64,#FF8C00,15,True,0,168,False
T,211,388,#FF8C00,35,False,180,193,False
T,411,734,#FF8C00,35,False,180,194,False
Q,172,547,#FF8C00,35,False,270,170,False
Q,568,306,#FF8C00,15,True,90,194,False
T,67,660,#0064FF,15,True,180,193,False
T,547,356,#0064FF,35,False,90,200,False
Q,120,214,#0064FF,15,True,180,194,False
Q,112,305,#0064FF,35,False,0,194,False
Q,449,447,#FF8C00,15,True,180,194,False
Q,424,130,#FF8C00,35,False,180,174,False
T,917,613,#0064FF,35,False,0,194,False
Q,545,719,#FF8C00,35,False,0,191,False
Q,903,737,#FF8C00,15,True,270,194,False
Q,442,357,#0064FF,35,False,270,197,False
T,673,734,#FF8C00,15,True,270,193,False
Q,339,469,#FF8C00,35,False,180,166,False
L,753,592,#FF8C00,35,False,90,80,True
Q,486,700,#FF8C00,35,False,90,200,False
