shape,center_x,center_y,color_hex,size_px,is_small,rotation,bg_luminance,bg_dark
L,134,232,#0064FF,35,False,90,1,True
O,595,140,#0064FF,15,True,90,0,True
L,320,538,#0064FF,15,True,90,0,True
L,911,558,#FF8C00,35,False,270,0,True
T,440,187,#FF8C00,15,True,0,194,False
Q,352,191,#0064FF,35,False,270,196,False
T,108,79,#0064FF,15,True,270,155,False
Q,554,349,#0064FF,35,False,180,201,False
Q,440,258,#0064FF,15,True,270,192,False
Q,713,496,#FF8C00,15,True,270,161,False
T,402,636,#FF8C00,15,True,90,194,False
T,503,316,#0064FF,15,True,180,200,False
Q,392,300,#FF8C00,15,True,0,199,False
T,497,531,#0064FF,35,False,180,202,False
T,182,591,#FF8C00,35,False,0,0,True
T,152,415,#FF8C00,35,False,0,198,False
T,535,438,#0064FF,15,True,90,192,False
T,598,379,#0064FF,15,True,90,201,False
T,397,65,#FF8C00,15,True,180,198,False
Q,69,541,#0064FF,35,False,0,191,False
O,878,72,#FF8C00,35,False,270,194,False
Q,541,677,#0064FF,15,True,180,196,False
Q,236,276,#FF8C00,35,False,180,174,False
T,83,343,#FF8C00,15,True,90,180,False
Q,371,692,#0064FF,15,True,180,194,False
Q,72,436,#FF8C00,35,False,0,194,False
Q,893,611,#0064FF,15,True,270,3,True
Q,934,397,#FF8C00,35,False,90,191,False
T,309,132,#FF8C00,15,True,90,198,False
T,764,705,#FF8C00,35,False,0,199,False
Q,901,333,#FF8C00,35,False,270,194,False
Q,666,180,#FF8C00,15,True,270,1,True
T,847,274,#FF8C00,15,True,180,194,False
T,264,686,#0064FF,35,False,270,163,False
T,827,398,#0064FF,15,True,0,182,False
T,629,471,#0064FF,35,False,180,200,False
Q,468,135,#0064FF,35,False,90,197,False
T,281,72,#FF8C00,35,False,270,191,False
T,923,250,#FF8C00,35,False,180,194,False
T,269,533,#FF8C00,15,True,270,3,True
T,493,208,#0064FF,35,False,180,180,False
O,622,206,#FF8C00,15,True,180,7,True
T,772,219,#0064FF,15,True,180,184,False
T,855,507,#FF8C00,15,True,270,0,True
Q,821,710,#FF8C00,15,True,90,175,False
Q,782,153,#0064FF,35,False,270,161,False
T,713,268,#0064FF,35,False,270,181,False
T,289,732,#0064FF,35,False,180,201,False
O,821,607,#0064FF,35,False,270,24,True
Q,142,356,#0064FF,15,True,270,192,False
T,666,108,#FF8C00,35,False,180,0,True
Q,51,750,#0064FF,35,False,90,199,False
Q,282,208,#0064FF,35,False,180,192,False
Q,603,329,#0064FF,15,True,90,194,False
T,319,688,#0064FF,15,True,270,184,False
Q,164,707,#FF8C00,35,False,180,170,False
T,333,482,#0064FF,35,False,180,63,True
Q,493,380,#FF8C00,35,False,0,194,False
Q,309,391,#0064FF,35,False,0,194,False
Q,848,215,#FF8C00,35,False,270,194,False
T,462,439,#0064FF,15,True,270,191,False
T,160,145,#FF8C00,15,True,180,3,True
Q,495,477,#FF8C00,35,False,0,196,False
Q,897,722,#0064FF,15,True,180,158,False
Q,389,365,#0064FF,35,False,90,197,False
Q,424,542,#FF8C00,15,True,90,166,False
T,84,266,#FF8C00,35,False,180,73,True
L,267,594,#FF8C00,15,True,270,21,True
T,700,567,#FF8C00,35,False,180,192,False
Q,839,131,#0064FF,15,True,0,194,False
T,834,553,#0064FF,15,True,90,0,True
Q,640,638,#FF8C00,35,False,90,194,False
Q,791,292,#FF8C00,15,True,270,201,False
T,401,448,#0064FF,35,False,180,188,False
T,945,609,#FF8C00,15,True,270,0,True
Q,320,313,#FF8C00,15,True,180,202,False
T,417,111,#0064FF,35,False,0,196,False
Q,714,133,#FF8C00,15,True,90,17,True
Q,607,540,#0064FF,35,False,0,198,False
Q,527,261,#0064FF,15,True,270,179,False
Q,728,377,#FF8C00,15,True,270,194,False
T,92,618,#FF8C00,15,True,270,179,False
Q,340,86,#FF8C00,15,True,90,202,False
T,691,633,#0064FF,35,False,180,202,False
T,762,624,#0064FF,35,False,270,163,False
Q,182,526,#0064FF,35,False,0,36,True
Q,206,345,#FF8C00,35,False,90,198,False
Q,508,83,#0064FF,15,True,180,178,False
T,121,179,#FF8C00,35,False,270,0,True
T,131,664,#FF8C00,35,False,180,152,False
