shape,center_x,center_y,color_hex,size_px,is_small,rotation,bg_luminance,bg_dark
L,78,300,#FF8C00,35,False,180,3,True
O,766,308,#FF8C00,15,True,0,25,True
O,407,569,#0064FF,35,False,0,0,True
L,719,652,#FF8C00,15,True,90,0,True
Q,640,617,#0064FF,15,True,0,50,True
T,881,653,#0064FF,35,False,180,194,False
Q,303,460,#FF8C00,35,False,0,105,False
Q,883,135,#FF8C00,35,False,0,194,False
L,736,562,#0064FF,15,True,0,0,True
T,347,676,#FF8C00,15,True,180,148,False
Q,263,675,#0064FF,35,False,270,174,False
T,513,607,#FF8C00,35,False,180,201,False
O,664,519,#0064FF,15,True,0,6,True
Q,906,562,#FF8C00,15,True,270,194,False
Q,940,189,#0064FF,15,True,270,194,False
T,230,506,#0064FF,15,True,0,151,False
Q,126,594,#FF8C00,35,False,270,199,False
Q,269,400,#0064FF,15,True,270,197,False
Q,449,220,#0064FF,15,True,90,202,False
Q,186,462,#0064FF,15,True,270,194,False
Q,211,659,#0064FF,35,False,180,193,False
O,797,233,#0064FF,15,True,270,0,True
Q,833,680,#FF8C00,15,True,0,175,False
T,56,211,#FF8C00,15,True,270,0,True
T,373,193,#FF8C00,15,True,90,202,False
Q,156,264,#0064FF,15,True,0,12,True
T,513,246,#0064FF,35,False,0,202,False
T,83,137,#0064FF,15,True,180,24,True
T,835,518,#0064FF,35,False,270,198,False
T,373,531,#FF8C00,35,False,90,0,True
T,388,115,#FF8C00,15,True,180,194,False
T,370,609,#0064FF,15,True,270,7,True
T,262,51,#0064FF,15,True,180,201,False
Q,918,300,#0064FF,15,True,90,194,False
Q,457,715,#FF8C00,35,False,180,194,False
L,181,73,#0064FF,15,True,0,192,False
Q,806,135,#FF8C00,15,True,270,151,False
Q,933,129,#FF8C00,15,True,0,197,False
L,299,529,#FF8C00,35,False,270,6,True
T,501,689,#FF8C00,15,True,270,197,False
T,428,423,#FF8C00,35,False,90,187,False
T,554,93,#FF8C00,35,False,270,194,False
Q,581,406,#FF8C00,15,True,0,194,False
Q,555,282,#0064FF,35,False,0,196,False
Q,364,304,#0064FF,35,False,270,193,False
Q,710,373,#FF8C00,15,True,90,172,False
Q,890,374,#FF8C00,35,False,90,199,False
T,588,474,#0064FF,35,False,0,146,False
Q,518,397,#FF8C00,35,False,270,194,False
T,713,124,#0064FF,35,False,90,99,True
T,111,512,#FF8C00,35,False,90,194,False
Q,370,727,#0064FF,35,False,270,194,False
T,785,50,#0064FF,15,True,270,178,False
T,211,385,#FF8C00,15,True,270,193,False
T,126,75,#0064FF,35,False,180,163,False
Q,210,593,#0064FF,35,False,90,172,False
Q,79,713,#FF8C00,15,True,90,202,False
Q,560,699,#FF8C00,15,True,0,201,False
L,607,307,#0064FF,35,False,90,194,False
T,158,405,#FF8C00,35,False,90,197,False
Q,187,335,#FF8C00,35,False,90,150,False
T,431,324,#0064FF,35,False,180,194,False
T,883,216,#FF8C00,35,False,180,155,False
Q,895,716,#0064FF,35,False,0,201,False
T,616,217,#0064FF,35,False,270,156,False
Q,825,573,#FF8C00,35,False,90,178,False
T,716,423,#FF8C00,15,True,90,181,False
O,121,173,#FF8C00,35,False,90,0,True
Q,642,435,#0064FF,15,True,0,167,False
O,698,235,#FF8C00,35,False,180,1,True
Q,63,439,#FF8C00,35,False,0,194,False
T,331,379,#FF8C00,35,False,270,199,False
Q,133,674,#0064FF,15,True,90,194,False
T,877,447,#FF8C00,15,True,180,194,False
T,541,336,#FF8C00,35,False,90,194,False
T,633,84,#0064FF,15,True,0,192,False
Q,520,467,#FF8C00,35,False,180,202,False
T,936,475,#0064FF,35,False,0,194,False
T,752,612,#FF8C00,15,True,270,21,True
T,864,64,#0064FF,15,True,0,194,False
T,255,195,#FF8C00,15,True,270,185,False
Q,55,621,#0064FF,15,True,0,194,False
T,521,547,#0064FF,15,True,90,193,False
T,450,51,#0064FF,35,False,270,200,False
O,783,181,#FF8C00,15,True,0,33,True
