shape,center_x,center_y,color_hex,size_px,is_small,rotation,bg_luminance,bg_dark
L,82,164,#0064FF,15,True,0,14,True
O,594,220,#0064FF,15,True,270,29,True
O,111,496,#FF8C00,35,False,270,5,True
L,564,480,#0064FF,35,False,90,1,True
T,909,490,#FF8C00,15,True,180,199,False
Q,710,678,#FF8C00,15,True,180,197,False
Q,911,385,#0064FF,35,False,90,201,False
T,850,185,#FF8C00,15,True,0,194,False
Q,188,545,#FF8C00,35,False,180,14,True
T,683,201,#FF8C00,35,False,270,7,True
Q,459,487,#0064FF,15,True,90,181,False
Q,393,566,#0064FF,15,True,270,189,False
T,573,721,#FF8C00,35,False,180,194,False
Q,206,164,#FF8C00,15,True,270,156,False
T,869,271,#FF8C00,35,False,270,198,False
T,288,259,#FF8C00,35,False,0,193,False
Q,196,345,#0064FF,35,False,90,120,False
Q,332,523,#0064FF,15,True,0,194,False
Q,153,717,#0064FF,35,False,180,194,False
T,647,129,#0064FF,15,True,90,43,True
Q,797,118,#FF8C00,35,False,0,193,False
Q,452,284,#FF8C00,15,True,90,199,False
Q,826,344,#FF8C00,35,False,180,194,False
Q,513,270,#FF8C00,15,True,0,189,False
Q,687,327,#0064FF,15,True,270,161,False
T,565,291,#0064FF,15,True,90,158,False
T,629,497,#0064FF,15,True,270,3,True
T,811,277,#FF8C00,15,True,90,184,False
T,400,161,#0064FF,35,False,0,194,False
T,780,470,#0064FF,35,False,90,201,False
T,79,240,#FF8C00,15,True,180,0,True
Q,502,76,#FF8C00,15,True,180,199,False
T,920,728,#FF8C00,35,False,0,194,False
T,763,360,#0064FF,35,False,0,194,False
T,543,338,#0064FF,35,False,270,194,False
O,139,584,#0064FF,35,False,180,15,True
T,297,57,#FF8C00,35,False,0,192,False
L,102,399,#0064FF,15,True,90,163,False
Q,822,596,#FF8C00,15,True,180,194,False
Q,163,403,#FF8C00,15,True,180,172,False
T,710,375,#0064FF,15,True,180,191,False
Q,264,707,#0064FF,35,False,180,194,False
T,525,167,#FF8C00,15,True,90,151,False
L,132,186,#FF8C00,35,False,270,12,True
Q,854,506,#0064FF,35,False,270,199,False
T,940,78,#FF8C00,15,True,90,194,False
Q,87,558,#0064FF,15,True,270,3,True
Q,312,422,#0064FF,35,False,0,201,False
T,649,678,#0064FF,35,False,180,185,False
T,156,74,#0064FF,15,True,0,194,False
O,144,273,#0064FF,15,True,180,0,True
T,695,538,#0064FF,35,False,180,46,True
T,905,645,#FF8C00,15,True,180,193,False
Q,274,358,#FF8C00,35,False,180,194,False
Q,787,537,#0064FF,35,False,0,194,False
Q,940,336,#FF8C00,35,False,90,194,False
T,531,606,#FF8C00,15,True,270,184,False
Q,919,209,#FF8C00,15,True,270,194,False
T,61,300,#FF8C00,35,False,180,25,True
Q,492,436,#FF8C00,35,False,90,158,False
T,373,359,#0064FF,35,False,90,202,False
Q,320,646,#0064FF,35,False,90,185,False
T,443,540,#0064FF,35,False,90,193,False
Q,852,54,#FF8C00,35,False,180,197,False
Q,634,585,#FF8C00,35,False,180,18,True
L,174,491,#FF8C00,35,False,270,21,True
O,682,255,#FF8C00,15,True,90,24,True
Q,798,693,#0064FF,15,True,180,199,False
Q,427,112,#0064FF,15,True,270,196,False
Q,695,443,#0064FF,15,True,90,153,False
L,61,494,#FF8C00,15,True,180,7,True
T,902,159,#0064FF,35,False,180,194,False
Q,417,414,#FF8C00,15,True,90,194,False
T,259,610,#0064FF,15,True,0,184,False
Q,272,203,#0064FF,35,False,0,191,False
T,248,119,#0064FF,35,False,180,196,False
Q,334,577,#FF8C00,15,True,180,181,False
T,721,94,#FF8C00,35,False,90,168,False
T,616,59,#0064FF,35,False,270,154,False
Q,724,598,#0064FF,35,False,90,164,False
T,633,377,#FF8C00,15,True,180,184,False
Q,882,441,#FF8C00,35,False,180,194,False
T,838,394,#0064FF,15,True,270,196,False
L,564,429,#FF8C00,35,False,270,73,True
O,55,597,#FF8C00,35,False,180,25,True
T,826,736,#FF8C00,15,True,0,200,False
Q,591,540,#0064FF,15,True,180,5,True
T,111,689,#FF8C00,15,True,270,194,False
O,599,169,#FF8C00,15,True,180,15,True
L,173,215,#0064FF,15,True,270,26,True
