shape,center_x,center_y,color_hex,size_px,is_small,rotation,bg_luminance,bg_dark
L,65,135,#FF8C00,15,True,270,0,True
O,657,334,#0064FF,15,True,270,12,True
L,77,689,#0064FF,15,True,0,0,True
O,626,653,#FF8C00,35,False,0,0,True
L,500,268,#0064FF,35,False,180,181,False
Q,272,214,#FF8C00,35,False,0,194,False
Q,549,127,#FF8C00,15,True,270,196,False
Q,279,538,#0064FF,15,True,90,192,False
Q,638,548,#0064FF,35,False,0,21,True
Q,290,414,#0064FF,15,True,270,194,False
Q,95,585,#FF8C00,35,False,90,147,False
T,309,651,#0064FF,35,False,90,197,False
T,838,694,#FF8C00,35,False,180,173,False
Q,432,343,#0064FF,35,False,0,199,False
T,358,161,#0064FF,35,False,0,194,False
T,297,303,#0064FF,15,True,180,194,False
T,878,565,#0064FF,35,False,90,194,False
Q,775,651,#FF8C00,15,True,180,198,False
T,218,560,#FF8C00,35,False,180,201,False
T,264,131,#0064FF,35,False,90,201,False
T,715,70,#FF8C00,35,False,90,188,False
T,771,564,#0064FF,15,True,270,197,False
Q,949,673,#FF8C00,15,True,90,188,False
L,118,143,#FF8C00,15,True,90,0,True
O,175,335,#FF8C00,15,True,0,200,False
T,391,236,#0064FF,15,True,270,196,False
Q,463,660,#0064FF,35,False,0,202,False
Q,334,729,#0064FF,15,True,90,201,False
T,555,361,#FF8C00,35,False,270,177,False
T,497,723,#0064FF,35,False,270,193,False
Q,855,82,#FF8C00,35,False,180,196,False
Q,156,748,#0064FF,15,True,180,158,False
T,568,453,#FF8C00,35,False,0,188,False
T,463,116,#FF8C00,15,True,0,196,False
Q,942,251,#0064FF,15,True,0,200,False
L,69,432,#0064FF,35,False,0,194,False
T,780,703,#0064FF,35,False,270,184,False
T,501,351,#FF8C00,35,False,0,194,False
T,350,101,#FF8C00,15,True,180,194,False
Q,353,576,#0064FF,35,False,0,194,False
T,748,446,#FF8C00,15,True,270,193,False
Q,197,675,#FF8C00,35,False,180,179,False
Q,294,482,#0064FF,35,False,90,192,False
T,524,191,#FF8C00,15,True,270,173,False
T,819,500,#0064FF,35,False,0,201,False
O,661,248,#0064FF,35,False,0,3,True
T,596,93,#0064FF,15,True,270,200,False
T,376,368,#FF8C00,15,True,180,194,False
T,169,586,#FF8C00,35,False,180,194,False
O,63,220,#0064FF,15,True,90,6,True
Q,368,436,#FF8C00,15,True,180,201,False
L,621,281,#0064FF,35,False,90,0,True
Q,596,160,#0064FF,15,True,90,153,False
T,115,521,#FF8C00,35,False,0,194,False
T,854,135,#FF8C00,15,True,0,194,False
Q,821,301,#FF8C00,35,False,90,194,False
T,536,494,#FF8C00,15,True,180,177,False
T,645,117,#FF8C00,15,True,180,191,False
Q,260,591,#FF8C00,15,True,90,198,False
L,575,600,#FF8C00,15,True,180,43,True
Q,456,390,#FF8C00,15,True,180,198,False
Q,901,412,#FF8C00,35,False,0,199,False
T,212,729,#0064FF,15,True,90,192,False
Q,946,565,#0064FF,15,True,90,202,False
Q,591,749,#FF8C00,15,True,270,164,False
T,825,560,#FF8C00,35,False,90,194,False
O,588,228,#FF8C00,35,False,270,70,True
Q,99,311,#0064FF,35,False,180,193,False
T,496,434,#0064FF,35,False,180,186,False
Q,740,733,#0064FF,35,False,90,199,False
Q,255,703,#FF8C00,35,False,270,193,False
Q,762,334,#FF8C00,15,True,180,180,False
Q,711,327,#FF8C00,15,True,0,80,True
T,787,391,#0064FF,15,True,180,200,False
Q,789,262,#FF8C00,35,False,90,184,False
Q,931,506,#0064FF,15,True,0,194,False
T,920,81,#FF8C00,15,True,90,201,False
Q,668,430,#0064FF,15,True,90,178,False
Q,872,637,#FF8C00,35,False,180,192,False
T,945,335,#0064FF,15,True,0,193,False
Q,689,496,#FF8C00,15,True,270,152,False
T,317,52,#0064FF,15,True,180,198,False
T,209,262,#0064FF,35,False,90,201,False
Q,407,619,#0064FF,35,False,90,193,False
Q,844,207,#0064FF,35,False,180,193,False
T,394,545,#0064FF,15,True,180,201,False
Q,455,556,#0064FF,35,False,180,194,False
T,331,214,#0064FF,15,True,180,193,False
Q,884,731,#FF8C00,15,True,180,181,False
T,913,146,#FF8C00,35,False,0,196,False
