shape,center_x,center_y,color_hex,size_px,is_small,rotation,bg_luminance,bg_dark
O,177,166,#FF8C00,35,False,0,12,True
L,685,115,#FF8C00,35,False,180,0,True
L,136,614,#0064FF,15,True,180,7,True
Q,948,466,#FF8C00,15,True,180,21,True
Q,817,500,#FF8C00,35,False,270,1,True
Q,533,211,#FF8C00,35,False,90,194,False
Q,460,277,#FF8C00,35,False,180,196,False
T,311,338,#0064FF,15,True,90,201,False
T,285,668,#0064FF,15,True,0,174,False
T,475,442,#0064FF,35,False,270,201,False
Q,226,396,#FF8C00,15,True,180,194,False
T,368,450,#0064FF,35,False,180,194,False
Q,801,205,#FF8C00,15,True,270,194,False
Q,591,318,#FF8C00,35,False,90,199,False
Q,656,330,#FF8C00,35,False,270,193,False
T,241,593,#0064FF,35,False,270,109,False
Q,819,718,#FF8C00,35,False,0,194,False
T,827,289,#0064FF,15,True,270,201,False
Q,91,579,#FF8C00,15,True,270,31,True
Q,666,448,#FF8C00,15,True,270,174,False
T,752,392,#0064FF,35,False,270,194,False
Q,363,256,#FF8C00,35,False,90,194,False
T,352,626,#0064FF,15,True,90,187,False
Q,638,523,#FF8C00,15,True,270,182,False
Q,81,69,#FF8C00,15,True,0,199,False
T,883,54,#0064FF,35,False,180,194,False
T,405,601,#0064FF,35,False,90,202,False
Q,564,668,#FF8C00,15,True,90,194,False
T,61,642,#0064FF,15,True,0,1,True
Q,374,363,#FF8C00,15,True,90,200,False
Q,727,519,#FF8C00,35,False,270,28,True
T,62,133,#0064FF,15,True,0,166,False
Q,784,581,#FF8C00,15,True,270,12,True
T,342,194,#0064FF,35,False,0,194,False
T,430,375,#0064FF,35,False,0,194,False
T,620,617,#0064FF,15,True,90,199,False
Q,627,402,#FF8C00,15,True,270,196,False
Q,52,487,#FF8C00,15,True,90,194,False
T,730,710,#0064FF,15,True,270,194,False
T,948,321,#0064FF,35,False,180,194,False
Q,773,324,#FF8C00,15,True,270,194,False
T,482,149,#0064FF,35,False,0,194,False
Q,136,455,#FF8C00,15,True,180,194,False
T,938,148,#0064FF,15,True,90,180,False
T,925,398,#0064FF,35,False,270,158,False
T,872,370,#0064FF,35,False,270,202,False
T,515,544,#0064FF,15,True,270,194,False
Q,295,55,#FF8C00,35,False,90,196,False
Q,704,59,#FF8C00,35,False,270,3,True
Q,55,371,#FF8C00,35,False,270,194,False
Q,869,725,#FF8C00,35,False,0,194,False
Q,165,85,#FF8C00,15,True,90,161,False
Q,814,148,#FF8C00,15,True,180,193,False
Q,571,502,#FF8C00,15,True,90,199,False
Q,937,245,#FF8C00,35,False,0,189,False
Q,287,543,#FF8C00,35,False,270,191,False
Q,289,464,#FF8C00,35,False,270,194,False
T,117,159,#0064FF,35,False,0,53,True
Q,481,581,#FF8C00,35,False,270,200,False
T,927,523,#0064FF,35,False,90,36,True
Q,687,182,#FF8C00,15,True,180,75,True
T,928,714,#0064FF,15,True,270,200,False
T,408,197,#0064FF,15,True,90,194,False
Q,845,546,#FF8C00,15,True,90,0,True
T,118,512,#0064FF,15,True,180,148,False
Q,320,504,#FF8C00,35,False,90,200,False
Q,592,236,#FF8C00,35,False,90,186,False
T,713,613,#0064FF,35,False,270,154,False
T,295,747,#0064FF,35,False,90,194,False
T,190,627,#0064FF,15,True,0,0,True
T,169,352,#0064FF,35,False,270,170,False
Q,890,210,#FF8C00,35,False,0,193,False
T,507,627,#0064FF,35,False,0,197,False
T,821,652,#0064FF,35,False,180,138,False
Q,830,435,#FF8C00,15,True,0,153,False
T,438,639,#0064FF,35,False,90,194,False
T,406,55,#0064FF,35,False,180,192,False
T,265,137,#0064FF,15,True,270,170,False
Q,119,404,#FF8C00,35,False,90,201,False
Q,497,708,#FF8C00,35,False,0,196,False
T,884,106,#0064FF,15,True,270,199,False
T,655,703,#0064FF,15,True,180,194,False
Q,162,673,#FF8C00,15,True,270,5,True
Q,263,268,#FF8C00,15,True,270,161,False
T,577,375,#0064FF,15,True,180,194,False
Q,551,139,#FF8C00,15,True,270,151,False
T,619,135,#0064FF,15,True,270,25,True
T,112,244,#0064FF,15,True,90,1,True
T,187,444,#0064FF,15,True,270,201,False
Q,251,89,#FF8C00,35,False,90,186,False
Q,97,717,#FF8C00,35,False,270,0,True
T,614,732,#0064FF,35,False,270,194,False
T,411,327,#0064FF,15,True,180,194,False
Q,192,254,#FF8C00,35,False,90,15,True
T,244,342,#0064FF,35,False,180,193,False
Q,691,250,#FF8C00,15,True,270,189,False
Q,353,554,#FF8C00,35,False,90,201,False
T,445,745,#0064FF,15,True,180,194,False
T,231,518,#0064FF,35,False,0,158,False
T,114,338,#0064FF,15,True,180,151,False
