shape,center_x,center_y,color_hex,size_px,is_small,rotation,bg_luminance,bg_dark
L,245,119,#0064FF,15,True,270,12,True
L,944,84,#FF8C00,35,False,90,0,True
O,315,704,#FF8C00,35,False,180,3,True
L,719,570,#FF8C00,35,False,270,5,True
T,844,537,#FF8C00,15,True,270,168,False
Q,773,395,#FF8C00,15,True,0,186,False
T,136,441,#0064FF,15,True,270,202,False
T,934,356,#0064FF,35,False,90,200,False
T,720,741,#FF8C00,15,True,0,193,False
T,774,719,#FF8C00,15,True,270,173,False
Q,877,325,#0064FF,15,True,0,198,False
T,377,132,#FF8C00,15,True,90,194,False
T,590,415,#0064FF,15,True,90,194,False
Q,417,216,#FF8C00,15,True,180,194,False
T,70,493,#FF8C00,35,False,270,200,False
T,653,215,#FF8C00,15,True,270,201,False
T,605,634,#FF8C00,15,True,0,180,False
T,807,439,#FF8C00,35,False,90,174,False
Q,861,166,#FF8C00,15,True,180,180,False
T,95,210,#0064FF,35,False,270,150,False
Q,595,198,#0064FF,15,True,180,200,False
Q,855,374,#0064FF,15,True,90,202,False
Q,381,637,#0064FF,35,False,0,3,True
T,916,727,#FF8C00,15,True,90,194,False
Q,244,187,#0064FF,35,False,90,0,True
T,367,468,#FF8C00,35,False,270,196,False
Q,736,176,#FF8C00,15,True,90,194,False
Q,531,282,#FF8C00,35,False,0,199,False
Q,318,364,#0064FF,15,True,270,201,False
T,271,453,#FF8C00,35,False,270,194,False
L,703,262,#0064FF,15,True,90,194,False
Q,827,679,#FF8C00,15,True,270,177,False
Q,263,521,#0064FF,35,False,90,194,False
Q,507,184,#FF8C00,35,False,270,194,False
Q,315,428,#FF8C00,15,True,180,197,False
Q,375,326,#0064FF,15,True,90,181,False
L,434,369,#0064FF,15,True,180,192,False
T,485,384,#0064FF,35,False,270,191,False
Q,528,441,#FF8C00,35,False,90,200,False
Q,508,655,#FF8C00,15,True,180,175,False
Q,467,521,#0064FF,15,True,90,189,False
T,175,621,#FF8C00,35,False,90,194,False
T,551,586,#0064FF,15,True,0,189,False
T,212,378,#FF8C00,15,True,0,197,False
Q,464,459,#FF8C00,15,True,90,194,False
T,80,304,#0064FF,35,False,90,194,False
Q,817,199,#0064FF,15,True,180,194,False
Q,412,76,#0064FF,35,False,0,199,False
T,509,718,#0064FF,35,False,90,181,False
Q,233,592,#FF8C00,35,False,180,184,False
O,129,77,#FF8C00,15,True,180,172,False
Q,941,450,#0064FF,35,False,0,182,False
Q,322,638,#FF8C00,15,True,90,0,True
T,894,615,#FF8C00,35,False,90,194,False
Q,595,299,#0064FF,35,False,0,194,False
Q,857,270,#FF8C00,35,False,0,197,False
Q,152,288,#0064FF,15,True,270,121,False
T,774,606,#FF8C00,15,True,90,31,True
T,783,306,#0064FF,35,False,270,194,False
T,706,385,#0064FF,15,True,180,193,False
T,87,572,#FF8C00,35,False,180,197,False
O,159,142,#0064FF,15,True,180,28,True
Q,412,266,#0064FF,35,False,0,192,False
T,615,122,#0064FF,15,True,270,194,False
T,831,67,#0064FF,15,True,180,164,False
T,213,488,#FF8C00,15,True,90,194,False
T,157,391,#0064FF,15,True,180,197,False
T,440,318,#0064FF,35,False,180,181,False
T,296,578,#0064FF,15,True,180,146,False
O,157,732,#FF8C00,35,False,180,198,False
T,644,684,#0064FF,35,False,180,171,False
T,676,480,#0064FF,15,True,180,155,False
T,904,486,#0064FF,35,False,90,186,False
O,233,254,#0064FF,35,False,180,0,True
Q,565,127,#FF8C00,35,False,180,192,False
Q,323,130,#0064FF,35,False,270,153,False
Q,643,267,#FF8C00,35,False,180,194,False
O,681,108,#0064FF,15,True,270,194,False
T,711,441,#0064FF,35,False,90,174,False
Q,353,573,#0064FF,15,True,270,58,True
Q,297,204,#FF8C00,35,False,180,93,True
L,367,520,#FF8C00,35,False,270,151,False
T,933,306,#FF8C00,35,False,0,194,False
T,902,236,#FF8C00,15,True,0,199,False
Q,940,649,#0064FF,35,False,270,194,False
Q,473,276,#FF8C00,15,True,180,194,False
Q,609,497,#0064FF,35,False,90,181,False
T,840,730,#0064FF,35,False,0,194,False
T,838,595,#FF8C00,15,True,0,152,False
T,656,588,#0064FF,35,False,180,93,True
Q,665,323,#FF8C00,35,False,180,197,False
Q,169,227,#0064FF,35,False,180,7,True
Q,307,305,#FF8C00,15,True,0,167,False
Q,74,103,#FF8C00,35,False,0,198,False
Q,746,76,#0064FF,15,True,0,194,False
Q,342,68,#FF8C00,15,True,270,188,False
L,414,705,#0064FF,15,True,0,38,True
Q,86,707,#0064FF,35,False,270,194,False
T,470,70,#FF8C00,35,False,180,194,False
T,227,716,#0064FF,15,True,180,136,False
