shape,center_x,center_y,color_hex,size_px,is_small,rotation,bg_luminance,bg_dark
O,270,182,#FF8C00,35,False,0,7,True
L,867,85,#0064FF,35,False,0,0,True
L,385,459,#0064FF,35,False,90,34,True
L,777,470,#FF8C00,15,True,270,19,True
Q,511,111,#0064FF,35,False,0,194,False
Q,318,521,#0064FF,35,False,0,0,True
T,771,257,#0064FF,35,False,0,193,False
T,248,726,#FF8C00,35,False,0,194,False
L,244,100,#0064FF,15,True,270,10,True
Q,606,476,#FF8C00,35,False,270,197,False
Q,425,612,#FF8C00,15,True,180,161,False
Q,181,606,#0064FF,35,False,270,184,False
T,352,189,#FF8C00,15,True,270,103,False
T,900,355,#FF8C00,35,False,270,194,False
T,578,64,#FF8C00,35,False,0,189,False
Q,456,336,#0064FF,35,False,180,198,False
O,406,516,#0064FF,15,True,180,15,True
T,934,750,#0064FF,35,False,180,201,False
O,813,556,#0064FF,35,False,0,6,True
Q,270,429,#FF8C00,15,True,0,151,False
Q,893,222,#FF8C00,15,True,270,181,False
T,878,714,#0064FF,15,True,0,201,False
Q,743,128,#FF8C00,15,True,180,201,False
T,130,355,#FF8C00,15,True,90,199,False
T,489,603,#0064FF,15,True,0,194,False
O,756,522,#FF8C00,35,False,90,0,True
O,250,507,#0064FF,35,False,180,0,True
L,708,560,#FF8C00,15,True,90,60,True
T,165,741,#0064FF,35,False,180,192,False
T,359,740,#FF8C00,35,False,90,194,False
T,257,363,#0064FF,35,False,270,194,False
Q,658,515,#0064FF,15,True,180,166,False
L,292,68,#FF8C00,35,False,90,73,True
Q,680,382,#FF8C00,35,False,270,193,False
Q,507,212,#0064FF,35,False,180,194,False
T,669,129,#0064FF,15,True,0,199,False
T,627,274,#0064FF,35,False,270,189,False
T,823,176,#FF8C00,35,False,180,158,False
Q,205,691,#0064FF,35,False,90,194,False
T,422,73,#FF8C00,35,False,180,201,False
Q,833,265,#0064FF,15,True,90,194,False
T,553,433,#FF8C00,15,True,90,198,False
T,716,701,#0064FF,15,True,180,189,False
Q,492,484,#FF8C00,35,False,0,181,False
T,119,487,#FF8C00,35,False,270,185,False
Q,789,309,#FF8C00,35,False,180,189,False
T,429,676,#FF8C00,15,True,90,198,False
T,135,159,#FF8C00,15,True,90,158,False
T,520,282,#0064FF,15,True,270,199,False
Q,898,448,#0064FF,15,True,180,194,False
Q,634,204,#0064FF,35,False,180,187,False
Q,888,636,#0064FF,15,True,90,174,False
L,321,581,#FF8C00,15,True,0,21,True
Q,344,343,#FF8C00,15,True,180,194,False
Q,95,738,#0064FF,35,False,180,194,False
Q,457,200,#FF8C00,15,True,0,194,False
O,210,139,#0064FF,15,True,0,24,True
L,599,161,#0064FF,35,False,90,193,False
O,60,334,#FF8C00,15,True,90,199,False
T,308,472,#FF8C00,15,True,270,29,True
T,453,285,#0064FF,15,True,0,202,False
O,814,71,#0064FF,35,False,0,34,True
L,282,133,#FF8C00,35,False,90,6,True
Q,383,303,#0064FF,15,True,90,194,False
T,635,726,#0064FF,15,True,90,196,False
Q,649,565,#FF8C00,35,False,270,170,False
Q,397,118,#FF8C00,15,True,270,167,False
O,877,145,#FF8C00,15,True,270,73,True
T,711,189,#0064FF,35,False,270,196,False
Q,563,723,#FF8C00,15,True,0,194,False
