shape,center_x,center_y,color_hex,size_px,is_small,rotation,bg_luminance,bg_dark
O,380,160,#0064FF,35,False,180,0,True
O,607,76,#FF8C00,15,True,180,14,True
O,134,472,#0064FF,15,True,270,0,True
L,896,737,#FF8C00,35,False,270,0,True
Q,437,410,#FF8C00,15,True,270,198,False
T,148,293,#FF8C00,35,False,90,199,False
L,121,553,#0064FF,15,True,180,0,True
L,355,107,#0064FF,35,False,270,3,True
Q,362,515,#0064FF,35,False,0,194,False
Q,670,591,#0064FF,35,False,270,194,False
Q,781,263,#FF8C00,35,False,180,194,False
O,885,659,#FF8C00,35,False,270,7,True
O,689,136,#FF8C00,35,False,270,1,True
Q,711,252,#0064FF,15,True,0,193,False
T,529,672,#FF8C00,35,False,180,194,False
L,251,52,#0064FF,35,False,270,3,True
Q,528,550,#FF8C00,15,True,0,194,False
Q,269,526,#FF8C00,15,True,90,194,False
Q,295,229,#FF8C00,35,False,0,153,False
L,814,703,#FF8C00,15,True,90,67,True
T,236,603,#FF8C00,15,True,180,181,False
Q,586,632,#0064FF,15,True,270,191,False
Q,250,161,#0064FF,35,False,180,50,True
T,934,438,#FF8C00,15,True,0,194,False
T,295,291,#0064FF,15,True,90,197,False
T,219,731,#FF8C00,15,True,90,202,False
T,520,193,#0064FF,35,False,0,186,False
T,74,525,#0064FF,15,True,180,3,True
T,343,393,#0064FF,15,True,270,194,False
T,647,406,#0064FF,15,True,180,200,False
T,63,136,#0064FF,35,False,90,201,False
T,282,721,#FF8C00,15,True,270,194,False
T,537,467,#FF8C00,35,False,180,194,False
Q,227,330,#FF8C00,35,False,90,201,False
Q,508,389,#0064FF,15,True,270,194,False
Q,657,304,#FF8C00,15,True,90,189,False
O,590,166,#FF8C00,15,True,270,71,True
T,664,522,#0064FF,15,True,90,202,False
T,377,726,#0064FF,35,False,90,202,False
Q,901,309,#FF8C00,35,False,270,194,False
Q,802,130,#0064FF,15,True,90,192,False
L,298,135,#FF8C00,15,True,270,0,True
Q,384,440,#FF8C00,15,True,180,197,False
T,878,224,#FF8C00,35,False,180,200,False
T,234,110,#FF8C00,35,False,0,0,True
T,689,744,#0064FF,15,True,180,194,False
T,406,288,#FF8C00,35,False,270,202,False
Q,912,577,#FF8C00,15,True,180,161,False
Q,208,206,#FF8C00,15,True,0,180,False
Q,206,656,#0064FF,35,False,270,180,False
Q,843,422,#0064FF,15,True,0,194,False
Q,927,362,#FF8C00,35,False,180,194,False
T,570,339,#0064FF,35,False,270,194,False
T,704,338,#0064FF,35,False,90,194,False
L,304,56,#0064FF,15,True,180,0,True
Q,710,415,#0064FF,35,False,0,186,False
T,685,69,#0064FF,15,True,0,25,True
T,328,670,#FF8C00,15,True,0,200,False
Q,761,342,#0064FF,35,False,180,201,False
O,183,66,#0064FF,15,True,270,53,True
