shape,center_x,center_y,color_hex,size_px,is_small,rotation,bg_luminance,bg_dark
L,83,138,#0064FF,15,True,0,10,True
L,943,202,#FF8C00,35,False,180,0,True
O,77,686,#0064FF,35,False,90,1,True
L,714,704,#0064FF,15,True,90,6,True
Q,136,221,#FF8C00,15,True,180,9,True
Q,570,501,#0064FF,35,False,270,189,False
T,686,291,#FF8C00,15,True,90,202,False
T,412,267,#0064FF,15,True,0,196,False
T,647,355,#FF8C00,35,False,90,198,False
Q,143,458,#0064FF,15,True,0,197,False
T,134,408,#FF8C00,15,True,270,196,False
Q,870,450,#FF8C00,35,False,90,194,False
Q,872,124,#FF8C00,35,False,180,166,False
O,152,723,#FF8C00,35,False,90,3,True
Q,800,475,#0064FF,35,False,270,194,False
T,676,135,#0064FF,15,True,270,194,False
T,490,354,#FF8C00,15,True,0,192,False
Q,298,132,#FF8C00,15,True,0,181,False
Q,276,559,#FF8C00,15,True,0,192,False
Q,810,73,#FF8C00,15,True,270,199,False
T,478,198,#0064FF,35,False,270,198,False
Q,183,369,#0064FF,35,False,270,194,False
Q,67,442,#0064FF,35,False,180,202,False
T,356,457,#FF8C00,15,True,180,192,False
T,188,171,#FF8C00,15,True,180,1,True
Q,671,678,#FF8C00,15,True,90,87,True
T,399,610,#0064FF,35,False,0,185,False
Q,439,665,#0064FF,15,True,270,202,False
T,750,347,#FF8C00,15,True,270,189,False
T,556,60,#0064FF,15,True,180,193,False
T,84,328,#FF8C00,35,False,270,191,False
Q,778,566,#FF8C00,35,False,180,188,False
Q,63,66,#FF8C00,15,True,270,127,False
Q,937,363,#FF8C00,15,True,90,178,False
Q,779,236,#FF8C00,15,True,180,184,False
T,685,393,#0064FF,15,True,270,201,False
T,730,212,#0064FF,35,False,270,194,False
T,949,681,#FF8C00,15,True,180,194,False
T,508,464,#0064FF,35,False,180,185,False
T,887,392,#0064FF,15,True,90,180,False
Q,526,701,#0064FF,35,False,270,199,False
Q,275,405,#FF8C00,35,False,270,194,False
T,602,413,#0064FF,15,True,270,194,False
T,625,230,#0064FF,35,False,270,201,False
Q,866,569,#FF8C00,35,False,270,199,False
T,608,614,#0064FF,35,False,180,179,False
O,182,673,#0064FF,15,True,0,21,True
T,491,740,#FF8C00,15,True,270,202,False
T,921,593,#FF8C00,35,False,270,201,False
T,330,517,#FF8C00,35,False,180,194,False
Q,270,666,#0064FF,15,True,0,158,False
T,142,517,#0064FF,35,False,180,194,False
Q,435,167,#0064FF,35,False,180,192,False
T,769,730,#0064FF,35,False,180,0,True
Q,117,280,#FF8C00,15,True,0,138,False
Q,695,616,#0064FF,15,True,90,155,False
Q,679,64,#FF8C00,35,False,90,198,False
T,573,160,#0064FF,15,True,0,181,False
Q,819,633,#0064FF,15,True,0,174,False
Q,892,323,#0064FF,15,True,270,86,True
Q,379,109,#0064FF,35,False,270,194,False
T,518,579,#FF8C00,15,True,180,189,False
Q,247,329,#0064FF,35,False,90,191,False
Q,56,501,#FF8C00,15,True,270,192,False
Q,422,361,#0064FF,35,False,0,188,False
Q,470,297,#0064FF,35,False,0,192,False
T,923,266,#0064FF,35,False,180,21,True
T,169,316,#FF8C00,35,False,90,161,False
Q,466,499,#0064FF,35,False,0,189,False
O,214,224,#FF8C00,15,True,180,0,True
T,307,75,#0064FF,15,True,270,194,False
L,213,750,#FF8C00,35,False,270,25,True
T,726,424,#FF8C00,35,False,0,196,False
T,319,613,#FF8C00,35,False,270,194,False
T,523,155,#FF8C00,35,False,180,192,False
