shape,center_x,center_y,color_hex,size_px,is_small,rotation,bg_luminance,bg_dark
L,176,148,#FF8C00,35,False,270,0,True
L,943,58,#0064FF,15,True,90,7,True
L,174,476,#FF8C00,15,True,180,15,True
L,642,561,#0064FF,35,False,0,0,True
Q,855,443,#0064FF,35,False,0,196,False
T,900,599,#0064FF,15,True,270,194,False
T,812,358,#0064FF,35,False,180,199,False
Q,863,642,#0064FF,15,True,270,194,False
T,477,526,#FF8C00,35,False,270,194,False
Q,207,536,#FF8C00,15,True,180,12,True
T,124,161,#FF8C00,35,False,180,0,True
O,186,632,#0064FF,35,False,90,5,True
Q,314,273,#FF8C00,15,True,270,187,False
T,933,687,#FF8C00,15,True,90,200,False
T,208,301,#0064FF,35,False,270,193,False
T,755,484,#0064FF,15,True,270,192,False
T,666,461,#0064FF,15,True,90,164,False
Q,410,708,#FF8C00,35,False,90,199,False
T,328,739,#0064FF,15,True,180,194,False
T,688,220,#0064FF,35,False,180,194,False
T,798,700,#FF8C00,15,True,180,174,False
Q,623,197,#0064FF,15,True,180,196,False
T,334,459,#FF8C00,35,False,90,201,False
Q,316,219,#0064FF,15,True,90,194,False
Q,434,80,#FF8C00,35,False,180,194,False
T,476,252,#FF8C00,35,False,270,194,False
T,304,91,#0064FF,35,False,180,201,False
Q,91,248,#FF8C00,15,True,90,19,True
Q,698,717,#FF8C00,15,True,180,56,True
T,358,402,#0064FF,15,True,180,193,False
O,893,148,#0064FF,35,False,270,6,True
Q,709,316,#0064FF,35,False,90,194,False
Q,921,467,#0064FF,15,True,0,201,False
Q,816,502,#FF8C00,15,True,270,194,False
Q,578,242,#FF8C00,35,False,270,199,False
T,619,299,#0064FF,15,True,90,194,False
Q,778,418,#FF8C00,35,False,270,194,False
T,826,282,#FF8C00,35,False,270,199,False
Q,409,184,#0064FF,15,True,270,196,False
Q,936,366,#0064FF,35,False,270,194,False
Q,757,94,#0064FF,35,False,0,194,False
T,627,638,#FF8C00,15,True,270,34,True
T,777,592,#FF8C00,15,True,180,181,False
Q,384,452,#FF8C00,15,True,90,189,False
T,197,739,#0064FF,15,True,180,189,False
Q,66,417,#0064FF,15,True,0,189,False
Q,484,119,#0064FF,15,True,180,194,False
Q,677,653,#0064FF,35,False,90,0,True
T,450,577,#0064FF,15,True,0,191,False
O,59,119,#0064FF,35,False,270,34,True
L,528,309,#FF8C00,35,False,90,196,False
T,816,555,#FF8C00,35,False,270,191,False
Q,87,300,#FF8C00,35,False,0,138,False
Q,421,384,#0064FF,15,True,270,201,False
T,394,258,#0064FF,15,True,90,194,False
O,779,748,#FF8C00,15,True,180,185,False
Q,378,309,#FF8C00,35,False,270,193,False
T,318,644,#0064FF,35,False,270,184,False
Q,664,270,#0064FF,15,True,90,194,False
T,394,114,#FF8C00,35,False,90,201,False
T,623,384,#0064FF,15,True,90,193,False
T,634,90,#0064FF,15,True,90,194,False
Q,567,566,#0064FF,35,False,0,86,True
Q,762,646,#FF8C00,35,False,180,135,False
Q,560,394,#0064FF,35,False,270,194,False
Q,765,541,#FF8C00,15,True,0,177,False
T,908,268,#FF8C00,35,False,0,194,False
T,608,721,#FF8C00,15,True,180,154,False
T,90,749,#FF8C00,35,False,0,202,False
Q,155,224,#0064FF,35,False,270,28,True
Q,284,529,#FF8C00,15,True,270,173,False
T,774,259,#FF8C00,15,True,180,194,False
Q,874,70,#FF8C00,35,False,270,0,True
T,366,596,#0064FF,35,False,0,194,False
T,887,526,#FF8C00,35,False,0,191,False
Q,529,482,#FF8C00,35,False,270,187,False
T,708,410,#0064FF,35,False,180,202,False
T,268,740,#FF8C00,15,True,0,184,False
O,54,172,#FF8C00,15,True,90,0,True
Q,158,555,#FF8C00,15,True,180,3,True
