shape,center_x,center_y,color_hex,size_px,is_small,rotation,bg_luminance,bg_dark
L,285,206,#0064FF,15,True,0,0,True
L,663,301,#FF8C00,35,False,0,6,True
L,337,600,#0064FF,15,True,180,0,True
O,715,615,#FF8C00,15,True,270,5,True
Q,98,685,#FF8C00,35,False,90,194,False
Q,165,218,#0064FF,15,True,90,181,False
T,300,411,#FF8C00,35,False,180,201,False
Q,64,293,#0064FF,15,True,90,191,False
Q,212,708,#0064FF,35,False,0,154,False
Q,93,605,#0064FF,35,False,180,197,False
Q,810,54,#0064FF,15,True,90,194,False
T,914,272,#0064FF,15,True,180,201,False
T,758,62,#FF8C00,35,False,270,194,False
Q,730,399,#0064FF,15,True,0,189,False
L,468,359,#FF8C00,35,False,180,194,False
O,749,577,#FF8C00,35,False,90,3,True
T,613,100,#0064FF,15,True,0,184,False
Q,850,119,#FF8C00,35,False,270,201,False
Q,626,386,#FF8C00,35,False,270,161,False
T,816,314,#0064FF,15,True,180,194,False
T,818,418,#0064FF,15,True,180,194,False
Q,856,704,#0064FF,15,True,270,194,False
T,141,747,#FF8C00,15,True,90,193,False
Q,845,264,#FF8C00,35,False,90,196,False
Q,478,135,#FF8C00,15,True,270,154,False
T,163,390,#0064FF,35,False,270,194,False
Q,349,401,#FF8C00,35,False,270,200,False
Q,213,353,#0064FF,15,True,180,201,False
Q,88,367,#0064FF,35,False,270,194,False
T,402,269,#FF8C00,15,True,0,181,False
Q,558,417,#FF8C00,35,False,90,193,False
T,179,120,#0064FF,35,False,180,200,False
Q,524,201,#FF8C00,35,False,180,184,False
T,145,455,#FF8C00,35,False,270,194,False
T,648,504,#FF8C00,15,True,180,153,False
Q,196,542,#FF8C00,35,False,270,155,False
T,905,743,#FF8C00,35,False,270,199,False
Q,550,266,#FF8C00,35,False,0,171,False
Q,556,62,#FF8C00,15,True,0,194,False
Q,461,53,#0064FF,35,False,0,171,False
T,634,683,#0064FF,35,False,270,170,False
Q,529,738,#0064FF,35,False,0,197,False
T,357,692,#FF8C00,15,True,270,150,False
O,294,301,#0064FF,35,False,90,168,False
T,448,477,#0064FF,15,True,270,170,False
Q,793,743,#FF8C00,35,False,270,200,False
Q,890,446,#FF8C00,35,False,0,196,False
T,541,507,#0064FF,15,True,180,191,False
Q,521,675,#FF8C00,15,True,0,194,False
T,239,449,#FF8C00,15,True,0,196,False
Q,659,628,#0064FF,35,False,0,51,True
T,820,643,#FF8C00,35,False,270,181,False
T,66,220,#0064FF,35,False,0,187,False
T,384,553,#0064FF,15,True,180,1,True
T,814,474,#FF8C00,15,True,0,174,False
T,313,118,#0064FF,35,False,270,15,True
T,143,338,#FF8C00,35,False,0,196,False
T,110,126,#FF8C00,15,True,270,201,False
T,233,130,#FF8C00,35,False,270,148,False
Q,870,397,#FF8C00,15,True,90,200,False
Q,697,69,#0064FF,15,True,270,199,False
Q,599,632,#FF8C00,15,True,180,164,False
T,135,504,#0064FF,35,False,180,193,False
T,552,127,#0064FF,15,True,270,194,False
Q,888,69,#FF8C00,15,True,0,194,False
T,626,439,#FF8C00,15,True,0,189,False
Q,790,368,#0064FF,15,True,90,199,False
Q,114,55,#0064FF,15,True,90,202,False
Q,880,609,#FF8C00,35,False,180,194,False
T,492,291,#0064FF,15,True,270,198,False
T,272,721,#FF8C00,15,True,0,151,False
L,425,126,#FF8C00,35,False,270,56,True
T,702,266,#FF8C00,35,False,270,0,True
T,121,250,#0064FF,35,False,180,180,False
T,456,544,#FF8C00,35,False,90,133,False
Q,950,123,#0064FF,35,False,180,194,False
T,680,167,#0064FF,35,False,90,67,True
Q,195,290,#0064FF,15,True,180,184,False
T,695,727,#FF8C00,35,False,180,181,False
Q,753,147,#FF8C00,35,False,90,180,False
T,362,456,#FF8C00,15,True,270,161,False
Q,931,692,#0064FF,15,True,90,194,False
Q,271,609,#0064FF,15,True,0,0,True
T,168,613,#FF8C00,15,True,90,151,False
T,907,340,#0064FF,35,False,90,194,False
Q,136,563,#0064FF,15,True,0,180,False
Q,519,379,#0064FF,35,False,180,196,False
Q,902,214,#FF8C00,15,True,270,201,False
Q,842,572,#FF8C00,35,False,90,181,False
T,462,604,#0064FF,35,False,180,146,False
T,459,665,#FF8C00,35,False,270,175,False
O,330,184,#0064FF,15,True,90,0,True
T,81,437,#0064FF,35,False,90,191,False
T,401,385,#0064FF,15,True,270,199,False
T,543,574,#0064FF,35,False,90,194,False
Q,938,72,#FF8C00,15,True,270,194,False
Q,324,522,#0064FF,35,False,180,66,True
T,327,749,#FF8C00,15,True,90,194,False
Q,325,353,#FF8C00,15,True,0,194,False
Q,385,173,#0064FF,15,True,0,1,True
