shape,center_x,center_y,color_hex,size_px,is_small,rotation,bg_luminance,bg_dark
O,183,254,#FF8C00,15,True,270,0,True
O,865,160,#FF8C00,15,True,0,0,True
L,143,585,#0064FF,35,False,270,0,True
O,829,501,#0064FF,35,False,90,15,True
Q,325,131,#FF8C00,35,False,270,194,False
O,739,537,#0064FF,15,True,180,30,True
T,479,233,#0064FF,35,False,180,202,False
Q,892,682,#0064FF,15,True,90,194,False
Q,303,53,#0064FF,35,False,90,194,False
T,108,417,#FF8C00,15,True,90,180,False
Q,941,669,#FF8C00,35,False,270,201,False
T,607,233,#0064FF,35,False,90,198,False
T,449,329,#0064FF,35,False,90,189,False
Q,590,473,#0064FF,15,True,180,194,False
Q,465,466,#0064FF,15,True,0,200,False
Q,270,208,#FF8C00,35,False,180,174,False
Q,390,74,#0064FF,35,False,270,194,False
Q,519,686,#FF8C00,15,True,180,199,False
T,813,176,#0064FF,35,False,270,6,True
Q,811,105,#FF8C00,35,False,90,14,True
Q,877,358,#FF8C00,35,False,270,194,False
Q,283,412,#0064FF,15,True,180,194,False
L,111,303,#FF8C00,15,True,90,15,True
Q,917,588,#FF8C00,15,True,90,181,False
T,700,375,#FF8C00,15,True,180,194,False
T,446,96,#FF8C00,15,True,90,202,False
L,90,210,#0064FF,35,False,0,5,True
Q,305,331,#0064FF,15,True,270,194,False
Q,391,402,#FF8C00,15,True,0,191,False
T,153,118,#0064FF,35,False,180,178,False
T,739,218,#0064FF,15,True,0,177,False
Q,634,108,#FF8C00,35,False,0,189,False
T,477,552,#0064FF,15,True,270,194,False
T,75,711,#FF8C00,35,False,0,193,False
Q,668,510,#0064FF,35,False,90,174,False
T,367,507,#0064FF,35,False,180,199,False
L,146,508,#0064FF,15,True,0,0,True
T,326,562,#FF8C00,15,True,0,202,False
T,318,638,#FF8C00,15,True,90,194,False
T,54,614,#0064FF,15,True,270,93,True
L,142,221,#FF8C00,15,True,0,6,True
T,622,340,#0064FF,35,False,180,194,False
T,153,344,#FF8C00,35,False,180,107,False
Q,566,92,#0064FF,35,False,180,196,False
Q,63,52,#0064FF,15,True,270,194,False
T,403,290,#0064FF,15,True,270,193,False
Q,593,680,#0064FF,35,False,270,201,False
T,437,723,#FF8C00,35,False,90,201,False
Q,300,737,#FF8C00,15,True,270,196,False
T,630,431,#0064FF,35,False,180,197,False
Q,634,635,#0064FF,15,True,180,194,False
Q,502,370,#FF8C00,15,True,0,194,False
T,540,594,#FF8C00,35,False,270,199,False
Q,948,485,#FF8C00,15,True,0,194,False
T,51,424,#0064FF,35,False,270,181,False
Q,696,282,#FF8C00,15,True,90,200,False
T,507,134,#FF8C00,35,False,180,194,False
Q,271,107,#FF8C00,35,False,0,194,False
Q,404,222,#FF8C00,15,True,90,193,False
T,369,689,#FF8C00,35,False,0,194,False
T,502,70,#0064FF,35,False,0,194,False
Q,857,413,#0064FF,35,False,180,175,False
T,528,306,#FF8C00,15,True,90,189,False
T,566,184,#0064FF,15,True,0,200,False
T,713,699,#FF8C00,15,True,0,193,False
T,530,522,#FF8C00,15,True,0,194,False
T,280,672,#FF8C00,15,True,180,201,False
Q,135,692,#0064FF,35,False,270,153,False
Q,176,634,#0064FF,35,False,180,36,True
Q,737,451,#0064FF,15,True,90,144,False
O,194,547,#FF8C00,35,False,180,3,True
T,354,242,#0064FF,15,True,0,194,False
T,72,258,#0064FF,15,True,90,3,True
T,591,564,#FF8C00,15,True,90,194,False
O,95,512,#0064FF,35,False,180,0,True
T,275,524,#FF8C00,35,False,90,167,False
L,806,583,#FF8C00,35,False,0,0,True
Q,276,259,#FF8C00,15,True,180,168,False
Q,725,170,#FF8C00,15,True,270,164,False
T,755,267,#0064FF,15,True,180,189,False
T,391,598,#FF8C00,35,False,270,193,False
Q,556,354,#FF8C00,35,False,180,193,False
Q,207,127,#0064FF,35,False,270,181,False
Q,740,68,#0064FF,35,False,270,167,False
T,943,739,#FF8C00,35,False,180,197,False
