shape,center_x,center_y,color_hex,size_px,is_small,rotation,bg_luminance,bg_dark
L,291,190,#FF8C00,15,True,0,31,True
O,749,118,#FF8C00,15,True,270,0,True
L,435,477,#FF8C00,35,False,270,43,True
L,726,481,#FF8C00,35,False,0,12,True
Q,346,511,#FF8C00,15,True,180,0,True
Q,906,345,#0064FF,15,True,270,196,False
Q,527,599,#0064FF,35,False,270,161,False
T,746,369,#0064FF,35,False,270,189,False
Q,636,712,#0064FF,15,True,90,113,False
Q,85,215,#FF8C00,15,True,180,194,False
T,201,406,#FF8C00,35,False,180,184,False
T,371,108,#FF8C00,35,False,180,151,False
Q,470,672,#0064FF,15,True,180,194,False
T,862,433,#0064FF,35,False,180,201,False
O,359,235,#0064FF,35,False,90,3,True
T,571,380,#FF8C00,35,False,180,200,False
T,69,500,#FF8C00,15,True,180,188,False
Q,141,335,#FF8C00,15,True,0,202,False
T,491,153,#0064FF,15,True,90,194,False
Q,877,260,#0064FF,35,False,180,199,False
O,794,709,#FF8C00,35,False,90,201,False
Q,728,170,#FF8C00,15,True,90,3,True
Q,784,569,#0064FF,35,False,180,174,False
Q,562,487,#0064FF,15,True,90,154,False
L,190,550,#0064FF,15,True,270,0,True
T,258,580,#0064FF,35,False,0,3,True
Q,97,658,#FF8C00,35,False,180,191,False
T,747,244,#0064FF,15,True,90,28,True
T,820,101,#FF8C00,15,True,90,85,True
T,473,250,#0064FF,15,True,270,174,False
T,702,58,#FF8C00,15,True,90,159,False
Q,321,598,#0064FF,35,False,180,7,True
T,670,527,#0064FF,35,False,0,7,True
T,326,691,#FF8C00,15,True,0,188,False
Q,470,341,#0064FF,35,False,0,194,False
T,765,666,#0064FF,15,True,180,194,False
T,659,85,#0064FF,35,False,0,179,False
Q,623,424,#0064FF,15,True,270,167,False
T,607,252,#0064FF,35,False,90,161,False
L,930,158,#0064FF,35,False,180,200,False
T,199,280,#FF8C00,15,True,90,194,False
Q,96,148,#FF8C00,35,False,180,194,False
T,652,302,#0064FF,35,False,90,182,False
Q,145,435,#FF8C00,15,True,0,181,False
T,261,62,#FF8C00,15,True,0,194,False
Q,826,518,#0064FF,35,False,90,192,False
O,518,716,#FF8C00,35,False,0,182,False
Q,515,317,#0064FF,15,True,90,194,False
T,787,321,#FF8C00,35,False,0,178,False
T,402,713,#0064FF,15,True,180,194,False
Q,387,388,#FF8C00,35,False,180,160,False
O,614,601,#0064FF,15,True,90,3,True
T,641,645,#FF8C00,15,True,180,0,True
T,127,708,#0064FF,35,False,270,194,False
T,876,95,#FF8C00,15,True,0,185,False
T,257,362,#FF8C00,35,False,180,161,False
Q,471,574,#FF8C00,15,True,270,164,False
Q,861,737,#FF8C00,35,False,180,194,False
O,261,513,#0064FF,15,True,270,21,True
T,459,398,#FF8C00,15,True,180,192,False
T,866,314,#0064FF,35,False,180,194,False
T,299,309,#FF8C00,35,False,270,60,True
Q,92,598,#FF8C00,35,False,180,167,False
Q,896,197,#FF8C00,35,False,90,188,False
Q,179,91,#0064FF,15,True,180,201,False
Q,783,177,#0064FF,35,False,180,0,True
Q,210,747,#FF8C00,35,False,270,194,False
Q,917,580,#FF8C00,35,False,90,194,False
Q,80,299,#0064FF,15,True,270,202,False
T,454,202,#0064FF,15,True,180,166,False
