shape,center_x,center_y,color_hex,size_px,is_small,rotation,bg_luminance,bg_dark
O,384,225,#0064FF,15,True,0,29,True
O,659,286,#FF8C00,35,False,90,0,True
L,436,490,#FF8C00,15,True,90,26,True
O,841,472,#0064FF,35,False,180,31,True
Q,704,591,#FF8C00,35,False,180,154,False
Q,927,596,#FF8C00,15,True,270,181,False
Q,841,746,#FF8C00,35,False,0,194,False
T,169,602,#0064FF,35,False,0,194,False
Q,244,263,#FF8C00,35,False,180,155,False
Q,237,151,#0064FF,35,False,90,5,True
Q,919,206,#FF8C00,15,True,90,197,False
T,124,164,#0064FF,35,False,0,30,True
Q,869,197,#0064FF,15,True,0,194,False
Q,800,415,#0064FF,15,True,180,148,False
T,830,143,#FF8C00,15,True,0,194,False
Q,298,746,#FF8C00,35,False,180,145,False
Q,187,373,#0064FF,15,True,270,194,False
Q,893,299,#0064FF,15,True,180,198,False
T,659,684,#FF8C00,15,True,90,194,False
Q,540,370,#FF8C00,35,False,0,181,False
T,127,738,#FF8C00,15,True,270,194,False
Q,545,428,#0064FF,35,False,270,199,False
Q,145,460,#FF8C00,35,False,180,197,False
T,471,591,#FF8C00,35,False,270,156,False
Q,375,601,#FF8C00,35,False,180,7,True
T,127,108,#0064FF,15,True,0,0,True
T,787,722,#FF8C00,35,False,90,194,False
Q,731,440,#0064FF,15,True,90,168,False
Q,110,416,#FF8C00,15,True,270,194,False
Q,98,623,#0064FF,15,True,90,194,False
T,477,95,#FF8C00,15,True,180,194,False
L,338,550,#0064FF,15,True,180,23,True
Q,176,675,#0064FF,15,True,180,194,False
T,102,503,#0064FF,15,True,0,194,False
Q,274,473,#0064FF,35,False,270,171,False
T,219,635,#FF8C00,35,False,0,194,False
Q,338,420,#0064FF,15,True,0,177,False
T,286,187,#0064FF,15,True,0,0,True
T,908,128,#FF8C00,15,True,180,199,False
T,830,374,#FF8C00,35,False,90,189,False
Q,900,442,#FF8C00,15,True,0,154,False
Q,215,486,#0064FF,35,False,0,191,False
Q,883,667,#0064FF,15,True,270,196,False
Q,205,718,#FF8C00,15,True,0,194,False
T,654,592,#0064FF,15,True,0,201,False
Q,577,703,#FF8C00,15,True,90,198,False
Q,292,320,#0064FF,15,True,180,194,False
T,73,118,#FF8C00,15,True,0,6,True
L,534,58,#FF8C00,35,False,0,194,False
Q,248,573,#0064FF,15,True,90,193,False
T,479,340,#0064FF,35,False,0,193,False
T,606,366,#0064FF,15,True,0,163,False
T,466,741,#0064FF,15,True,270,155,False
Q,554,540,#FF8C00,35,False,270,194,False
T,193,558,#FF8C00,15,True,180,194,False
T,549,234,#FF8C00,35,False,90,105,False
Q,635,208,#0064FF,35,False,90,5,True
T,875,57,#FF8C00,35,False,90,194,False
T,742,333,#0064FF,35,False,270,182,False
Q,921,546,#FF8C00,35,False,90,158,False
T,437,385,#FF8C00,35,False,180,191,False
Q,93,237,#FF8C00,35,False,180,180,False
T,756,207,#FF8C00,35,False,90,194,False
T,920,701,#FF8C00,15,True,270,194,False
L,763,564,#0064FF,35,False,270,19,True
Q,827,689,#0064FF,35,False,270,194,False
T,339,181,#0064FF,15,True,180,3,True
T,795,650,#0064FF,35,False,180,154,False
T,695,361,#0064FF,15,True,180,165,False
T,56,674,#FF8C00,15,True,90,200,False
Q,786,486,#FF8C00,35,False,270,29,True
T,143,300,#0064FF,35,False,0,194,False
T,438,140,#FF8C00,35,False,90,193,False
Q,560,616,#0064FF,15,True,270,188,False
T,342,657,#0064FF,35,False,180,3,True
T,266,377,#0064FF,35,False,90,202,False
T,819,209,#0064FF,15,True,180,194,False
O,422,689,#FF8C00,15,True,0,33,True
Q,76,310,#FF8C00,35,False,180,194,False
T,681,739,#0064FF,35,False,90,197,False
