shape,center_x,center_y,color_hex,size_px,is_small,rotation,bg_luminance,bg_dark
L,314,121,#FF8C00,15,True,270,0,True
O,913,202,#FF8C00,35,False,0,0,True
O,303,553,#0064FF,35,False,180,1,True
O,645,484,#0064FF,15,True,90,0,True
O,706,524,#FF8C00,35,False,180,31,True
T,155,143,#FF8C00,35,False,0,167,False
L,233,571,#FF8C00,35,False,90,0,True
L,687,588,#0064FF,15,True,180,21,True
Q,449,490,#0064FF,35,False,90,196,False
O,344,308,#FF8C00,15,True,180,199,False
L,288,607,#0064FF,15,True,0,15,True
O,860,240,#0064FF,15,True,90,10,True
L,619,532,#0064FF,15,True,0,0,True
T,236,247,#0064FF,15,True,180,193,False
Q,514,378,#FF8C00,15,True,270,189,False
O,243,157,#0064FF,15,True,180,43,True
T,120,749,#FF8C00,15,True,0,194,False
T,405,440,#FF8C00,15,True,270,194,False
Q,330,748,#FF8C00,15,True,270,189,False
T,540,232,#0064FF,35,False,0,194,False
L,274,77,#FF8C00,35,False,0,0,True
T,434,670,#0064FF,35,False,180,199,False
Q,714,319,#0064FF,15,True,270,194,False
Q,132,243,#0064FF,35,False,90,197,False
T,373,603,#0064FF,15,True,180,156,False
Q,273,709,#FF8C00,35,False,90,178,False
Q,286,269,#FF8C00,15,True,0,194,False
L,923,255,#0064FF,35,False,0,15,True
O,590,586,#FF8C00,35,False,180,28,True
