shape,center_x,center_y,color_hex,size_px,is_small,rotation,bg_luminance,bg_dark
L,69,227,#FF8C00,35,False,90,1,True
O,897,261,#FF8C00,15,True,0,0,True
O,141,498,#0064FF,35,False,0,15,True
L,597,695,#0064FF,35,False,180,12,True
Q,394,103,#0064FF,35,False,270,194,False
O,149,230,#FF8C00,15,True,180,25,True
T,844,671,#FF8C00,15,True,270,185,False
Q,627,153,#FF8C00,15,True,0,202,False
T,251,493,#0064FF,15,True,0,17,True
Q,819,540,#FF8C00,15,True,180,201,False
Q,686,218,#FF8C00,35,False,0,194,False
T,249,164,#FF8C00,35,False,90,196,False
T,927,77,#FF8C00,15,True,90,194,False
Q,554,213,#FF8C00,15,True,180,194,False
Q,381,359,#0064FF,15,True,0,194,False
Q,468,617,#0064FF,35,False,0,194,False
T,408,657,#FF8C00,35,False,0,198,False
Q,331,207,#0064FF,35,False,180,194,False
Q,777,274,#FF8C00,15,True,270,188,False
T,410,505,#FF8C00,15,True,0,199,False
L,802,357,#FF8C00,15,True,180,186,False
Q,706,403,#0064FF,15,True,180,188,False
Q,916,629,#FF8C00,35,False,0,186,False
T,712,349,#FF8C00,15,True,270,193,False
Q,285,54,#FF8C00,15,True,0,189,False
T,760,178,#0064FF,15,True,270,199,False
Q,332,134,#0064FF,35,False,0,199,False
Q,708,112,#0064FF,15,True,0,197,False
T,472,469,#FF8C00,15,True,90,196,False
T,445,178,#0064FF,15,True,270,194,False
L,221,546,#FF8C00,35,False,90,6,True
Q,321,327,#0064FF,35,False,90,201,False
T,510,173,#0064FF,35,False,0,194,False
T,397,215,#0064FF,15,True,180,202,False
Q,737,458,#FF8C00,35,False,90,189,False
Q,598,277,#FF8C00,15,True,90,188,False
T,515,419,#0064FF,15,True,90,201,False
T,568,54,#FF8C00,15,True,90,193,False
T,813,203,#FF8C00,35,False,0,153,False
T,382,266,#FF8C00,35,False,270,194,False
Q,837,113,#0064FF,15,True,90,194,False
T,51,536,#FF8C00,35,False,90,161,False
O,676,714,#0064FF,15,True,180,0,True
O,721,687,#0064FF,35,False,270,19,True
Q,728,566,#FF8C00,35,False,0,179,False
Q,312,415,#0064FF,35,False,90,188,False
T,793,410,#FF8C00,15,True,90,191,False
Q,887,513,#0064FF,15,True,90,194,False
T,212,286,#FF8C00,35,False,180,155,False
Q,816,608,#0064FF,35,False,270,192,False
Q,437,746,#0064FF,35,False,180,181,False
T,496,96,#0064FF,15,True,180,193,False
T,398,445,#0064FF,15,True,180,191,False
O,729,739,#FF8C00,35,False,180,24,True
Q,656,265,#0064FF,35,False,0,181,False
T,661,472,#0064FF,35,False,0,191,False
Q,501,737,#FF8C00,35,False,180,189,False
T,851,383,#0064FF,15,True,0,174,False
T,775,647,#0064FF,15,True,180,156,False
Q,529,642,#0064FF,35,False,90,167,False
T,927,302,#0064FF,35,False,90,29,True
Q,547,492,#0064FF,15,True,90,201,False
T,138,695,#0064FF,15,True,0,189,False
T,239,414,#0064FF,15,True,90,170,False
T,276,709,#0064FF,35,False,270,193,False
T,571,335,#FF8C00,35,False,90,194,False
T,185,739,#FF8C00,35,False,0,194,False
T,96,280,#FF8C00,35,False,90,23,True
Q,458,268,#FF8C00,35,False,270,196,False
T,843,55,#0064FF,35,False,90,202,False
Q,918,572,#FF8C00,15,True,0,194,False
T,447,347,#FF8C00,35,False,90,202,False
T,648,665,#0064FF,35,False,270,1,True
Q,910,462,#FF8C00,35,False,180,194,False
Q,336,670,#FF8C00,35,False,270,189,False
Q,921,723,#FF8C00,15,True,270,175,False
Q,583,102,#FF8C00,15,True,270,191,False
Q,676,71,#0064FF,15,True,270,197,False
L,301,536,#0064FF,15,True,180,29,True
Q,559,547,#FF8C00,15,True,270,193,False
Q,217,698,#0064FF,35,False,180,194,False
T,563,397,#0064FF,35,False,270,194,False
T,263,219,#FF8C00,35,False,90,194,False
Q,660,383,#0064FF,15,True,0,192,False
T,506,574,#FF8C00,35,False,180,194,False
