shape,center_x,center_y,color_hex,size_px,is_small,rotation,bg_luminance,bg_dark,ist_fehler,bekommt_kreis
Q,681,886,#0064FF,30,True,180,144,False,False,False
L,409,298,#0064FF,60,False,90,84,True,True,True
O,1580,672,#FF8C00,30,True,180,67,True,True,True
T,132,685,#0064FF,30,True,270,89,True,False,False
O,180,998,#FF8C00,60,False,270,77,True,True,False
T,1620,256,#0064FF,30,True,180,172,False,False,False
O,630,773,#0064FF,30,True,180,77,True,False,False
O,1349,762,#FF8C00,30,True,0,194,False,True,True
Q,139,826,#FF8C00,30,True,270,153,False,False,False
Q,780,80,#FF8C00,30,True,0,187,False,False,False
L,1144,334,#0064FF,60,False,270,80,True,True,True
T,250,843,#0064FF,60,False,180,159,False,False,False
Q,1004,525,#FF8C00,30,True,180,163,False,False,False
L,168,204,#0064FF,30,True,90,90,True,True,False
T,1475,637,#0064FF,30,True,270,90,True,False,False
Q,1597,147,#0064FF,60,False,90,202,False,False,False
T,125,448,#FF8C00,30,True,270,189,False,False,False
T,985,337,#0064FF,30,True,90,192,False,False,True
Q,1315,622,#FF8C00,60,False,0,144,False,False,False
O,1186,801,#FF8C00,30,True,90,126,False,True,True
L,171,564,#0064FF,60,False,90,66,True,True,True
L,1271,522,#0064FF,30,True,0,63,True,True,True
T,1544,337,#FF8C00,30,True,180,120,True,False,False
L,1675,522,#FF8C00,30,True,270,170,False,False,False
O,793,480,#FF8C00,60,False,90,66,True,True,True
T,580,388,#FF8C00,30,True,0,132,False,False,False
Q,1380,922,#0064FF,60,False,180,137,False,False,False
T,1266,428,#0064FF,30,True,270,107,True,False,False
T,1819,244,#FF8C00,30,True,0,194,False,False,False
T,307,624,#0064FF,30,True,90,167,False,False,False
T,1088,806,#0064FF,60,False,180,140,False,False,False
L,534,288,#FF8C00,60,False,0,79,True,False,False
Q,1643,403,#FF8C00,30,True,270,142,False,False,False
T,1769,696,#0064FF,60,False,270,181,False,False,False
T,171,355,#FF8C00,60,False,180,136,False,False,False
Q,227,500,#FF8C00,60,False,270,147,False,False,False
Q,933,672,#FF8C00,60,False,90,166,False,False,False
T,561,657,#0064FF,60,False,270,165,False,False,False
Q,1820,961,#FF8C00,60,False,180,194,False,False,False
Q,742,567,#0064FF,30,True,270,103,True,False,False
Q,428,483,#0064FF,60,False,0,144,False,False,False
Q,879,418,#0064FF,60,False,90,117,True,False,False
T,1762,586,#FF8C00,60,False,270,198,False,False,False
T,1729,249,#0064FF,60,False,90,201,False,False,True
T,1134,232,#FF8C00,60,False,180,126,False,False,False
Q,1228,289,#0064FF,30,True,180,164,False,False,False
T,663,329,#0064FF,60,False,0,172,False,False,False
Q,769,325,#FF8C00,30,True,90,191,False,False,False
Q,513,457,#FF8C00,60,False,270,147,False,False,False
T,1499,888,#0064FF,30,True,90,189,False,False,False
T,1481,217,#FF8C00,60,False,0,178,False,False,False
Q,1366,360,#FF8C00,30,True,0,125,False,False,False
L,474,353,#FF8C00,30,True,0,63,True,False,False
O,866,522,#FF8C00,60,False,90,127,False,True,False
Q,857,251,#FF8C00,30,True,90,194,False,False,False
L,444,688,#0064FF,30,True,0,53,True,True,True
T,1008,101,#0064FF,60,False,270,181,False,False,False
T,1651,710,#0064FF,60,False,180,103,True,False,False
Q,1679,939,#FF8C00,30,True,90,197,False,False,False
Q,1811,860,#FF8C00,30,True,0,194,False,False,False
Q,1341,145,#FF8C00,60,False,0,181,False,False,False
T,1761,175,#0064FF,30,True,180,202,False,False,False
Q,348,1000,#FF8C00,30,True,0,114,True,False,False
O,1152,433,#FF8C00,30,True,0,87,True,True,False
Q,209,709,#FF8C00,60,False,0,125,False,False,False
Q,1599,488,#FF8C00,60,False,180,166,False,False,True
Q,235,278,#FF8C00,30,True,90,148,False,False,False
L,1416,435,#0064FF,60,False,90,87,True,True,True
T,1055,953,#0064FF,60,False,270,166,False,False,False
T,1379,281,#0064FF,30,True,180,191,False,False,False
Q,632,953,#0064FF,30,True,90,166,False,False,False
T,1012,188,#0064FF,60,False,0,194,False,False,False
O,385,401,#0064FF,60,False,0,87,True,False,True
Q,933,871,#0064FF,60,False,90,159,False,False,False
T,647,543,#0064FF,30,True,180,161,False,False,False
Q,287,184,#FF8C00,60,False,270,174,False,False,False
T,363,114,#0064FF,60,False,180,194,False,False,False
Q,1755,363,#FF8C00,60,False,0,189,False,False,False
T,836,662,#FF8C00,30,True,270,194,False,False,False
O,260,997,#0064FF,60,False,90,79,True,False,False
