shape,center_x,center_y,color_hex,size_px,is_small,rotation,bg_luminance,bg_dark,ist_fehler,bekommt_kreis
T,1214,655,#0064FF,60,False,180,151,False,False,False
Q,356,586,#FF8C00,30,True,180,110,True,False,False
T,119,282,#0064FF,30,True,180,117,True,False,False
Q,746,522,#FF8C00,30,True,180,148,False,False,False
T,1064,617,#0064FF,60,False,0,86,True,False,False
L,482,195,#0064FF,60,False,270,38,True,True,True
O,1839,176,#FF8C00,30,True,180,75,True,True,True
T,1574,901,#0064FF,30,True,270,189,False,False,False
Q,1423,791,#FF8C00,30,True,180,167,False,False,False
T,752,436,#FF8C00,60,False,180,163,False,False,False
L,851,992,#0064FF,30,True,90,63,True,True,True
T,207,967,#FF8C00,30,True,270,105,True,False,False
Q,319,687,#FF8C00,60,False,0,181,False,False,False
L,975,475,#0064FF,30,True,0,80,True,True,False
T,236,272,#0064FF,60,False,270,150,False,False,False
O,433,115,#FF8C00,60,False,90,65,True,True,True
L,425,267,#FF8C00,30,True,180,146,False,False,False
T,790,188,#FF8C00,60,False,270,186,False,False,False
Q,814,347,#FF8C00,60,False,0,160,False,False,False
T,965,735,#0064FF,60,False,180,148,False,False,False
Q,1356,266,#0064FF,30,True,270,136,False,False,False
T,1750,248,#0064FF,30,True,90,184,False,False,False
T,1565,612,#0064FF,30,True,180,181,False,False,True
T,676,708,#FF8C00,30,True,0,161,False,False,False
L,1144,97,#FF8C00,60,False,90,65,True,False,False
Q,1570,464,#FF8C00,60,False,270,133,False,False,False
O,1014,151,#0064FF,60,False,0,56,True,False,True
Q,390,186,#FF8C00,30,True,180,98,True,False,False
Q,403,515,#0064FF,30,True,90,131,False,False,False
O,531,122,#FF8C00,60,False,270,42,True,True,False
T,522,381,#FF8C00,60,False,180,198,False,False,False
Q,568,848,#FF8C00,60,False,270,173,False,False,False
Q,1692,837,#FF8C00,30,True,0,179,False,False,False
T,1751,610,#0064FF,60,False,180,126,False,False,False
O,1240,273,#FF8C00,60,False,90,74,True,True,False
L,1838,304,#FF8C00,30,True,0,58,True,False,True
L,300,501,#0064FF,60,False,90,90,True,True,True
Q,720,909,#FF8C00,60,False,90,160,False,False,False
Q,1211,791,#0064FF,60,False,270,155,False,False,False
O,1127,183,#FF8C00,60,False,0,84,True,True,True
Q,1484,630,#FF8C00,60,False,90,155,False,False,False
Q,1207,932,#0064FF,30,True,270,193,False,False,False
Q,353,845,#0064FF,60,False,270,151,False,False,False
T,1722,468,#0064FF,30,True,270,147,False,False,False
T,948,871,#0064FF,30,True,90,154,False,False,False
Q,787,823,#FF8C00,30,True,0,201,False,False,False
Q,1052,335,#FF8C00,60,False,180,197,False,False,False
T,177,151,#0064FF,60,False,270,186,False,False,False
T,871,566,#0064FF,60,False,180,194,False,False,False
O,1643,407,#FF8C00,30,True,90,89,True,True,True
L,151,388,#0064FF,30,True,270,90,True,True,True
Q,637,412,#0064FF,30,True,180,185,False,False,False
T,1284,592,#FF8C00,60,False,90,173,False,False,False
Q,942,375,#FF8C00,60,False,90,147,False,False,False
T,1170,318,#0064FF,60,False,180,174,False,False,False
T,1672,317,#0064FF,60,False,0,194,False,False,False
T,1399,957,#0064FF,30,True,270,173,False,False,False
T,1838,423,#FF8C00,30,True,180,168,False,False,False
Q,343,371,#0064FF,60,False,0,189,False,False,False
Q,1371,390,#FF8C00,60,False,180,194,False,False,False
Q,1779,949,#0064FF,30,True,180,148,False,False,False
O,1356,672,#0064FF,30,True,180,90,True,False,False
O,1049,528,#FF8C00,30,True,90,84,True,True,False
Q,600,983,#FF8C00,60,False,180,194,False,False,False
L,659,611,#0064FF,60,False,90,144,False,True,True
T,1503,137,#0064FF,60,False,90,126,False,False,False
T,875,435,#0064FF,30,True,270,158,False,False,False
T,673,127,#0064FF,30,True,90,170,False,False,True
O,758,985,#0064FF,30,True,270,89,True,False,False
T,168,813,#FF8C00,60,False,270,194,False,False,False
Q,1535,756,#FF8C00,30,True,270,173,False,False,False
Q,1800,716,#FF8C00,60,False,0,125,False,False,False
Q,761,286,#FF8C00,60,False,180,161,False,False,False
Q,1367,179,#FF8C00,30,True,90,161,False,False,False
Q,284,929,#0064FF,30,True,0,97,True,False,False
T,514,597,#0064FF,30,True,0,194,False,False,False
Q,1461,399,#FF8C00,30,True,0,189,False,False,False
T,1772,813,#0064FF,30,True,90,150,False,False,False
L,191,656,#0064FF,60,False,270,90,True,True,True
T,85,746,#FF8C00,30,True,90,136,False,False,False
