shape,center_x,center_y,color_hex,size_px,is_small,rotation,bg_luminance,bg_dark,ist_fehler,bekommt_kreis
Q,529,402,#FF8C00,15,True,90,184,False,False,False
Q,593,196,#FF8C00,15,True,270,193,False,False,False
L,300,51,#0064FF,30,False,90,79,True,True,True
T,138,240,#FF8C00,30,False,180,168,False,False,False
T,520,536,#FF8C00,15,True,270,164,False,False,False
Q,421,135,#0064FF,30,False,180,180,False,False,True
T,378,60,#FF8C00,15,True,0,112,True,False,False
T,75,42,#0064FF,15,True,90,171,False,False,False
L,64,375,#0064FF,30,False,270,171,False,True,False
Q,193,384,#FF8C00,30,False,180,138,False,False,False
T,677,530,#0064FF,15,True,270,100,True,False,False
T,51,165,#0064FF,30,False,180,192,False,False,False
T,447,488,#0064FF,15,True,90,194,False,False,False
L,547,85,#0064FF,15,True,0,83,True,True,True
Q,637,178,#FF8C00,15,True,180,194,False,False,False
T,258,138,#0064FF,15,True,0,132,False,False,False
L,257,538,#0064FF,15,True,0,75,True,True,True
T,520,263,#0064FF,30,False,270,194,False,False,False
Q,212,328,#FF8C00,30,False,0,150,False,False,False
T,491,454,#FF8C00,30,False,90,194,False,False,False
T,604,328,#FF8C00,30,False,0,182,False,False,False
Q,616,485,#FF8C00,15,True,270,117,True,False,False
Q,344,358,#0064FF,15,True,180,180,False,False,False
Q,671,289,#FF8C00,15,True,180,197,False,False,False
T,684,193,#FF8C00,30,False,90,193,False,False,False
Q,296,202,#0064FF,30,False,90,174,False,False,False
L,336,81,#FF8C00,15,True,270,92,True,False,False
Q,453,204,#0064FF,30,False,0,201,False,False,False
O,574,47,#0064FF,15,True,270,87,True,False,False
T,256,277,#FF8C00,15,True,270,155,False,False,False
T,129,486,#0064FF,30,False,180,164,False,False,False
Q,57,332,#FF8C00,30,False,180,161,False,False,True
Q,399,207,#FF8C00,30,False,180,201,False,False,False
Q,331,484,#FF8C00,15,True,270,119,True,False,False
T,113,292,#0064FF,15,True,270,161,False,False,False
Q,158,517,#0064FF,30,False,180,130,False,False,False
L,517,55,#FF8C00,30,False,0,89,True,False,False
T,197,283,#0064FF,30,False,90,155,False,False,False
T,232,172,#0064FF,15,True,270,148,False,False,False
T,696,89,#0064FF,30,False,270,170,False,False,False
T,199,92,#0064FF,15,True,90,133,False,False,False
T,361,149,#0064FF,30,False,0,166,False,False,False
T,690,253,#0064FF,30,False,270,194,False,False,False
Q,46,104,#FF8C00,30,False,180,198,False,False,False
T,49,486,#0064FF,30,False,90,192,False,False,False
Q,42,212,#0064FF,30,False,180,188,False,False,False
T,289,410,#0064FF,30,False,0,142,False,False,False
Q,295,308,#FF8C00,15,True,90,184,False,False,False
Q,303,160,#FF8C00,15,True,180,155,False,False,False
T,261,481,#0064FF,15,True,0,109,True,False,False
Q,496,92,#0064FF,30,False,180,119,True,False,False
O,720,525,#FF8C00,30,False,90,86,True,True,True
T,72,528,#0064FF,30,False,0,164,False,False,False
O,195,526,#FF8C00,15,True,0,113,True,True,True
Q,153,448,#FF8C00,30,False,0,161,False,False,False
T,632,221,#FF8C00,15,True,270,201,False,False,False
O,300,512,#0064FF,15,True,90,90,True,False,False
T,175,171,#FF8C00,15,True,0,163,False,False,False
Q,503,164,#FF8C00,15,True,270,151,False,False,False
Q,665,121,#0064FF,15,True,0,160,False,False,False
Q,387,284,#FF8C00,15,True,180,194,False,False,True
Q,145,319,#0064FF,30,False,90,158,False,False,False
O,74,498,#0064FF,30,False,180,174,False,False,False
Q,528,199,#0064FF,15,True,180,185,False,False,False
T,244,388,#FF8C00,15,True,270,136,False,False,False
O,538,515,#FF8C00,15,True,90,160,False,True,False
Q,450,274,#FF8C00,15,True,180,194,False,False,False
O,210,246,#FF8C00,30,False,0,150,False,True,False
T,580,120,#0064FF,15,True,0,109,True,False,False
T,618,434,#FF8C00,30,False,90,132,False,False,False
T,408,415,#0064FF,15,True,270,167,False,False,False
L,216,189,#FF8C00,15,True,180,151,False,False,False
Q,616,526,#FF8C00,30,False,0,117,True,False,False
Q,406,479,#FF8C00,15,True,270,192,False,False,False
O,405,311,#FF8C00,30,False,270,194,False,True,True
Q,461,358,#0064FF,15,True,0,181,False,False,False
T,681,382,#0064FF,30,False,90,166,False,False,False
Q,617,59,#FF8C00,30,False,0,121,False,False,False
Q,468,420,#FF8C00,30,False,180,194,False,False,True
L,524,229,#0064FF,30,False,0,201,False,True,False
