shape,center_x,center_y,color_hex,size_px,is_small,rotation,bg_luminance,bg_dark,ist_fehler,bekommt_kreis
O,1512,386,#0064FF,30,True,180,94,True,False,False
T,230,138,#0064FF,60,False,90,168,False,False,False
Q,557,111,#FF8C00,60,False,180,194,False,False,False
T,1509,290,#FF8C00,30,True,0,202,False,False,False
Q,890,723,#FF8C00,60,False,90,194,False,False,False
T,835,119,#0064FF,30,True,180,186,False,False,False
T,1248,395,#0064FF,60,False,0,194,False,False,False
Q,220,664,#FF8C00,30,True,90,111,True,False,False
T,1277,222,#0064FF,30,True,90,109,True,False,False
T,1013,397,#FF8C00,30,True,0,93,True,False,False
O,1142,624,#FF8C00,60,False,180,65,True,True,True
Q,284,869,#FF8C00,30,True,180,151,False,False,False
O,754,195,#FF8C00,60,False,180,201,False,True,True
L,752,684,#FF8C00,30,True,0,65,True,False,False
O,672,920,#FF8C00,30,True,0,79,True,True,True
L,598,736,#0064FF,60,False,0,83,True,True,True
Q,1597,83,#FF8C00,30,True,180,192,False,False,False
T,410,216,#0064FF,60,False,180,192,False,False,False
T,1415,571,#0064FF,30,True,180,193,False,False,False
Q,465,624,#0064FF,60,False,90,194,False,False,False
Q,399,687,#FF8C00,60,False,0,166,False,False,False
T,1555,183,#0064FF,30,True,180,186,False,False,False
Q,1416,975,#FF8C00,30,True,180,202,False,False,False
O,1681,936,#0064FF,30,True,0,82,True,False,False
T,1390,243,#FF8C00,60,False,180,192,False,False,True
T,1816,174,#FF8C00,30,True,270,130,False,False,False
T,1585,631,#0064FF,60,False,90,166,False,False,False
O,684,838,#FF8C00,60,False,0,42,True,True,False
T,893,984,#FF8C00,60,False,270,114,True,False,False
Q,1280,626,#FF8C00,60,False,180,155,False,False,False
T,667,504,#FF8C00,60,False,270,146,False,False,False
T,1623,739,#0064FF,60,False,180,182,False,False,False
Q,1680,475,#0064FF,60,False,180,198,False,False,False
T,1695,252,#0064FF,30,True,180,97,True,False,False
Q,746,282,#0064FF,30,True,270,180,False,False,True
T,603,961,#0064FF,60,False,180,145,False,False,False
Q,186,908,#FF8C00,60,False,180,106,True,False,False
L,303,568,#0064FF,60,False,180,83,True,True,True
T,1817,343,#0064FF,30,True,0,181,False,False,False
Q,934,586,#0064FF,30,True,180,151,False,False,False
O,763,967,#FF8C00,60,False,0,96,True,True,True
L,1834,88,#0064FF,30,True,0,90,True,True,True
L,1262,910,#0064FF,60,False,270,181,False,True,False
T,155,548,#0064FF,60,False,90,148,False,False,False
Q,80,466,#0064FF,30,True,180,133,False,False,False
T,415,510,#0064FF,60,False,180,148,False,False,False
Q,1798,615,#FF8C00,60,False,270,181,False,False,False
T,804,757,#FF8C00,60,False,90,148,False,False,False
Q,1101,526,#FF8C00,60,False,0,113,True,False,False
Q,1815,972,#0064FF,30,True,180,161,False,False,False
Q,1297,995,#0064FF,30,True,90,193,False,False,False
O,1531,821,#FF8C00,30,True,90,97,True,True,False
O,204,753,#0064FF,30,True,270,140,False,False,False
Q,98,924,#FF8C00,60,False,90,177,False,False,False
T,655,641,#0064FF,60,False,270,164,False,False,False
T,256,958,#0064FF,30,True,180,140,False,False,False
T,827,573,#0064FF,30,True,180,69,True,False,False
Q,1555,536,#FF8C00,60,False,180,154,False,False,False
L,913,310,#FF8C00,30,True,0,90,True,False,False
Q,1402,339,#FF8C00,30,True,270,198,False,False,True
L,1334,852,#FF8C00,60,False,90,198,False,False,False
T,877,446,#FF8C00,60,False,270,188,False,False,False
O,162,999,#FF8C00,60,False,90,73,True,True,False
Q,1626,304,#FF8C00,60,False,90,177,False,False,False
L,1726,567,#0064FF,30,True,0,194,False,True,True
Q,1464,167,#FF8C00,60,False,0,181,False,False,False
Q,1401,699,#0064FF,30,True,180,164,False,False,False
Q,1189,739,#FF8C00,60,False,180,156,False,False,False
T,498,464,#FF8C00,30,True,90,194,False,False,False
T,304,479,#0064FF,30,True,90,96,True,False,False
T,344,373,#0064FF,30,True,180,151,False,False,False
T,1461,474,#0064FF,30,True,270,127,False,False,False
Q,1274,304,#FF8C00,30,True,0,164,False,False,False
L,930,217,#0064FF,30,True,90,92,True,True,True
Q,1485,623,#FF8C00,30,True,90,194,False,False,False
Q,540,324,#0064FF,30,True,0,154,False,False,False
L,452,985,#0064FF,60,False,90,53,True,True,True
Q,1125,138,#FF8C00,60,False,180,153,False,False,False
Q,680,389,#FF8C00,30,True,90,125,False,False,True
T,381,884,#0064FF,60,False,270,112,True,False,False
