shape,center_x,center_y,color_hex,size_px,is_small,rotation,bg_luminance,bg_dark,ist_fehler,bekommt_kreis
T,1270,171,#0064FF,60,False,270,193,False,False,False
L,1433,864,#0064FF,60,False,90,67,True,True,True
T,279,631,#0064FF,60,False,0,178,False,False,False
T,421,125,#0064FF,60,False,180,194,False,False,False
Q,132,234,#0064FF,30,True,0,133,False,False,False
T,1562,595,#FF8C00,60,False,0,107,True,False,False
L,1143,524,#0064FF,60,False,90,94,True,True,True
T,728,99,#FF8C00,60,False,270,148,False,False,False
T,616,332,#FF8C00,60,False,0,194,False,False,True
O,1400,455,#FF8C00,60,False,270,96,True,True,True
T,1802,248,#0064FF,30,True,0,86,True,False,False
L,1223,587,#FF8C00,30,True,270,73,True,False,False
T,902,751,#0064FF,60,False,180,189,False,False,False
Q,1254,796,#FF8C00,30,True,180,180,False,False,False
Q,317,231,#0064FF,60,False,90,202,False,False,False
O,1472,158,#FF8C00,60,False,180,112,True,True,True
Q,1317,249,#FF8C00,60,False,270,194,False,False,False
T,1547,272,#FF8C00,30,True,90,114,True,False,False
T,763,969,#0064FF,60,False,180,200,False,False,False
Q,969,974,#FF8C00,60,False,270,174,False,False,False
Q,114,347,#0064FF,30,True,90,167,False,False,False
Q,791,311,#FF8C00,30,True,180,199,False,False,False
Q,1561,352,#0064FF,60,False,270,134,False,False,False
O,1038,415,#0064FF,30,True,270,84,True,False,False
Q,479,726,#FF8C00,60,False,90,163,False,False,False
Q,694,831,#FF8C00,30,True,90,93,True,False,False
O,941,445,#0064FF,60,False,0,79,True,False,False
Q,1066,150,#FF8C00,30,True,0,154,False,False,False
O,1799,80,#FF8C00,60,False,180,98,True,True,False
O,806,832,#FF8C00,30,True,90,123,False,True,True
Q,974,253,#FF8C00,60,False,0,199,False,False,False
Q,1642,216,#FF8C00,30,True,270,194,False,False,False
T,1081,879,#FF8C00,60,False,90,191,False,False,False
L,1570,913,#0064FF,30,True,180,38,True,True,True
T,1761,569,#FF8C00,30,True,90,103,True,False,False
Q,1572,159,#FF8C00,60,False,90,134,False,False,False
T,1633,493,#0064FF,30,True,270,105,True,False,False
L,1275,487,#0064FF,60,False,90,67,True,True,True
Q,787,222,#FF8C00,30,True,90,119,True,False,False
T,112,867,#0064FF,60,False,90,202,False,False,False
Q,549,543,#0064FF,30,True,0,103,True,False,False
T,184,638,#0064FF,30,True,0,117,True,False,False
T,390,560,#FF8C00,30,True,90,156,False,False,True
Q,515,327,#FF8C00,30,True,0,145,False,False,False
Q,1347,336,#FF8C00,60,False,270,194,False,False,False
T,940,850,#0064FF,30,True,0,181,False,False,False
L,1367,611,#0064FF,60,False,90,140,False,True,False
Q,898,160,#FF8C00,30,True,270,194,False,False,False
T,859,425,#0064FF,60,False,0,150,False,False,True
Q,1789,891,#FF8C00,30,True,270,196,False,False,False
T,1697,345,#0064FF,30,True,180,199,False,False,False
T,299,471,#0064FF,30,True,270,194,False,False,False
Q,1440,982,#0064FF,60,False,0,89,True,False,False
Q,641,561,#0064FF,30,True,180,150,False,False,False
L,666,675,#0064FF,60,False,0,50,True,True,False
L,1829,637,#0064FF,30,True,90,87,True,True,False
L,102,551,#FF8C00,30,True,0,71,True,False,False
T,1236,395,#0064FF,60,False,0,154,False,False,False
Q,1667,907,#0064FF,60,False,0,151,False,False,False
Q,204,955,#FF8C00,30,True,270,196,False,False,False
T,1804,339,#0064FF,30,True,90,106,True,False,False
O,934,536,#0064FF,30,True,180,90,True,False,True
T,716,456,#0064FF,60,False,90,194,False,False,False
T,1317,865,#0064FF,30,True,0,163,False,False,False
L,646,755,#FF8C00,30,True,270,55,True,False,False
Q,1006,673,#FF8C00,60,False,180,199,False,False,False
O,1510,836,#FF8C00,30,True,0,75,True,True,True
Q,311,909,#FF8C00,60,False,180,180,False,False,False
Q,1073,333,#0064FF,30,True,0,97,True,False,False
T,1062,561,#0064FF,60,False,0,139,False,False,False
T,734,612,#FF8C00,30,True,180,145,False,False,False
O,153,758,#FF8C00,60,False,0,94,True,True,True
T,1753,469,#0064FF,30,True,270,107,True,False,False
T,1345,720,#FF8C00,60,False,270,174,False,False,False
Q,825,584,#FF8C00,60,False,90,141,False,False,False
O,1489,748,#FF8C00,30,True,270,114,True,True,True
T,1732,969,#0064FF,30,True,270,194,False,False,False
Q,897,314,#FF8C00,60,False,270,172,False,False,False
Q,643,900,#FF8C00,60,False,90,106,True,False,False
T,409,682,#0064FF,30,True,270,125,False,False,False
