shape,center_x,center_y,color_hex,size_px,is_small,rotation,bg_luminance,bg_dark,ist_fehler,bekommt_kreis
L,676,188,#0064FF,60,False,180,83,True,True,True
T,1781,341,#0064FF,60,False,90,202,False,False,False
T,1596,418,#0064FF,60,False,270,79,True,False,False
O,1438,108,#FF8C00,30,True,180,70,True,True,True
Q,252,411,#FF8C00,60,False,270,192,False,False,False
T,1693,507,#0064FF,30,True,270,136,False,False,False
Q,1221,358,#FF8C00,60,False,270,138,False,False,False
T,1058,497,#FF8C00,30,True,90,194,False,False,False
T,1794,205,#FF8C00,60,False,90,161,False,False,False
Q,1052,157,#0064FF,60,False,180,160,False,False,False
Q,801,732,#0064FF,60,False,90,177,False,False,False
Q,225,327,#0064FF,60,False,90,194,False,False,False
Q,1618,699,#FF8C00,30,True,0,106,True,False,True
O,1030,767,#FF8C00,30,True,270,181,False,True,True
T,1149,975,#0064FF,30,True,0,184,False,False,False
L,1384,893,#0064FF,60,False,180,72,True,True,True
O,191,860,#FF8C00,60,False,90,86,True,True,True
Q,879,86,#FF8C00,30,True,0,105,True,False,False
Q,1057,953,#0064FF,60,False,180,174,False,False,False
L,90,764,#0064FF,60,False,270,80,True,True,True
T,596,747,#0064FF,30,True,270,166,False,False,False
Q,1301,760,#FF8C00,60,False,180,113,True,False,False
Q,1374,532,#FF8C00,30,True,270,177,False,False,False
L,1268,867,#FF8C00,30,True,180,86,True,False,False
O,1619,604,#FF8C00,60,False,270,53,True,True,True
T,1793,917,#0064FF,30,True,0,194,False,False,False
T,460,698,#0064FF,30,True,180,189,False,False,False
Q,1591,163,#FF8C00,30,True,270,113,True,False,False
Q,470,452,#FF8C00,30,True,180,158,False,False,False
T,100,539,#0064FF,60,False,0,148,False,False,False
Q,1688,769,#0064FF,30,True,0,142,False,False,False
Q,260,905,#FF8C00,60,False,90,119,True,False,False
O,1587,306,#0064FF,30,True,90,89,True,False,False
O,373,455,#FF8C00,60,False,0,202,False,True,False
T,999,579,#0064FF,30,True,0,164,False,False,False
T,666,696,#FF8C00,60,False,270,181,False,False,False
Q,376,870,#0064FF,60,False,270,86,True,False,False
T,1329,395,#0064FF,30,True,270,191,False,False,False
T,679,541,#0064FF,30,True,180,151,False,False,False
Q,1665,969,#FF8C00,30,True,270,113,True,False,True
T,520,569,#FF8C00,60,False,0,168,False,False,False
T,732,918,#0064FF,60,False,270,87,True,False,False
Q,1258,607,#FF8C00,30,True,270,161,False,False,False
L,1111,337,#FF8C00,30,True,180,85,True,False,False
T,1450,792,#0064FF,60,False,0,154,False,False,True
T,506,831,#0064FF,60,False,90,133,False,False,False
Q,834,938,#0064FF,60,False,90,148,False,False,False
Q,555,408,#FF8C00,60,False,270,153,False,False,False
Q,85,293,#FF8C00,30,True,90,109,True,False,False
T,1784,780,#FF8C00,60,False,0,96,True,False,True
O,1488,665,#0064FF,60,False,0,87,True,False,False
T,127,988,#FF8C00,60,False,0,194,False,False,False
T,267,682,#0064FF,30,True,270,194,False,False,False
Q,986,401,#FF8C00,30,True,270,197,False,False,False
T,1530,471,#0064FF,60,False,180,180,False,False,False
L,1541,581,#0064FF,30,True,90,80,True,True,False
Q,128,410,#FF8C00,30,True,180,161,False,False,False
O,812,334,#FF8C00,30,True,0,201,False,True,False
Q,1458,418,#FF8C00,30,True,0,196,False,False,False
L,781,81,#0064FF,60,False,270,50,True,True,False
L,403,93,#0064FF,30,True,0,65,True,True,True
T,963,697,#0064FF,30,True,180,174,False,False,False
L,781,508,#0064FF,60,False,90,83,True,True,True
Q,1765,995,#0064FF,60,False,180,105,True,False,False
T,271,560,#0064FF,60,False,90,194,False,False,False
Q,185,510,#FF8C00,30,True,270,119,True,False,False
Q,1250,260,#FF8C00,60,False,90,105,True,False,False
T,380,342,#0064FF,30,True,0,202,False,False,False
Q,384,967,#FF8C00,30,True,270,103,True,False,False
O,1192,746,#0064FF,30,True,90,83,True,False,False
T,575,997,#FF8C00,30,True,0,109,True,False,False
Q,1262,506,#0064FF,60,False,180,168,False,False,False
O,1398,670,#FF8C00,60,False,180,171,False,True,True
T,1347,96,#0064FF,60,False,270,113,True,False,False
Q,688,423,#FF8C00,30,True,0,113,True,False,False
T,1527,751,#FF8C00,30,True,90,158,False,False,False
L,1072,630,#FF8C00,30,True,90,85,True,False,False
Q,1041,251,#FF8C00,60,False,90,158,False,False,False
T,192,249,#0064FF,60,False,0,189,False,False,False
T,356,754,#FF8C00,30,True,90,152,False,False,False
