shape,center_x,center_y,color_hex,size_px,is_small,rotation,bg_luminance,bg_dark,ist_fehler,bekommt_kreis
Q,206,276,#FF8C00,60,False,0,165,False,False,False
O,106,382,#FF8C00,60,False,180,93,True,True,True
Q,794,643,#FF8C00,60,False,180,125,False,False,False
Q,902,200,#FF8C00,30,True,90,177,False,False,False
Q,1083,571,#0064FF,60,False,0,98,True,False,False
O,1078,793,#0064FF,30,True,90,73,True,False,False
Q,640,355,#FF8C00,30,True,0,113,True,False,False
L,1184,750,#FF8C00,30,True,0,74,True,False,False
T,120,741,#0064FF,30,True,0,148,False,False,False
O,954,603,#FF8C00,30,True,270,76,True,True,True
O,1164,640,#FF8C00,60,False,180,82,True,True,True
T,304,149,#0064FF,60,False,0,168,False,False,False
Q,620,894,#0064FF,60,False,180,202,False,False,False
T,1360,887,#0064FF,60,False,90,94,True,False,False
O,1690,690,#0064FF,60,False,90,60,True,False,False
Q,850,373,#FF8C00,30,True,270,135,False,False,False
Q,250,792,#0064FF,60,False,0,201,False,False,False
Q,838,826,#FF8C00,30,True,270,151,False,False,False
T,156,567,#0064FF,30,True,180,177,False,False,False
T,1731,542,#0064FF,30,True,0,153,False,False,False
L,1560,813,#0064FF,30,True,0,84,True,True,False
Q,464,254,#FF8C00,30,True,0,172,False,False,True
L,1010,84,#0064FF,60,False,180,49,True,True,True
L,1222,213,#0064FF,60,False,270,156,False,True,True
T,1730,271,#0064FF,30,True,180,194,False,False,False
L,1254,638,#FF8C00,60,False,0,63,True,False,False
T,243,967,#FF8C00,60,False,180,148,False,False,False
Q,1369,591,#FF8C00,30,True,90,196,False,False,False
T,1487,669,#FF8C00,30,True,270,191,False,False,False
Q,839,955,#0064FF,30,True,180,105,True,False,False
T,284,694,#0064FF,30,True,0,174,False,False,False
T,530,631,#FF8C00,60,False,180,194,False,False,False
L,1414,315,#0064FF,60,False,270,193,False,True,True
Q,583,106,#FF8C00,30,True,90,121,False,False,False
T,434,652,#FF8C00,60,False,270,103,True,False,True
Q,370,729,#0064FF,60,False,0,148,False,False,False
Q,940,887,#FF8C00,30,True,90,60,True,False,False
Q,1648,607,#FF8C00,60,False,0,55,True,False,False
T,179,472,#0064FF,60,False,0,116,True,False,False
O,1507,878,#FF8C00,30,True,180,76,True,True,False
T,456,433,#0064FF,60,False,270,159,False,False,False
O,1157,900,#FF8C00,30,True,90,79,True,True,True
T,1602,710,#0064FF,30,True,180,42,True,False,False
Q,1391,83,#FF8C00,30,True,180,120,True,False,False
T,688,452,#0064FF,30,True,0,94,True,False,False
Q,1656,928,#0064FF,30,True,90,163,False,False,False
Q,1093,993,#FF8C00,30,True,180,75,True,False,False
Q,1525,303,#0064FF,30,True,90,168,False,False,False
T,114,247,#0064FF,60,False,270,151,False,False,False
T,1790,146,#0064FF,60,False,0,201,False,False,False
Q,1363,697,#FF8C00,60,False,180,200,False,False,False
T,1555,390,#0064FF,30,True,90,125,False,False,True
Q,1558,582,#0064FF,60,False,270,130,False,False,False
O,1756,911,#FF8C00,60,False,0,89,True,True,False
T,1423,948,#0064FF,30,True,90,103,True,False,False
Q,939,387,#FF8C00,60,False,270,103,True,False,False
T,1692,93,#FF8C00,30,True,270,180,False,False,False
L,797,546,#0064FF,30,True,270,80,True,True,True
Q,1235,873,#FF8C00,60,False,180,189,False,False,False
Q,487,720,#FF8C00,60,False,270,158,False,False,False
Q,1467,518,#FF8C00,30,True,180,202,False,False,False
T,1240,471,#0064FF,30,True,270,170,False,False,False
Q,371,210,#0064FF,30,True,270,171,False,False,False
T,402,874,#0064FF,60,False,90,202,False,False,False
Q,640,246,#FF8C00,60,False,180,187,False,False,False
T,1066,234,#FF8C00,60,False,180,165,False,False,False
L,943,500,#FF8C00,30,True,180,77,True,False,False
Q,354,363,#FF8C00,60,False,0,116,True,False,False
L,1032,915,#0064FF,60,False,90,34,True,True,True
T,742,800,#0064FF,60,False,180,194,False,False,False
Q,81,896,#FF8C00,60,False,0,197,False,False,True
T,1554,147,#FF8C00,30,True,90,138,False,False,False
L,1026,513,#0064FF,30,True,0,70,True,True,True
O,926,82,#FF8C00,60,False,0,89,True,True,False
T,536,500,#0064FF,60,False,180,194,False,False,False
T,1548,496,#FF8C00,60,False,180,147,False,False,False
O,146,991,#0064FF,30,True,270,87,True,False,False
T,792,434,#FF8C00,30,True,0,130,False,False,False
T,317,891,#0064FF,30,True,0,191,False,False,False
T,992,195,#0064FF,60,False,270,197,False,False,False
