shape,center_x,center_y,color_hex,size_px,is_small,rotation,bg_luminance,bg_dark,ist_fehler,bekommt_kreis
L,428,165,#0064FF,60,False,180,67,True,True,True
T,1436,339,#FF8C00,60,False,270,113,True,False,False
T,1454,238,#0064FF,30,True,270,164,False,False,False
Q,1493,937,#0064FF,60,False,270,137,False,False,False
T,361,677,#0064FF,60,False,180,153,False,False,False
L,1152,468,#0064FF,60,False,90,83,True,True,True
L,528,535,#0064FF,30,True,270,77,True,True,True
Q,1330,191,#FF8C00,60,False,180,194,False,False,False
Q,1361,954,#0064FF,60,False,90,77,True,False,False
T,632,209,#FF8C00,30,True,0,58,True,False,False
T,421,601,#0064FF,30,True,90,112,True,False,False
Q,1731,328,#FF8C00,60,False,90,100,True,False,False
T,808,586,#0064FF,30,True,0,194,False,False,False
O,1191,557,#FF8C00,30,True,90,60,True,True,False
T,385,415,#0064FF,60,False,0,174,False,False,False
Q,306,108,#FF8C00,30,True,0,153,False,False,False
O,1146,931,#FF8C00,30,True,0,89,True,True,True
L,526,175,#0064FF,30,True,0,71,True,True,True
T,428,483,#0064FF,30,True,0,158,False,False,False
O,171,308,#0064FF,30,True,270,87,True,False,False
Q,295,216,#0064FF,60,False,90,146,False,False,False
Q,687,882,#0064FF,60,False,270,136,False,False,True
T,1782,94,#FF8C00,60,False,270,194,False,False,False
Q,1004,145,#FF8C00,30,True,90,94,True,False,False
O,1283,515,#0064FF,60,False,0,87,True,False,False
T,89,534,#FF8C00,60,False,0,160,False,False,False
Q,511,802,#FF8C00,30,True,90,168,False,False,False
Q,1525,585,#FF8C00,60,False,180,191,False,False,False
T,1639,544,#0064FF,30,True,90,194,False,False,False
Q,1569,484,#FF8C00,60,False,90,181,False,False,False
Q,491,699,#FF8C00,30,True,90,110,True,False,False
T,209,867,#0064FF,30,True,90,194,False,False,False
T,1634,286,#0064FF,30,True,270,167,False,False,False
L,1366,421,#FF8C00,60,False,90,87,True,False,False
Q,1238,696,#FF8C00,30,True,180,138,False,False,False
T,713,288,#FF8C00,60,False,270,189,False,False,False
L,1168,846,#FF8C00,60,False,0,63,True,False,False
Q,635,385,#FF8C00,30,True,270,196,False,False,False
T,115,172,#0064FF,60,False,270,116,True,False,False
T,976,626,#FF8C00,60,False,180,168,False,False,False
T,1027,831,#0064FF,60,False,0,100,True,False,False
T,307,356,#0064FF,30,True,180,187,False,False,False
T,419,315,#FF8C00,30,True,180,201,False,False,False
Q,923,281,#FF8C00,60,False,0,150,False,False,False
T,780,752,#FF8C00,60,False,270,194,False,False,False
Q,1795,753,#FF8C00,30,True,90,174,False,False,False
T,325,833,#0064FF,60,False,270,199,False,False,False
O,257,553,#FF8C00,60,False,90,90,True,True,True
L,604,113,#FF8C00,30,True,0,71,True,False,False
Q,1583,181,#FF8C00,30,True,0,178,False,False,False
Q,1815,307,#FF8C00,30,True,90,144,False,False,False
Q,1283,399,#0064FF,30,True,180,141,False,False,True
Q,127,927,#0064FF,30,True,180,194,False,False,False
O,1358,873,#0064FF,60,False,180,87,True,False,False
L,1271,820,#0064FF,30,True,270,90,True,True,True
Q,1787,635,#FF8C00,60,False,270,194,False,False,False
T,813,352,#FF8C00,30,True,270,194,False,False,False
T,1451,667,#0064FF,60,False,270,180,False,False,False
T,223,160,#0064FF,30,True,180,100,True,False,False
L,1756,242,#0064FF,60,False,90,79,True,True,True
Q,582,893,#FF8C00,60,False,0,141,False,False,False
O,88,287,#FF8C00,60,False,270,56,True,True,False
O,1058,920,#FF8C00,30,True,180,89,True,True,True
T,513,83,#0064FF,30,True,0,175,False,False,False
Q,1412,560,#FF8C00,60,False,270,199,False,False,False
Q,439,893,#0064FF,60,False,180,202,False,False,True
Q,1036,548,#0064FF,30,True,180,191,False,False,False
T,847,917,#0064FF,60,False,90,201,False,False,False
O,567,617,#FF8C00,60,False,270,90,True,True,False
T,614,982,#0064FF,60,False,270,191,False,False,True
O,1366,81,#FF8C00,30,True,180,94,True,True,True
T,1324,606,#0064FF,60,False,90,159,False,False,False
Q,957,379,#FF8C00,60,False,90,161,False,False,False
Q,1213,276,#FF8C00,60,False,90,194,False,False,False
T,125,637,#0064FF,30,True,0,158,False,False,False
Q,1319,318,#FF8C00,30,True,270,193,False,False,False
L,700,146,#0064FF,30,True,90,86,True,True,False
Q,460,989,#FF8C00,30,True,180,134,False,False,False
T,1180,760,#0064FF,30,True,180,146,False,False,False
Q,1545,97,#0064FF,30,True,270,194,False,False,False
