shape,center_x,center_y,color_hex,size_px,is_small,rotation,bg_luminance,bg_dark,ist_fehler,bekommt_kreis
Q,1230,82,#0064FF,60,False,0,111,True,False,False
L,1348,304,#0064FF,60,False,0,154,False,True,True
T,1135,416,#0064FF,30,True,180,120,True,False,False
O,1305,603,#FF8C00,30,True,90,50,True,True,True
Q,160,229,#0064FF,30,True,180,191,False,False,False
Q,1709,950,#FF8C00,60,False,180,191,False,False,False
O,1249,726,#0064FF,60,False,270,127,False,False,False
Q,1065,928,#0064FF,30,True,90,150,False,False,False
Q,1311,486,#FF8C00,60,False,180,150,False,False,False
L,728,174,#FF8C00,30,True,270,53,True,False,False
L,509,709,#0064FF,30,True,90,62,True,True,True
Q,1733,493,#0064FF,60,False,90,155,False,False,False
T,1042,182,#0064FF,30,True,0,94,True,False,False
T,1697,184,#0064FF,30,True,90,184,False,False,False
Q,1486,646,#0064FF,30,True,180,191,False,False,True
Q,1638,779,#FF8C00,60,False,270,201,False,False,False
O,1199,550,#FF8C00,60,False,270,70,True,True,True
L,1078,261,#0064FF,30,True,180,172,False,True,True
T,344,844,#0064FF,30,True,180,100,True,False,False
T,362,954,#FF8C00,60,False,0,186,False,False,False
T,1573,622,#0064FF,60,False,180,191,False,False,False
Q,742,830,#FF8C00,60,False,270,170,False,False,False
T,845,758,#FF8C00,60,False,180,200,False,False,False
Q,351,669,#FF8C00,60,False,90,156,False,False,False
T,284,898,#0064FF,60,False,180,96,True,False,False
Q,1013,820,#FF8C00,60,False,180,187,False,False,False
Q,182,129,#FF8C00,60,False,180,193,False,False,False
T,477,409,#0064FF,60,False,180,148,False,False,False
Q,1028,655,#FF8C00,60,False,90,170,False,False,False
O,554,610,#FF8C00,60,False,0,76,True,True,True
O,1416,449,#FF8C00,30,True,0,194,False,True,False
O,1322,895,#FF8C00,60,False,90,87,True,True,True
T,103,778,#0064FF,30,True,0,201,False,False,False
T,1460,263,#0064FF,60,False,0,202,False,False,False
T,281,722,#0064FF,30,True,0,137,False,False,False
T,563,80,#0064FF,60,False,180,80,True,False,False
Q,851,330,#0064FF,30,True,180,70,True,False,False
T,476,987,#0064FF,30,True,270,198,False,False,False
T,883,423,#FF8C00,30,True,180,94,True,False,False
T,1222,948,#FF8C00,60,False,270,146,False,False,False
Q,583,759,#FF8C00,60,False,0,67,True,False,False
O,644,684,#0064FF,30,True,270,80,True,False,False
L,776,248,#0064FF,60,False,180,93,True,True,False
T,1667,877,#0064FF,30,True,0,194,False,False,False
T,920,981,#0064FF,60,False,180,144,False,False,False
L,1262,196,#0064FF,60,False,0,86,True,True,False
T,1632,992,#0064FF,60,False,180,180,False,False,False
T,1823,813,#FF8C00,30,True,180,168,False,False,False
L,858,525,#0064FF,30,True,270,150,False,True,True
T,1426,803,#FF8C00,60,False,90,119,True,False,False
T,1726,405,#FF8C00,60,False,0,171,False,False,False
L,1372,669,#FF8C00,60,False,0,90,True,False,False
Q,1154,204,#0064FF,30,True,270,186,False,False,False
Q,1641,671,#FF8C00,30,True,270,161,False,False,False
T,1319,93,#FF8C00,30,True,0,127,False,False,True
Q,939,229,#FF8C00,30,True,90,120,True,False,False
Q,688,945,#FF8C00,30,True,270,125,False,False,False
T,409,220,#0064FF,60,False,180,194,False,False,False
T,1033,358,#FF8C00,30,True,180,151,False,False,False
O,1199,639,#FF8C00,30,True,90,89,True,True,True
Q,1830,993,#FF8C00,60,False,90,119,True,False,False
T,1509,489,#0064FF,30,True,90,160,False,False,False
Q,649,253,#FF8C00,60,False,90,134,False,False,True
T,1522,856,#0064FF,30,True,0,187,False,False,False
Q,598,926,#FF8C00,30,True,90,161,False,False,False
Q,776,673,#FF8C00,30,True,270,181,False,False,False
Q,1827,344,#0064FF,30,True,90,174,False,False,False
O,244,813,#0064FF,60,False,270,50,True,False,False
Q,326,432,#FF8C00,60,False,180,180,False,False,False
O,620,156,#FF8C00,30,True,0,98,True,True,False
Q,1656,451,#FF8C00,60,False,270,171,False,False,False
Q,1497,746,#FF8C00,30,True,270,155,False,False,True
Q,417,783,#FF8C00,30,True,180,147,False,False,False
T,1477,179,#0064FF,60,False,270,194,False,False,False
T,637,525,#0064FF,60,False,180,181,False,False,False
Q,1758,639,#FF8C00,30,True,90,142,False,False,False
T,92,945,#0064FF,30,True,180,142,False,False,False
L,182,924,#FF8C00,30,True,270,86,True,False,False
Q,590,403,#0064FF,30,True,0,198,False,False,False
L,87,651,#0064FF,60,False,90,92,True,True,True
