shape,center_x,center_y,color_hex,size_px,is_small,rotation,bg_luminance,bg_dark,ist_fehler,bekommt_kreis
O,1566,537,#0064FF,30,True,270,58,True,False,False
L,300,218,#0064FF,30,True,270,86,True,True,True
T,957,998,#FF8C00,30,True,90,125,False,False,False
Q,1153,657,#FF8C00,60,False,180,175,False,False,False
T,993,745,#0064FF,60,False,180,171,False,False,True
Q,1188,289,#0064FF,60,False,0,142,False,False,False
Q,1518,387,#0064FF,30,True,90,161,False,False,False
Q,1668,786,#FF8C00,60,False,0,142,False,False,True
Q,228,316,#FF8C00,30,True,180,100,True,False,True
O,1344,464,#0064FF,60,False,180,131,False,False,False
Q,235,125,#FF8C00,30,True,270,180,False,False,False
T,788,935,#0064FF,60,False,270,112,True,False,False
O,91,465,#FF8C00,60,False,270,65,True,True,False
Q,1044,622,#FF8C00,60,False,90,168,False,False,False
T,788,144,#0064FF,30,True,90,127,False,False,False
L,227,447,#0064FF,60,False,0,89,True,True,True
L,657,257,#FF8C00,60,False,270,89,True,False,False
Q,655,978,#FF8C00,30,True,180,170,False,False,False
Q,788,515,#FF8C00,60,False,270,98,True,False,False
T,445,448,#0064FF,60,False,90,139,False,False,False
Q,1235,872,#FF8C00,60,False,90,164,False,False,False
T,664,378,#0064FF,60,False,0,141,False,False,False
Q,476,331,#FF8C00,60,False,270,50,True,False,False
T,1184,803,#FF8C00,60,False,0,159,False,False,False
L,276,548,#0064FF,60,False,180,73,True,True,False
Q,155,576,#0064FF,30,True,180,112,True,False,False
Q,876,391,#FF8C00,30,True,90,161,False,False,False
T,347,793,#0064FF,60,False,270,194,False,False,False
T,146,825,#FF8C00,30,True,180,119,True,False,True
T,1420,527,#0064FF,60,False,180,148,False,False,False
T,1814,453,#0064FF,60,False,0,120,True,False,False
Q,1048,412,#FF8C00,60,False,90,127,False,False,False
O,1810,891,#FF8C00,30,True,90,92,True,True,True
L,1788,377,#FF8C00,60,False,0,94,True,False,False
L,525,102,#FF8C00,30,True,0,79,True,False,False
T,669,177,#FF8C00,30,True,90,160,False,False,False
T,576,396,#0064FF,30,True,180,73,True,False,False
Q,1713,947,#FF8C00,60,False,180,114,True,False,False
T,1729,154,#0064FF,60,False,270,194,False,False,False
L,413,279,#0064FF,30,True,90,69,True,True,True
Q,201,966,#FF8C00,30,True,0,177,False,False,False
O,808,224,#FF8C00,60,False,0,90,True,True,True
L,123,332,#0064FF,30,True,180,40,True,True,True
T,1405,780,#0064FF,30,True,270,194,False,False,False
Q,735,589,#0064FF,60,False,0,116,True,False,False
T,1221,400,#FF8C00,30,True,90,178,False,False,False
Q,1333,886,#FF8C00,30,True,90,194,False,False,False
Q,1065,979,#0064FF,30,True,0,112,True,False,False
Q,1674,343,#FF8C00,60,False,270,168,False,False,False
T,426,914,#0064FF,30,True,90,200,False,False,False
T,1192,577,#0064FF,60,False,0,155,False,False,False
Q,640,570,#FF8C00,30,True,0,172,False,False,False
Q,930,556,#0064FF,60,False,270,113,True,False,False
Q,685,735,#FF8C00,30,True,0,201,False,False,False
T,1557,651,#0064FF,30,True,0,139,False,False,False
L,1293,98,#0064FF,60,False,180,84,True,True,True
O,577,298,#FF8C00,30,True,180,33,True,True,False
Q,894,215,#0064FF,30,True,270,156,False,False,False
T,670,480,#0064FF,60,False,90,160,False,False,False
T,516,886,#0064FF,30,True,180,201,False,False,False
Q,1596,207,#FF8C00,60,False,270,194,False,False,False
Q,1772,596,#0064FF,60,False,90,158,False,False,False
O,412,111,#FF8C00,30,True,0,86,True,True,False
T,585,733,#FF8C00,30,True,180,196,False,False,False
T,119,962,#0064FF,30,True,0,197,False,False,False
O,939,324,#FF8C00,60,False,0,132,False,True,True
Q,184,659,#0064FF,30,True,0,144,False,False,False
T,1547,902,#FF8C00,60,False,0,112,True,False,False
T,882,920,#FF8C00,60,False,0,175,False,False,False
Q,337,655,#FF8C00,30,True,90,160,False,False,False
Q,755,358,#FF8C00,60,False,180,180,False,False,False
T,1198,194,#0064FF,30,True,270,134,False,False,False
O,194,228,#FF8C00,60,False,270,90,True,True,True
O,82,671,#0064FF,30,True,270,84,True,False,False
T,1594,127,#0064FF,60,False,90,194,False,False,False
T,1320,308,#FF8C00,30,True,270,191,False,False,False
T,957,655,#0064FF,30,True,270,194,False,False,False
Q,1417,343,#FF8C00,30,True,0,135,False,False,False
L,103,251,#0064FF,30,True,90,89,True,True,True
T,1068,791,#0064FF,60,False,180,186,False,False,False
