shape,center_x,center_y,color_hex,size_px,is_small,rotation,bg_luminance,bg_dark,ist_fehler,bekommt_kreis
T,197,189,#0064FF,30,True,90,124,False,False,False
Q,752,729,#0064FF,60,False,270,185,False,False,False
O,1828,301,#0064FF,30,True,270,85,True,False,False
Q,1696,219,#FF8C00,60,False,0,84,True,False,False
Q,1280,220,#0064FF,60,False,0,187,False,False,False
O,175,640,#FF8C00,60,False,270,51,True,True,True
Q,1263,992,#FF8C00,30,True,180,194,False,False,False
T,1378,189,#0064FF,60,False,270,170,False,False,False
O,233,696,#0064FF,30,True,180,87,True,False,False
Q,723,209,#FF8C00,30,True,180,172,False,False,False
L,859,185,#0064FF,30,True,0,80,True,True,True
Q,809,557,#0064FF,30,True,90,200,False,False,False
Q,709,924,#FF8C00,60,False,180,196,False,False,False
L,1244,656,#0064FF,60,False,270,67,True,True,True
Q,1303,600,#FF8C00,30,True,90,150,False,False,False
Q,297,805,#FF8C00,60,False,90,139,False,False,False
T,490,463,#0064FF,30,True,180,194,False,False,True
Q,278,292,#FF8C00,60,False,270,185,False,False,False
Q,314,411,#FF8C00,60,False,270,135,False,False,False
Q,1709,844,#0064FF,60,False,90,116,True,False,True
Q,800,814,#FF8C00,60,False,90,192,False,False,False
L,1208,555,#0064FF,30,True,90,188,False,True,True
Q,149,726,#0064FF,30,True,0,35,True,False,False
Q,464,567,#FF8C00,60,False,90,174,False,False,True
Q,435,697,#0064FF,30,True,270,60,True,False,False
Q,1532,315,#FF8C00,30,True,0,181,False,False,False
Q,1593,818,#0064FF,60,False,0,200,False,False,False
T,290,130,#0064FF,60,False,90,152,False,False,False
T,1107,281,#0064FF,60,False,180,132,False,False,False
T,170,98,#0064FF,30,True,180,161,False,False,False
T,608,227,#0064FF,60,False,180,141,False,False,False
O,1749,117,#FF8C00,60,False,0,76,True,True,False
O,1380,912,#0064FF,60,False,0,87,True,False,False
L,139,835,#FF8C00,30,True,0,86,True,False,False
T,1300,405,#0064FF,30,True,90,158,False,False,False
T,342,928,#0064FF,60,False,90,82,True,False,False
T,1041,373,#FF8C00,30,True,0,188,False,False,False
T,220,517,#0064FF,60,False,0,167,False,False,False
O,264,909,#FF8C00,60,False,270,87,True,True,True
O,1093,748,#FF8C00,30,True,0,87,True,True,True
T,1143,860,#FF8C00,30,True,0,177,False,False,False
T,1816,549,#0064FF,30,True,270,126,False,False,False
T,1226,781,#0064FF,30,True,90,167,False,False,False
T,469,141,#0064FF,30,True,270,147,False,False,False
T,1021,568,#0064FF,30,True,270,181,False,False,False
T,1814,695,#FF8C00,60,False,90,125,False,False,False
T,787,984,#FF8C00,60,False,270,197,False,False,False
O,194,984,#FF8C00,30,True,0,77,True,True,False
O,1637,130,#FF8C00,30,True,0,92,True,True,True
Q,1803,986,#FF8C00,30,True,180,164,False,False,False
T,1559,720,#0064FF,30,True,180,151,False,False,True
Q,773,89,#FF8C00,30,True,0,153,False,False,False
T,984,182,#FF8C00,60,False,270,101,True,False,False
Q,932,507,#FF8C00,60,False,180,175,False,False,False
Q,1686,503,#FF8C00,30,True,270,142,False,False,False
Q,449,290,#FF8C00,60,False,270,177,False,False,False
T,1156,127,#FF8C00,60,False,270,164,False,False,False
Q,1148,995,#0064FF,30,True,180,198,False,False,False
L,925,669,#0064FF,60,False,180,80,True,True,True
T,1441,765,#0064FF,30,True,90,191,False,False,False
T,135,354,#0064FF,60,False,0,202,False,False,False
T,1361,1000,#0064FF,30,True,90,85,True,False,False
Q,1693,976,#FF8C00,30,True,0,103,True,False,False
Q,1428,343,#FF8C00,30,True,90,155,False,False,False
T,1358,715,#FF8C00,60,False,90,188,False,False,False
T,1641,394,#0064FF,30,True,270,112,True,False,False
T,623,915,#0064FF,60,False,270,171,False,False,False
L,453,783,#FF8C00,60,False,0,67,True,False,False
L,1757,917,#0064FF,30,True,90,82,True,True,True
L,1736,669,#0064FF,60,False,0,70,True,True,False
Q,372,475,#FF8C00,30,True,180,185,False,False,False
L,902,92,#FF8C00,60,False,270,41,True,False,False
T,656,575,#FF8C00,30,True,0,201,False,False,False
T,88,655,#0064FF,60,False,270,134,False,False,False
T,340,223,#FF8C00,60,False,180,136,False,False,False
Q,1601,521,#FF8C00,30,True,270,186,False,False,False
L,1635,633,#0064FF,30,True,270,97,True,True,False
Q,1531,973,#0064FF,60,False,90,170,False,False,False
Q,546,598,#FF8C00,60,False,180,196,False,False,False
O,1826,840,#FF8C00,60,False,0,89,True,True,True
