shape,center_x,center_y,color_hex,size_px,is_small,rotation,bg_luminance,bg_dark,ist_fehler,bekommt_kreis
Q,1598,293,#0064FF,30,True,270,127,False,False,False
T,154,460,#0064FF,30,True,0,179,False,False,False
T,852,179,#0064FF,30,True,0,180,False,False,True
Q,243,700,#FF8C00,30,True,180,101,True,False,False
Q,353,690,#FF8C00,30,True,180,93,True,False,True
Q,586,153,#FF8C00,30,True,270,180,False,False,False
Q,688,826,#FF8C00,60,False,180,194,False,False,False
Q,1294,182,#0064FF,30,True,270,198,False,False,False
L,260,574,#0064FF,30,True,0,51,True,True,False
O,983,198,#FF8C00,60,False,0,89,True,True,True
Q,701,449,#FF8C00,30,True,90,165,False,False,False
Q,471,162,#0064FF,30,True,270,194,False,False,False
T,1494,330,#0064FF,30,True,180,87,True,False,False
L,1784,879,#0064FF,30,True,270,62,True,True,True
T,345,211,#0064FF,60,False,0,132,False,False,False
Q,1617,526,#FF8C00,60,False,0,76,True,False,False
Q,171,332,#FF8C00,30,True,0,145,False,False,False
T,1076,128,#FF8C00,60,False,270,101,True,False,False
Q,677,147,#FF8C00,60,False,0,192,False,False,False
T,980,836,#0064FF,30,True,180,101,True,False,False
O,1006,280,#FF8C00,30,True,90,73,True,True,False
O,1132,969,#FF8C00,30,True,0,93,True,True,True
L,81,727,#0064FF,60,False,180,127,False,True,True
T,1033,427,#0064FF,60,False,0,193,False,False,False
T,981,953,#0064FF,30,True,180,153,False,False,False
Q,709,992,#FF8C00,60,False,270,139,False,False,False
L,400,320,#FF8C00,30,True,270,76,True,False,False
T,452,713,#0064FF,30,True,180,161,False,False,False
Q,947,451,#FF8C00,60,False,180,194,False,False,False
O,629,321,#0064FF,60,False,270,87,True,False,False
T,1322,352,#FF8C00,30,True,0,194,False,False,False
L,350,604,#0064FF,30,True,0,58,True,True,True
Q,546,754,#FF8C00,60,False,0,93,True,False,False
T,1793,217,#FF8C00,30,True,90,161,False,False,False
T,714,234,#0064FF,60,False,180,126,False,False,False
Q,1396,919,#FF8C00,60,False,0,138,False,False,False
O,359,488,#FF8C00,30,True,90,70,True,True,True
L,621,987,#FF8C00,30,True,270,56,True,False,False
Q,1739,958,#FF8C00,60,False,90,77,True,False,False
T,530,587,#0064FF,60,False,90,175,False,False,False
Q,1293,920,#FF8C00,60,False,0,142,False,False,False
Q,1605,802,#FF8C00,30,True,180,199,False,False,True
T,413,426,#0064FF,60,False,0,132,False,False,False
Q,763,712,#0064FF,30,True,90,163,False,False,False
O,1739,747,#FF8C00,30,True,270,87,True,True,True
T,1202,689,#0064FF,30,True,0,151,False,False,False
L,850,487,#FF8C00,60,False,180,84,True,False,False
T,845,890,#FF8C00,30,True,0,181,False,False,False
O,286,361,#FF8C00,60,False,0,109,True,True,True
Q,1113,786,#0064FF,60,False,180,151,False,False,False
T,314,969,#0064FF,60,False,180,194,False,False,False
T,131,794,#0064FF,60,False,0,198,False,False,False
Q,1496,120,#0064FF,30,True,270,140,False,False,False
Q,1712,438,#FF8C00,60,False,90,185,False,False,False
O,1703,822,#0064FF,60,False,0,99,True,False,False
Q,1181,307,#FF8C00,30,True,270,186,False,False,False
Q,1167,481,#0064FF,60,False,90,120,True,False,False
T,809,597,#FF8C00,60,False,270,71,True,False,False
Q,330,805,#0064FF,30,True,270,117,True,False,False
L,423,556,#0064FF,60,False,90,92,True,True,False
T,86,330,#FF8C00,60,False,90,141,False,False,False
Q,188,110,#FF8C00,60,False,270,103,True,False,False
T,120,954,#FF8C00,60,False,270,180,False,False,False
T,868,740,#0064FF,60,False,90,197,False,False,False
Q,1009,703,#FF8C00,60,False,0,196,False,False,False
T,1741,567,#0064FF,30,True,0,159,False,False,False
Q,1300,570,#FF8C00,30,True,270,123,False,False,False
T,173,592,#FF8C00,60,False,270,146,False,False,False
T,1508,898,#0064FF,60,False,0,156,False,False,False
T,1535,615,#0064FF,30,True,180,148,False,False,False
T,1210,942,#FF8C00,30,True,270,156,False,False,False
Q,1095,872,#0064FF,30,True,180,132,False,False,True
L,1596,197,#0064FF,60,False,0,89,True,True,True
O,1643,620,#FF8C00,30,True,0,67,True,True,True
L,504,408,#0064FF,60,False,0,90,True,True,False
T,1509,998,#0064FF,30,True,0,189,False,False,False
T,964,630,#0064FF,30,True,0,197,False,False,False
O,1072,538,#0064FF,60,False,90,187,False,False,False
T,633,566,#0064FF,60,False,90,148,False,False,False
Q,593,488,#FF8C00,60,False,0,160,False,False,False
