shape,center_x,center_y,color_hex,size_px,is_small,rotation,bg_luminance,bg_dark,ist_fehler,bekommt_kreis
Q,275,343,#0064FF,15,True,180,148,False,False,False
T,532,270,#0064FF,15,True,270,185,False,False,False
O,564,332,#FF8C00,30,False,180,84,True,True,True
T,566,178,#FF8C00,15,True,270,194,False,False,False
L,155,239,#FF8C00,30,False,90,170,False,False,False
Q,457,146,#FF8C00,15,True,0,180,False,False,False
T,655,527,#FF8C00,30,False,180,100,True,False,False
T,716,310,#FF8C00,15,True,90,177,False,False,False
L,557,57,#0064FF,30,False,0,67,True,True,True
L,579,495,#FF8C00,30,False,270,87,True,False,False
Q,598,214,#0064FF,30,False,270,194,False,False,False
T,219,492,#0064FF,15,True,270,134,False,False,False
T,677,377,#0064FF,15,True,90,140,False,False,False
T,358,170,#FF8C00,15,True,270,163,False,False,True
Q,420,187,#FF8C00,30,False,180,194,False,False,False
T,594,123,#0064FF,15,True,270,124,False,False,False
T,237,436,#0064FF,30,False,90,151,False,False,False
Q,179,62,#FF8C00,30,False,270,202,False,False,False
L,528,96,#0064FF,15,True,90,82,True,True,True
Q,55,384,#0064FF,15,True,180,153,False,False,False
Q,437,56,#FF8C00,30,False,0,121,False,False,False
L,457,476,#0064FF,30,False,0,146,False,True,True
Q,154,116,#0064FF,30,False,180,194,False,False,False
T,714,493,#FF8C00,15,True,0,163,False,False,False
T,394,518,#0064FF,15,True,270,191,False,False,True
Q,290,513,#FF8C00,15,True,0,178,False,False,False
T,463,355,#0064FF,15,True,90,140,False,False,False
Q,325,236,#FF8C00,30,False,90,155,False,False,False
Q,685,462,#FF8C00,30,False,90,155,False,False,False
T,125,348,#FF8C00,15,True,0,164,False,False,False
T,226,372,#0064FF,30,False,90,152,False,False,False
Q,702,164,#FF8C00,15,True,90,198,False,False,False
Q,78,247,#0064FF,15,True,0,166,False,False,True
Q,60,105,#FF8C00,30,False,90,173,False,False,False
T,388,370,#0064FF,30,False,270,161,False,False,False
Q,197,209,#FF8C00,30,False,0,173,False,False,False
L,598,447,#FF8C00,15,True,180,71,True,False,False
Q,401,231,#FF8C00,15,True,270,200,False,False,False
Q,698,62,#0064FF,15,True,90,156,False,False,False
T,554,217,#0064FF,15,True,270,201,False,False,False
Q,621,72,#FF8C00,15,True,270,99,True,False,False
Q,624,336,#FF8C00,15,True,90,100,True,False,False
O,613,390,#0064FF,15,True,270,60,True,False,False
Q,389,418,#0064FF,30,False,270,172,False,False,False
T,612,531,#FF8C00,30,False,90,90,True,False,False
T,195,331,#0064FF,15,True,0,148,False,False,False
Q,406,120,#FF8C00,30,False,0,156,False,False,False
T,104,152,#0064FF,30,False,90,191,False,False,False
Q,510,458,#FF8C00,15,True,270,109,True,False,False
T,133,501,#0064FF,15,True,180,153,False,False,False
T,224,162,#0064FF,30,False,180,184,False,False,False
O,538,428,#FF8C00,15,True,180,69,True,True,False
Q,334,539,#0064FF,30,False,270,194,False,False,False
O,710,419,#FF8C00,30,False,90,170,False,True,True
T,436,526,#0064FF,30,False,180,170,False,False,False
Q,495,224,#FF8C00,15,True,270,202,False,False,False
Q,328,479,#0064FF,30,False,0,196,False,False,False
O,326,55,#0064FF,30,False,270,90,True,False,False
L,504,54,#0064FF,15,True,270,70,True,True,False
T,666,272,#FF8C00,30,False,180,201,False,False,False
Q,655,218,#FF8C00,30,False,270,194,False,False,False
L,567,377,#0064FF,15,True,90,37,True,True,True
O,571,539,#FF8C00,15,True,180,94,True,True,False
T,262,299,#0064FF,30,False,90,148,False,False,False
T,249,229,#0064FF,15,True,0,154,False,False,False
Q,495,531,#0064FF,15,True,270,134,False,False,False
O,529,356,#0064FF,15,True,0,84,True,False,False
Q,426,328,#0064FF,30,False,180,158,False,False,False
T,527,159,#FF8C00,30,False,180,170,False,False,False
T,155,168,#0064FF,30,False,270,193,False,False,False
Q,406,275,#FF8C00,15,True,270,192,False,False,False
Q,444,101,#FF8C00,15,True,180,144,False,False,False
Q,632,493,#FF8C00,30,False,270,103,True,False,False
T,265,391,#FF8C00,30,False,0,153,False,False,False
T,159,286,#0064FF,30,False,0,163,False,False,False
T,46,430,#0064FF,30,False,0,174,False,False,False
O,324,478,#FF8C00,30,False,90,196,False,True,False
Q,345,123,#FF8C00,15,True,90,124,False,False,False
T,276,83,#0064FF,30,False,0,132,False,False,False
T,91,521,#FF8C00,15,True,90,172,False,False,True
