shape,center_x,center_y,color_hex,size_px,is_small,rotation,bg_luminance,bg_dark,ist_fehler,bekommt_kreis
T,555,228,#FF8C00,30,False,270,153,False,False,False
O,267,491,#FF8C00,15,True,180,77,True,True,False
T,502,324,#0064FF,15,True,180,121,False,False,False
Q,440,291,#0064FF,30,False,270,173,False,False,False
Q,425,366,#FF8C00,30,False,90,161,False,False,False
Q,636,287,#FF8C00,15,True,0,114,True,False,False
O,188,475,#0064FF,15,True,90,92,True,False,False
Q,558,357,#0064FF,15,True,90,100,True,False,False
L,111,260,#0064FF,15,True,270,166,False,True,False
T,195,91,#0064FF,30,False,270,186,False,False,False
Q,413,75,#FF8C00,15,True,270,194,False,False,False
O,290,530,#FF8C00,15,True,90,49,True,True,False
Q,326,377,#FF8C00,15,True,270,194,False,False,False
T,231,150,#FF8C00,15,True,0,142,False,False,True
T,632,439,#0064FF,15,True,0,114,True,False,False
T,56,400,#FF8C00,30,False,0,127,False,False,False
O,141,122,#FF8C00,30,False,180,159,False,True,True
T,514,243,#FF8C00,30,False,180,145,False,False,False
Q,717,239,#FF8C00,30,False,270,170,False,False,False
Q,194,51,#FF8C00,15,True,180,197,False,False,False
O,65,485,#FF8C00,30,False,270,86,True,True,True
Q,530,294,#0064FF,15,True,90,112,True,False,False
Q,679,523,#FF8C00,30,False,90,48,True,False,False
L,602,338,#FF8C00,15,True,270,92,True,False,False
O,122,524,#FF8C00,15,True,270,53,True,True,False
Q,288,48,#FF8C00,30,False,0,160,False,False,False
T,109,305,#0064FF,15,True,270,159,False,False,False
Q,436,468,#0064FF,15,True,180,193,False,False,False
T,381,242,#0064FF,15,True,90,193,False,False,False
T,573,289,#0064FF,30,False,0,98,True,False,False
T,154,79,#0064FF,30,False,90,177,False,False,False
Q,627,374,#FF8C00,30,False,270,114,True,False,False
T,52,327,#0064FF,15,True,270,171,False,False,True
T,480,271,#FF8C00,15,True,90,148,False,False,False
Q,93,112,#FF8C00,15,True,180,142,False,False,False
T,533,192,#0064FF,15,True,0,172,False,False,False
T,650,193,#FF8C00,30,False,180,171,False,False,False
L,176,515,#0064FF,30,False,180,48,True,True,True
T,361,477,#0064FF,15,True,180,121,False,False,False
Q,316,271,#FF8C00,30,False,90,191,False,False,False
Q,658,235,#FF8C00,15,True,180,147,False,False,False
O,718,435,#0064FF,30,False,270,94,True,False,False
Q,499,488,#0064FF,30,False,270,194,False,False,False
T,257,370,#0064FF,30,False,0,194,False,False,False
L,713,495,#0064FF,15,True,90,24,True,True,True
Q,358,279,#FF8C00,30,False,180,194,False,False,False
T,474,100,#0064FF,15,True,180,200,False,False,False
Q,720,367,#FF8C00,30,False,90,172,False,False,False
Q,297,96,#0064FF,30,False,180,152,False,False,False
O,569,84,#0064FF,30,False,180,186,False,False,False
T,393,522,#0064FF,30,False,0,168,False,False,False
Q,45,48,#FF8C00,30,False,90,94,True,False,False
Q,70,536,#FF8C00,15,True,0,71,True,False,False
Q,133,374,#0064FF,15,True,90,161,False,False,True
Q,660,87,#FF8C00,30,False,180,194,False,False,False
Q,316,327,#FF8C00,30,False,270,194,False,False,False
Q,616,110,#0064FF,15,True,180,199,False,False,False
Q,710,280,#0064FF,30,False,0,161,False,False,True
T,219,190,#FF8C00,30,False,270,111,True,False,False
T,340,219,#0064FF,15,True,270,185,False,False,False
L,216,518,#FF8C00,30,False,180,56,True,False,False
T,40,183,#FF8C00,30,False,270,196,False,False,False
L,331,540,#0064FF,30,False,180,66,True,True,True
T,555,492,#FF8C00,30,False,90,185,False,False,False
T,109,43,#0064FF,15,True,0,152,False,False,False
Q,222,286,#FF8C00,30,False,270,153,False,False,False
Q,410,173,#0064FF,15,True,0,193,False,False,False
Q,286,233,#0064FF,15,True,270,161,False,False,False
Q,655,41,#FF8C00,15,True,0,194,False,False,False
T,332,161,#0064FF,15,True,270,168,False,False,False
T,317,466,#0064FF,30,False,180,99,True,False,False
L,467,169,#FF8C00,15,True,90,177,False,False,False
T,61,253,#0064FF,30,False,90,194,False,False,False
T,677,394,#FF8C00,30,False,180,142,False,False,False
T,192,354,#0064FF,30,False,0,185,False,False,False
Q,255,428,#FF8C00,15,True,0,142,False,False,False
T,123,208,#FF8C00,15,True,180,147,False,False,False
L,140,481,#0064FF,30,False,0,86,True,True,True
T,157,423,#0064FF,15,True,270,147,False,False,False
T,515,449,#0064FF,15,True,270,171,False,False,False
