shape,center_x,center_y,color_hex,size_px,is_small,rotation,bg_luminance,bg_dark,ist_fehler,bekommt_kreis
Q,1116,256,#FF8C00,60,False,90,142,False,False,False
O,626,450,#0064FF,30,True,270,97,True,False,False
T,1334,825,#0064FF,60,False,180,114,True,False,False
Q,749,606,#FF8C00,60,False,0,127,False,False,False
Q,455,598,#0064FF,60,False,270,197,False,False,False
Q,833,907,#FF8C00,60,False,270,168,False,False,False
T,1820,926,#0064FF,30,True,270,141,False,False,False
Q,1117,922,#FF8C00,60,False,0,173,False,False,False
Q,1361,599,#FF8C00,60,False,90,194,False,False,False
Q,502,148,#FF8C00,30,True,0,142,False,False,False
T,988,111,#FF8C00,60,False,90,155,False,False,False
T,1095,411,#0064FF,30,True,90,142,False,False,True
T,1236,712,#0064FF,30,True,180,166,False,False,False
Q,251,455,#FF8C00,60,False,270,97,True,False,False
O,1152,487,#FF8C00,30,True,270,90,True,True,False
T,1642,452,#0064FF,30,True,90,173,False,False,False
T,169,300,#FF8C00,60,False,180,189,False,False,False
Q,1079,137,#0064FF,30,True,90,177,False,False,False
Q,1671,712,#FF8C00,30,True,270,201,False,False,False
L,1020,717,#0064FF,30,True,90,21,True,True,True
L,921,584,#FF8C00,30,True,0,65,True,False,False
Q,1307,220,#FF8C00,30,True,90,189,False,False,False
T,253,903,#0064FF,60,False,90,142,False,False,False
Q,843,635,#FF8C00,30,True,180,75,True,False,False
Q,589,114,#FF8C00,60,False,270,85,True,False,False
T,166,456,#0064FF,60,False,270,94,True,False,False
Q,900,281,#0064FF,60,False,0,93,True,False,False
O,1230,535,#FF8C00,60,False,90,93,True,True,False
L,1075,579,#0064FF,60,False,0,89,True,True,False
T,886,789,#0064FF,30,True,270,99,True,False,False
Q,194,83,#FF8C00,30,True,0,168,False,False,False
T,496,1000,#FF8C00,30,True,0,129,False,False,False
L,1166,603,#FF8C00,30,True,270,68,True,False,False
Q,544,469,#FF8C00,60,False,180,188,False,False,False
O,1238,874,#FF8C00,30,True,270,96,True,True,True
T,1401,196,#FF8C00,30,True,270,171,False,False,False
Q,1557,189,#0064FF,60,False,90,194,False,False,False
Q,279,146,#FF8C00,30,True,180,194,False,False,True
L,516,736,#0064FF,60,False,180,189,False,True,True
T,161,767,#FF8C00,60,False,180,138,False,False,False
T,824,83,#0064FF,60,False,0,188,False,False,False
T,1214,344,#0064FF,30,True,270,117,True,False,False
T,594,225,#0064FF,30,True,180,201,False,False,False
L,88,169,#0064FF,30,True,90,164,False,True,False
Q,125,639,#FF8C00,30,True,90,174,False,False,False
T,586,379,#0064FF,60,False,0,164,False,False,False
T,759,147,#0064FF,60,False,270,97,True,False,False
Q,172,558,#FF8C00,30,True,180,200,False,False,False
T,1829,166,#FF8C00,60,False,270,103,True,False,False
T,1666,291,#FF8C00,60,False,180,154,False,False,False
T,1074,788,#0064FF,60,False,90,151,False,False,True
Q,1649,117,#0064FF,60,False,90,140,False,False,False
O,1471,834,#FF8C00,30,True,0,164,False,True,True
L,1111,683,#FF8C00,60,False,90,80,True,False,False
Q,1738,622,#FF8C00,30,True,180,201,False,False,False
T,643,545,#0064FF,60,False,270,96,True,False,False
Q,1806,725,#0064FF,30,True,90,201,False,False,False
O,435,877,#FF8C00,60,False,180,154,False,True,True
O,1554,88,#FF8C00,60,False,0,82,True,True,True
T,599,710,#0064FF,60,False,90,185,False,False,False
Q,682,669,#0064FF,60,False,0,130,False,False,False
Q,1513,405,#FF8C00,30,True,90,174,False,False,False
T,772,330,#0064FF,60,False,180,173,False,False,False
Q,1483,490,#0064FF,30,True,90,161,False,False,False
L,189,999,#0064FF,60,False,90,73,True,True,True
O,969,328,#FF8C00,60,False,270,77,True,True,True
Q,454,365,#0064FF,30,True,90,145,False,False,False
T,1747,274,#0064FF,30,True,0,89,True,False,True
Q,396,106,#FF8C00,60,False,270,177,False,False,False
T,977,799,#0064FF,30,True,90,63,True,False,False
T,1390,504,#FF8C00,30,True,90,194,False,False,False
T,447,480,#0064FF,30,True,180,194,False,False,False
Q,894,415,#FF8C00,30,True,180,154,False,False,False
T,246,591,#FF8C00,30,True,270,192,False,False,False
O,345,384,#0064FF,60,False,0,98,True,False,False
L,1267,424,#0064FF,30,True,180,85,True,True,True
O,429,240,#0064FF,30,True,90,89,True,False,False
Q,1277,966,#FF8C00,60,False,0,159,False,False,False
L,1005,632,#0064FF,60,False,180,63,True,True,True
T,1589,969,#0064FF,30,True,180,134,False,False,False
