shape,center_x,center_y,color_hex,size_px,is_small,rotation,bg_luminance,bg_dark,ist_fehler,bekommt_kreis
Q,416,785,#FF8C00,30,True,0,151,False,False,False
Q,1500,108,#0064FF,30,True,270,113,True,False,False
Q,647,850,#FF8C00,60,False,270,166,False,False,False
T,1230,532,#0064FF,30,True,0,137,False,False,False
T,485,222,#0064FF,60,False,0,158,False,False,True
T,661,333,#FF8C00,30,True,0,192,False,False,False
L,742,100,#FF8C00,30,True,0,140,False,False,False
Q,559,357,#FF8C00,60,False,90,158,False,False,False
O,1496,230,#FF8C00,60,False,0,42,True,True,False
T,1173,674,#0064FF,60,False,180,164,False,False,False
L,1657,464,#0064FF,60,False,0,65,True,True,True
Q,709,506,#FF8C00,30,True,90,185,False,False,True
Q,770,979,#FF8C00,60,False,90,194,False,False,False
Q,505,87,#0064FF,60,False,270,111,True,False,False
T,1744,780,#0064FF,60,False,0,164,False,False,False
T,593,691,#FF8C00,30,True,0,158,False,False,False
T,1677,932,#FF8C00,30,True,0,126,False,False,False
L,1742,866,#FF8C00,60,False,180,67,True,False,False
O,1375,786,#FF8C00,60,False,180,89,True,True,True
Q,1820,396,#FF8C00,60,False,180,89,True,False,False
O,160,334,#0064FF,60,False,0,80,True,False,False
T,1492,401,#FF8C00,60,False,270,185,False,False,False
T,1186,176,#0064FF,60,False,90,193,False,False,False
T,892,823,#0064FF,60,False,180,186,False,False,False
O,1581,558,#FF8C00,60,False,270,71,True,True,True
L,1301,422,#FF8C00,60,False,90,86,True,False,False
T,119,865,#0064FF,60,False,270,161,False,False,False
T,1716,128,#0064FF,30,True,180,168,False,False,False
Q,1297,124,#0064FF,30,True,90,159,False,False,False
T,1626,694,#FF8C00,60,False,270,197,False,False,False
Q,867,570,#FF8C00,30,True,0,145,False,False,False
Q,1442,290,#FF8C00,60,False,0,83,True,False,False
T,261,333,#0064FF,60,False,270,112,True,False,False
Q,1025,578,#FF8C00,30,True,0,168,False,False,False
O,1368,242,#0064FF,30,True,0,73,True,False,False
T,276,586,#0064FF,60,False,0,155,False,False,False
T,1128,259,#FF8C00,30,True,180,156,False,False,False
Q,1095,881,#FF8C00,30,True,0,198,False,False,False
O,1800,271,#FF8C00,30,True,0,94,True,True,True
L,359,700,#0064FF,30,True,0,77,True,True,True
Q,759,778,#FF8C00,60,False,0,168,False,False,False
T,665,726,#FF8C00,60,False,180,168,False,False,False
L,770,664,#0064FF,30,True,180,161,False,True,False
T,1259,973,#0064FF,30,True,270,153,False,False,False
Q,130,444,#FF8C00,60,False,180,113,True,False,False
T,923,971,#FF8C00,30,True,90,199,False,False,False
T,1712,280,#0064FF,60,False,0,109,True,False,False
Q,110,125,#FF8C00,30,True,0,151,False,False,False
Q,383,145,#0064FF,60,False,0,151,False,False,False
T,1475,924,#0064FF,60,False,180,168,False,False,False
O,1391,154,#FF8C00,60,False,0,70,True,True,True
L,1765,550,#0064FF,60,False,0,58,True,True,False
T,1770,188,#0064FF,60,False,90,178,False,False,False
Q,356,282,#FF8C00,30,True,270,168,False,False,False
T,1326,331,#0064FF,60,False,270,117,True,False,False
Q,1641,843,#FF8C00,30,True,180,154,False,False,False
L,1137,535,#0064FF,30,True,180,83,True,True,True
Q,635,571,#0064FF,60,False,0,201,False,False,False
T,1061,359,#0064FF,30,True,270,109,True,False,False
O,1833,476,#FF8C00,30,True,180,76,True,True,False
Q,748,576,#FF8C00,30,True,0,174,False,False,False
Q,110,690,#FF8C00,60,False,270,148,False,False,False
Q,547,780,#FF8C00,30,True,0,77,True,False,False
T,523,574,#0064FF,30,True,270,194,False,False,False
O,1792,974,#0064FF,30,True,0,94,True,False,False
O,1745,466,#FF8C00,30,True,180,90,True,True,True
T,262,253,#0064FF,30,True,270,123,False,False,False
Q,910,248,#0064FF,30,True,90,174,False,False,False
T,412,961,#0064FF,30,True,90,123,False,False,False
T,305,870,#0064FF,30,True,270,180,False,False,False
Q,882,402,#FF8C00,60,False,180,173,False,False,False
L,168,217,#0064FF,60,False,0,90,True,True,True
T,1395,985,#FF8C00,30,True,0,131,False,False,False
Q,1263,860,#FF8C00,30,True,180,154,False,False,True
T,280,122,#0064FF,30,True,180,158,False,False,False
Q,826,298,#0064FF,30,True,270,188,False,False,False
Q,1563,336,#0064FF,60,False,0,136,False,False,True
L,1561,175,#0064FF,30,True,180,77,True,True,True
Q,436,659,#FF8C00,60,False,90,100,True,False,False
Q,1004,115,#0064FF,60,False,0,202,False,False,False
