shape,center_x,center_y,color_hex,size_px,is_small,rotation,bg_luminance,bg_dark,ist_fehler,bekommt_kreis
T,146,407,#0064FF,30,False,270,107,True,False,False
T,104,321,#FF8C00,30,False,90,83,True,False,False
T,540,47,#FF8C00,30,False,90,126,False,False,False
Q,550,250,#FF8C00,15,True,0,188,False,False,False
T,315,57,#0064FF,15,True,180,192,False,False,True
L,44,433,#0064FF,30,False,270,80,True,True,False
O,231,530,#FF8C00,15,True,180,43,True,True,True
Q,261,431,#0064FF,30,False,0,113,True,False,False
Q,562,314,#FF8C00,15,True,180,194,False,False,False
L,55,170,#0064FF,15,True,90,125,False,True,True
O,55,315,#0064FF,30,False,0,31,True,False,False
Q,109,43,#0064FF,15,True,90,161,False,False,False
T,626,446,#0064FF,30,False,90,186,False,False,False
L,477,242,#FF8C00,15,True,270,89,True,False,False
O,199,240,#FF8C00,15,True,0,194,False,True,False
Q,568,403,#FF8C00,30,False,180,197,False,False,False
Q,463,70,#0064FF,15,True,0,158,False,False,False
T,89,124,#0064FF,30,False,180,152,False,False,True
Q,714,230,#FF8C00,15,True,180,164,False,False,False
O,398,265,#FF8C00,15,True,180,58,True,True,True
Q,151,109,#0064FF,30,False,90,168,False,False,False
T,511,150,#FF8C00,15,True,90,130,False,False,False
T,276,101,#0064FF,15,True,180,158,False,False,False
Q,398,202,#FF8C00,30,False,0,58,True,False,False
T,603,220,#FF8C00,15,True,0,191,False,False,False
Q,600,82,#0064FF,15,True,90,125,False,False,False
L,238,467,#FF8C00,30,False,270,60,True,False,False
T,321,171,#0064FF,30,False,180,119,True,False,False
Q,233,323,#FF8C00,30,False,180,194,False,False,False
O,351,252,#0064FF,30,False,270,86,True,False,False
Q,440,276,#FF8C00,15,True,180,71,True,False,False
T,596,138,#0064FF,30,False,90,153,False,False,False
Q,706,412,#FF8C00,15,True,90,166,False,False,False
T,277,216,#0064FF,30,False,270,158,False,False,False
T,680,360,#0064FF,15,True,180,194,False,False,False
T,533,446,#0064FF,15,True,180,158,False,False,False
T,688,293,#0064FF,15,True,270,192,False,False,False
Q,618,388,#FF8C00,15,True,180,194,False,False,False
T,126,184,#FF8C00,15,True,0,153,False,False,False
T,314,502,#0064FF,15,True,90,55,True,False,False
T,471,341,#0064FF,30,False,180,127,False,False,False
T,306,314,#0064FF,30,False,270,145,False,False,False
T,208,400,#0064FF,15,True,180,138,False,False,True
T,428,531,#FF8C00,30,False,90,161,False,False,False
Q,110,447,#FF8C00,15,True,0,92,True,False,False
Q,70,394,#0064FF,30,False,270,51,True,False,False
T,415,86,#FF8C00,30,False,270,154,False,False,False
Q,117,226,#FF8C00,30,False,270,135,False,False,False
Q,488,461,#0064FF,15,True,90,164,False,False,False
L,273,496,#FF8C00,30,False,270,46,True,False,False
Q,46,241,#FF8C00,15,True,90,71,True,False,False
T,665,528,#0064FF,15,True,180,191,False,False,False
L,435,177,#0064FF,15,True,90,71,True,True,True
T,599,510,#0064FF,30,False,0,161,False,False,False
T,665,111,#0064FF,15,True,180,129,False,False,False
Q,642,237,#0064FF,30,False,180,184,False,False,False
Q,177,308,#FF8C00,15,True,270,193,False,False,False
Q,495,201,#0064FF,15,True,270,101,True,False,False
Q,470,502,#FF8C00,30,False,0,171,False,False,False
T,165,264,#0064FF,15,True,90,191,False,False,False
T,530,353,#FF8C00,30,False,270,189,False,False,True
Q,179,41,#FF8C00,30,False,180,168,False,False,False
O,237,112,#FF8C00,30,False,180,160,False,True,False
O,177,450,#0064FF,15,True,270,87,True,False,False
L,703,467,#0064FF,15,True,270,167,False,True,False
Q,404,126,#0064FF,30,False,90,123,False,False,False
T,407,466,#FF8C00,15,True,0,137,False,False,False
Q,704,137,#FF8C00,30,False,0,135,False,False,False
Q,348,379,#FF8C00,15,True,90,135,False,False,False
T,705,185,#0064FF,15,True,90,142,False,False,False
Q,422,328,#FF8C00,30,False,90,103,True,False,False
Q,435,387,#0064FF,30,False,270,132,False,False,False
O,191,504,#FF8C00,30,False,90,71,True,True,True
Q,167,158,#FF8C00,15,True,180,161,False,False,False
Q,391,367,#FF8C00,30,False,180,130,False,False,False
T,703,64,#0064FF,30,False,0,145,False,False,False
T,69,73,#FF8C00,15,True,180,163,False,False,False
L,350,537,#0064FF,30,False,0,73,True,True,True
T,667,425,#FF8C00,30,False,270,186,False,False,False
Q,258,286,#FF8C00,30,False,0,192,False,False,False
