shape,center_x,center_y,color_hex,size_px,is_small,rotation,bg_luminance,bg_dark,ist_fehler,bekommt_kreis
Q,1260,855,#0064FF,30,True,0,150,False,False,False
T,822,773,#0064FF,60,False,180,121,False,False,False
T,1577,945,#FF8C00,30,True,270,164,False,False,False
T,153,985,#0064FF,30,True,90,174,False,False,False
T,229,573,#0064FF,30,True,90,202,False,False,False
T,1538,766,#FF8C00,30,True,0,125,False,False,False
O,890,652,#0064FF,60,False,90,63,True,False,False
Q,983,498,#FF8C00,30,True,270,86,True,False,False
Q,880,479,#FF8C00,30,True,90,180,False,False,False
L,977,846,#0064FF,30,True,270,83,True,True,True
L,548,252,#0064FF,30,True,0,112,True,True,True
T,329,301,#FF8C00,60,False,90,31,True,False,False
L,652,914,#0064FF,60,False,0,29,True,True,True
Q,410,520,#FF8C00,30,True,180,174,False,False,False
Q,982,379,#0064FF,60,False,270,155,False,False,False
T,1340,903,#0064FF,60,False,0,172,False,False,False
T,423,104,#0064FF,30,True,270,82,True,False,False
O,395,222,#0064FF,60,False,270,87,True,False,False
T,344,568,#FF8C00,30,True,270,139,False,False,False
Q,1745,86,#FF8C00,60,False,0,192,False,False,False
T,1325,592,#0064FF,30,True,90,201,False,False,False
Q,1407,266,#0064FF,60,False,180,147,False,False,True
T,1403,765,#0064FF,30,True,180,186,False,False,False
O,105,357,#FF8C00,60,False,0,148,False,True,True
O,103,110,#FF8C00,60,False,0,60,True,True,True
Q,1082,556,#FF8C00,30,True,180,121,False,False,False
Q,432,372,#0064FF,60,False,180,177,False,False,False
L,1219,995,#0064FF,60,False,270,93,True,True,False
T,1799,827,#0064FF,60,False,180,166,False,False,False
L,683,648,#FF8C00,60,False,270,75,True,False,False
T,1495,330,#0064FF,30,True,0,194,False,False,False
O,1093,425,#FF8C00,30,True,180,56,True,True,False
Q,161,739,#FF8C00,60,False,0,163,False,False,False
T,1722,461,#0064FF,30,True,0,173,False,False,False
Q,548,165,#FF8C00,30,True,180,119,True,False,False
L,1729,656,#0064FF,60,False,180,97,True,True,True
Q,278,667,#FF8C00,60,False,180,161,False,False,False
Q,1265,166,#FF8C00,30,True,0,144,False,False,False
Q,528,898,#FF8C00,30,True,90,103,True,False,True
Q,206,494,#FF8C00,30,True,90,201,False,False,False
Q,361,870,#0064FF,30,True,180,193,False,False,False
L,1632,692,#FF8C00,60,False,270,97,True,False,False
T,282,788,#FF8C00,30,True,0,196,False,False,False
T,356,459,#0064FF,30,True,180,192,False,False,False
T,1173,260,#0064FF,60,False,0,200,False,False,False
Q,1359,467,#0064FF,60,False,0,131,False,False,False
L,923,747,#0064FF,30,True,180,73,True,True,True
Q,819,304,#FF8C00,30,True,90,194,False,False,False
T,346,146,#0064FF,60,False,0,93,True,False,False
O,804,694,#0064FF,30,True,0,66,True,False,False
Q,1078,102,#FF8C00,30,True,180,113,True,False,False
Q,879,142,#0064FF,60,False,270,142,False,False,False
O,243,303,#FF8C00,60,False,90,73,True,True,True
O,1500,877,#FF8C00,30,True,0,89,True,True,False
T,1642,109,#FF8C00,30,True,180,196,False,False,True
Q,1495,131,#FF8C00,60,False,90,133,False,False,False
T,352,984,#0064FF,60,False,0,196,False,False,False
O,1412,178,#FF8C00,30,True,90,67,True,True,False
T,1244,84,#FF8C00,60,False,270,153,False,False,False
Q,1729,888,#FF8C00,30,True,90,193,False,False,False
Q,1172,349,#0064FF,60,False,270,178,False,False,False
Q,831,928,#FF8C00,30,True,0,186,False,False,False
T,1082,262,#0064FF,60,False,0,184,False,False,False
T,1052,1000,#0064FF,60,False,90,180,False,False,False
L,257,192,#0064FF,30,True,0,89,True,True,True
T,1047,911,#0064FF,60,False,0,120,True,False,False
L,501,85,#FF8C00,30,True,270,63,True,False,False
O,1341,136,#FF8C00,30,True,90,90,True,True,True
T,702,784,#0064FF,30,True,0,182,False,False,False
Q,98,552,#FF8C00,60,False,180,154,False,False,False
Q,1658,778,#FF8C00,30,True,180,167,False,False,False
Q,733,984,#FF8C00,60,False,180,126,False,False,False
T,723,128,#0064FF,60,False,180,201,False,False,True
T,566,514,#0064FF,60,False,0,198,False,False,False
T,497,628,#FF8C00,30,True,180,178,False,False,False
Q,993,164,#0064FF,60,False,0,139,False,False,False
Q,723,269,#FF8C00,60,False,90,201,False,False,False
Q,1076,662,#FF8C00,60,False,90,126,False,False,False
T,373,725,#FF8C00,60,False,180,194,False,False,False
T,1790,562,#0064FF,60,False,270,179,False,False,False
