shape,center_x,center_y,color_hex,size_px,is_small,rotation,bg_luminance,bg_dark,ist_fehler,bekommt_kreis
Q,1062,272,#FF8C00,60,False,180,199,False,False,False
Q,1705,987,#FF8C00,60,False,90,112,True,False,False
Q,1414,87,#FF8C00,30,True,270,141,False,False,False
T,746,291,#0064FF,60,False,90,194,False,False,False
T,1364,580,#FF8C00,30,True,0,194,False,False,False
T,1244,338,#0064FF,60,False,270,47,True,False,False
O,168,731,#FF8C00,60,False,270,77,True,True,True
O,1216,144,#FF8C00,30,True,270,90,True,True,False
L,1828,160,#0064FF,60,False,270,70,True,True,True
Q,238,792,#FF8C00,30,True,180,124,False,False,False
L,1229,439,#FF8C00,30,True,180,70,True,False,False
T,1012,121,#0064FF,60,False,270,167,False,False,True
Q,410,963,#0064FF,30,True,0,181,False,False,False
T,543,839,#0064FF,30,True,270,121,False,False,False
T,566,429,#0064FF,30,True,180,194,False,False,True
Q,1077,494,#FF8C00,30,True,180,144,False,False,False
Q,211,220,#FF8C00,60,False,270,194,False,False,False
Q,1194,573,#0064FF,60,False,180,116,True,False,False
T,334,361,#0064FF,30,True,270,142,False,False,False
T,118,858,#FF8C00,30,True,0,126,False,False,False
Q,1345,753,#FF8C00,60,False,180,181,False,False,False
T,1560,962,#FF8C00,30,True,90,155,False,False,False
T,1715,255,#0064FF,30,True,90,156,False,False,False
T,1726,106,#FF8C00,60,False,90,161,False,False,False
O,1605,145,#0064FF,60,False,180,74,True,False,False
T,1492,566,#0064FF,60,False,180,173,False,False,False
T,134,164,#0064FF,60,False,90,194,False,False,False
O,797,794,#0064FF,30,True,180,77,True,False,False
T,578,94,#0064FF,30,True,0,82,True,False,False
L,1497,295,#0064FF,30,True,90,50,True,True,True
Q,1808,708,#FF8C00,60,False,90,159,False,False,False
T,197,595,#0064FF,30,True,270,99,True,False,False
T,687,347,#0064FF,60,False,0,174,False,False,True
Q,650,188,#0064FF,30,True,180,155,False,False,False
T,552,538,#0064FF,60,False,0,194,False,False,False
T,826,389,#FF8C00,60,False,90,194,False,False,True
T,1750,652,#FF8C00,30,True,270,160,False,False,False
O,1385,982,#FF8C00,60,False,90,93,True,True,True
L,1596,315,#0064FF,60,False,180,84,True,True,True
L,1299,128,#0064FF,60,False,0,28,True,True,True
Q,243,982,#FF8C00,60,False,270,180,False,False,False
T,336,869,#FF8C00,30,True,90,194,False,False,False
Q,1759,476,#FF8C00,60,False,180,147,False,False,False
O,1313,232,#0064FF,30,True,0,89,True,False,False
L,682,99,#0064FF,30,True,270,87,True,True,True
Q,770,972,#FF8C00,30,True,90,171,False,False,False
L,1315,420,#0064FF,60,False,180,84,True,True,False
L,638,886,#FF8C00,30,True,90,93,True,False,False
T,465,446,#0064FF,60,False,180,185,False,False,False
Q,1304,931,#FF8C00,60,False,270,172,False,False,False
Q,388,598,#FF8C00,30,True,0,194,False,False,False
O,1006,589,#FF8C00,60,False,270,194,False,True,False
T,306,120,#0064FF,30,True,0,182,False,False,False
T,1563,829,#0064FF,60,False,0,194,False,False,False
O,1150,369,#FF8C00,30,True,270,172,False,True,True
Q,561,984,#0064FF,60,False,0,168,False,False,False
T,1603,750,#0064FF,60,False,270,191,False,False,False
L,1557,232,#0064FF,60,False,90,40,True,True,False
Q,1556,386,#FF8C00,30,True,270,177,False,False,False
Q,1253,781,#FF8C00,60,False,0,197,False,False,False
Q,1265,521,#FF8C00,30,True,0,167,False,False,False
O,1235,250,#FF8C00,30,True,90,80,True,True,True
T,1687,717,#FF8C00,60,False,270,160,False,False,False
Q,926,224,#0064FF,60,False,0,189,False,False,False
T,1406,878,#0064FF,30,True,270,130,False,False,False
Q,501,926,#FF8C00,30,True,90,127,False,False,False
Q,1447,713,#0064FF,60,False,90,184,False,False,False
L,444,283,#FF8C00,30,True,0,97,True,False,False
T,549,216,#0064FF,60,False,90,201,False,False,False
Q,952,473,#0064FF,60,False,180,164,False,False,False
Q,396,208,#FF8C00,30,True,90,140,False,False,False
Q,130,542,#FF8C00,60,False,90,125,False,False,False
T,938,353,#0064FF,30,True,0,186,False,False,False
T,1105,956,#0064FF,60,False,180,142,False,False,False
O,914,602,#FF8C00,60,False,90,155,False,True,True
Q,902,691,#0064FF,30,True,90,184,False,False,False
T,461,834,#FF8C00,30,True,0,161,False,False,False
Q,1098,185,#0064FF,30,True,180,194,False,False,False
Q,815,697,#FF8C00,30,True,0,152,False,False,False
Q,1359,317,#FF8C00,30,True,90,140,False,False,False
