shape,center_x,center_y,color_hex,size_px,is_small,rotation,bg_luminance,bg_dark,ist_fehler,bekommt_kreis
L,163,209,#0064FF,30,True,90,165,False,True,True
Q,301,655,#FF8C00,60,False,0,152,False,False,False
Q,343,571,#FF8C00,30,True,180,152,False,False,False
T,518,905,#0064FF,60,False,270,182,False,False,False
T,1396,334,#0064FF,60,False,0,165,False,False,True
L,786,249,#FF8C00,60,False,90,173,False,False,False
T,348,829,#0064FF,30,True,0,167,False,False,False
L,1097,636,#0064FF,60,False,0,75,True,True,True
O,1609,519,#0064FF,60,False,90,70,True,False,False
Q,1554,897,#0064FF,60,False,270,131,False,False,False
Q,1253,133,#0064FF,60,False,0,124,False,False,False
T,628,828,#FF8C00,60,False,0,145,False,False,False
T,1770,589,#FF8C00,60,False,270,161,False,False,False
T,1022,350,#0064FF,30,True,270,47,True,False,False
O,1079,716,#FF8C00,30,True,270,87,True,True,True
Q,948,539,#FF8C00,30,True,270,119,True,False,False
O,319,203,#FF8C00,60,False,0,92,True,True,True
T,1549,609,#0064FF,30,True,90,126,False,False,True
T,96,724,#0064FF,30,True,0,126,False,False,False
Q,969,996,#FF8C00,30,True,180,184,False,False,False
L,894,687,#0064FF,60,False,180,86,True,True,True
O,1005,209,#FF8C00,30,True,0,75,True,True,False
Q,1753,142,#FF8C00,30,True,270,202,False,False,False
T,1382,200,#FF8C00,60,False,270,167,False,False,False
T,441,664,#0064FF,30,True,0,191,False,False,False
L,671,673,#0064FF,30,True,270,180,False,True,False
T,1157,549,#0064FF,60,False,270,154,False,False,False
T,694,182,#0064FF,60,False,270,126,False,False,False
Q,1385,614,#0064FF,60,False,0,189,False,False,False
O,1334,821,#0064FF,60,False,90,181,False,False,True
Q,117,589,#FF8C00,60,False,270,170,False,False,False
Q,598,463,#0064FF,30,True,270,29,True,False,False
Q,1600,202,#FF8C00,30,True,180,177,False,False,False
T,1701,942,#FF8C00,30,True,0,161,False,False,False
Q,260,733,#0064FF,30,True,270,181,False,False,False
L,508,396,#FF8C00,30,True,270,82,True,False,False
T,1581,775,#FF8C00,60,False,270,200,False,False,False
Q,869,497,#FF8C00,30,True,90,121,False,False,False
Q,1088,797,#FF8C00,60,False,180,182,False,False,False
L,420,202,#FF8C00,30,True,180,90,True,False,False
O,1497,95,#0064FF,30,True,0,38,True,False,False
T,1461,963,#0064FF,60,False,270,117,True,False,False
Q,649,371,#FF8C00,30,True,180,130,False,False,False
T,1454,689,#FF8C00,60,False,90,201,False,False,False
L,758,511,#0064FF,60,False,0,66,True,True,True
L,1757,380,#0064FF,30,True,270,63,True,True,False
T,415,896,#0064FF,60,False,180,105,True,False,False
O,1223,377,#FF8C00,60,False,270,56,True,True,True
Q,1259,889,#FF8C00,60,False,270,194,False,False,False
L,1202,267,#0064FF,60,False,0,47,True,True,True
T,230,586,#0064FF,60,False,270,121,False,False,True
Q,784,368,#FF8C00,60,False,180,123,False,False,False
Q,1416,790,#0064FF,30,True,270,171,False,False,False
T,520,700,#0064FF,60,False,90,133,False,False,False
Q,1077,952,#0064FF,60,False,180,174,False,False,False
Q,1815,759,#FF8C00,60,False,270,114,True,False,False
T,1623,125,#0064FF,30,True,0,184,False,False,False
Q,839,932,#FF8C00,60,False,0,181,False,False,False
T,689,927,#0064FF,30,True,0,93,True,False,False
Q,470,85,#0064FF,30,True,90,142,False,False,False
Q,111,909,#FF8C00,30,True,180,194,False,False,False
O,1631,603,#FF8C00,30,True,0,42,True,True,False
T,882,226,#0064FF,30,True,180,177,False,False,False
Q,284,894,#FF8C00,60,False,180,197,False,False,False
T,1570,300,#0064FF,30,True,180,198,False,False,False
Q,646,113,#FF8C00,60,False,270,175,False,False,False
T,1047,453,#0064FF,30,True,270,111,True,False,False
Q,1708,288,#FF8C00,30,True,270,121,False,False,False
T,1447,449,#FF8C00,30,True,270,117,True,False,False
T,982,888,#FF8C00,30,True,270,198,False,False,False
O,1166,938,#FF8C00,30,True,180,201,False,True,True
T,1501,182,#0064FF,30,True,180,92,True,False,False
Q,1117,304,#FF8C00,60,False,270,66,True,False,False
O,1798,510,#FF8C00,60,False,0,92,True,True,True
T,1135,141,#0064FF,60,False,180,194,False,False,False
Q,782,148,#FF8C00,30,True,0,152,False,False,False
T,953,401,#FF8C00,60,False,270,86,True,False,False
T,195,970,#0064FF,30,True,180,200,False,False,False
Q,207,401,#FF8C00,60,False,180,164,False,False,False
Q,1286,678,#0064FF,30,True,0,174,False,False,False
