shape,center_x,center_y,color_hex,size_px,is_small,rotation,bg_luminance,bg_dark,ist_fehler,bekommt_kreis
T,1050,955,#0064FF,30,True,180,90,True,False,False
Q,901,99,#FF8C00,30,True,90,135,False,False,False
T,1751,814,#0064FF,30,True,270,194,False,False,False
T,1127,743,#0064FF,30,True,180,167,False,False,False
L,1030,545,#FF8C00,60,False,180,87,True,False,False
Q,337,515,#FF8C00,30,True,180,177,False,False,False
Q,675,275,#FF8C00,30,True,0,189,False,False,False
L,1522,417,#FF8C00,60,False,270,38,True,False,False
T,1670,228,#FF8C00,60,False,180,184,False,False,True
Q,748,311,#0064FF,30,True,270,117,True,False,False
T,1114,855,#0064FF,60,False,180,125,False,False,False
O,1517,637,#0064FF,60,False,270,74,True,False,False
T,553,743,#FF8C00,60,False,270,139,False,False,False
O,792,528,#FF8C00,60,False,270,119,True,True,True
O,452,199,#FF8C00,60,False,0,82,True,True,True
Q,558,846,#FF8C00,60,False,270,159,False,False,False
Q,1167,449,#FF8C00,60,False,90,140,False,False,False
Q,1273,849,#FF8C00,30,True,0,112,True,False,False
O,361,200,#FF8C00,30,True,0,58,True,True,False
T,650,717,#0064FF,30,True,90,84,True,False,False
L,1311,634,#0064FF,30,True,0,168,False,True,True
T,1640,417,#0064FF,30,True,180,79,True,False,False
Q,492,398,#0064FF,30,True,0,194,False,False,False
T,1293,421,#0064FF,30,True,90,113,True,False,False
Q,1356,903,#FF8C00,30,True,270,60,True,False,False
Q,759,605,#0064FF,60,False,90,87,True,False,False
L,1049,107,#0064FF,30,True,180,170,False,True,True
T,554,643,#FF8C00,60,False,180,168,False,False,False
T,1190,631,#0064FF,30,True,0,198,False,False,False
T,724,188,#FF8C00,60,False,180,113,True,False,False
Q,1667,327,#FF8C00,60,False,180,177,False,False,True
Q,1697,127,#FF8C00,60,False,0,148,False,False,False
Q,111,593,#FF8C00,30,True,0,194,False,False,False
Q,1444,328,#0064FF,60,False,270,196,False,False,False
Q,1125,235,#FF8C00,30,True,270,89,True,False,True
O,1272,191,#FF8C00,30,True,270,77,True,True,False
Q,500,481,#0064FF,30,True,90,194,False,False,False
Q,403,655,#0064FF,60,False,0,194,False,False,False
T,1381,227,#0064FF,60,False,180,194,False,False,False
O,1355,519,#FF8C00,60,False,90,73,True,True,True
O,149,207,#FF8C00,60,False,270,92,True,True,True
L,918,590,#0064FF,60,False,0,82,True,True,True
T,996,458,#0064FF,60,False,0,163,False,False,False
Q,330,964,#FF8C00,30,True,180,139,False,False,False
T,1273,289,#FF8C00,30,True,0,165,False,False,False
T,1694,944,#FF8C00,30,True,90,194,False,False,False
T,1790,279,#0064FF,60,False,180,167,False,False,False
T,134,341,#FF8C00,60,False,270,142,False,False,False
Q,1112,520,#FF8C00,60,False,180,142,False,False,False
T,473,113,#0064FF,30,True,90,107,True,False,False
T,465,578,#0064FF,30,True,270,198,False,False,False
T,1365,795,#0064FF,30,True,270,89,True,False,False
Q,222,400,#FF8C00,60,False,180,139,False,False,False
Q,1530,243,#FF8C00,60,False,180,194,False,False,False
T,612,161,#0064FF,30,True,180,161,False,False,False
T,666,526,#0064FF,30,True,0,132,False,False,False
Q,923,836,#FF8C00,30,True,180,167,False,False,False
T,695,833,#FF8C00,60,False,270,151,False,False,False
Q,230,820,#0064FF,60,False,90,131,False,False,False
L,1034,303,#FF8C00,30,True,0,86,True,False,False
T,1134,979,#0064FF,60,False,180,185,False,False,False
Q,817,97,#0064FF,60,False,270,126,False,False,True
Q,1780,653,#FF8C00,30,True,270,184,False,False,False
L,1393,636,#0064FF,30,True,270,125,False,True,True
O,239,223,#0064FF,30,True,270,68,True,False,False
T,595,987,#0064FF,60,False,90,127,False,False,False
L,297,875,#0064FF,60,False,0,66,True,True,False
Q,1424,850,#0064FF,30,True,0,112,True,False,False
O,1444,516,#0064FF,30,True,0,24,True,False,False
Q,89,709,#FF8C00,60,False,90,194,False,False,False
L,696,415,#0064FF,30,True,0,89,True,True,True
T,1471,739,#0064FF,60,False,0,153,False,False,False
O,678,637,#FF8C00,30,True,90,80,True,True,True
Q,933,999,#FF8C00,60,False,0,86,True,False,False
L,1006,683,#0064FF,60,False,270,73,True,True,False
T,1787,468,#0064FF,30,True,270,167,False,False,False
Q,1234,968,#FF8C00,30,True,0,156,False,False,False
T,471,863,#0064FF,60,False,0,151,False,False,False
T,1528,920,#FF8C00,60,False,180,199,False,False,False
Q,322,336,#FF8C00,60,False,270,198,False,False,False
