shape,center_x,center_y,color_hex,size_px,is_small,rotation,bg_luminance,bg_dark,ist_fehler,bekommt_kreis
T,300,301,#0064FF,15,True,270,194,False,False,True
Q,256,351,#FF8C00,30,False,180,168,False,False,False
T,54,41,#0064FF,15,True,270,171,False,False,False
T,331,432,#FF8C00,15,True,270,196,False,False,False
Q,319,520,#FF8C00,30,False,270,198,False,False,False
Q,624,414,#FF8C00,15,True,270,117,True,False,False
L,717,523,#0064FF,15,True,0,58,True,True,True
Q,272,530,#FF8C00,15,True,180,197,False,False,False
O,546,160,#0064FF,30,False,270,83,True,False,False
O,602,165,#0064FF,15,True,270,89,True,False,False
T,104,458,#FF8C00,15,True,0,168,False,False,False
T,256,107,#0064FF,15,True,0,181,False,False,False
O,444,226,#FF8C00,15,True,90,83,True,True,False
Q,386,102,#FF8C00,30,False,270,155,False,False,False
Q,43,268,#FF8C00,30,False,270,180,False,False,False
Q,718,285,#FF8C00,30,False,90,168,False,False,False
L,608,289,#0064FF,15,True,0,74,True,True,True
T,475,384,#FF8C00,15,True,180,155,False,False,False
L,685,484,#FF8C00,30,False,90,86,True,False,False
Q,656,515,#FF8C00,15,True,270,117,True,False,False
O,542,325,#FF8C00,30,False,0,74,True,True,True
Q,312,120,#FF8C00,15,True,180,164,False,False,False
T,98,517,#FF8C00,15,True,180,161,False,False,False
T,538,408,#0064FF,30,False,0,156,False,False,False
T,149,447,#0064FF,15,True,90,181,False,False,False
Q,163,336,#FF8C00,15,True,0,175,False,False,True
Q,258,193,#0064FF,30,False,0,171,False,False,False
Q,85,102,#0064FF,30,False,90,180,False,False,False
Q,354,172,#FF8C00,15,True,0,148,False,False,False
T,586,91,#0064FF,30,False,90,155,False,False,False
L,710,129,#FF8C00,30,False,0,70,True,False,False
Q,252,250,#FF8C00,15,True,90,181,False,False,False
Q,179,217,#FF8C00,15,True,180,161,False,False,True
Q,542,84,#0064FF,30,False,270,189,False,False,False
T,54,319,#FF8C00,30,False,0,194,False,False,False
T,51,160,#0064FF,15,True,180,167,False,False,False
T,568,231,#0064FF,15,True,90,43,True,False,False
T,433,152,#0064FF,30,False,270,100,True,False,False
T,216,148,#0064FF,30,False,270,174,False,False,False
T,500,235,#0064FF,30,False,90,58,True,False,False
T,345,71,#FF8C00,15,True,180,175,False,False,False
Q,483,527,#0064FF,30,False,0,197,False,False,False
O,567,494,#FF8C00,30,False,180,201,False,True,False
T,433,535,#FF8C00,30,False,90,194,False,False,False
T,279,452,#0064FF,30,False,90,199,False,False,False
L,126,50,#0064FF,15,True,0,192,False,True,False
T,399,498,#0064FF,30,False,90,201,False,False,False
T,537,451,#FF8C00,30,False,180,197,False,False,False
Q,652,226,#FF8C00,30,False,90,96,True,False,False
Q,457,473,#FF8C00,15,True,90,193,False,False,False
Q,226,442,#0064FF,15,True,270,197,False,False,False
T,183,481,#0064FF,30,False,270,194,False,False,False
Q,427,325,#FF8C00,15,True,0,150,False,False,False
Q,473,97,#FF8C00,30,False,270,165,False,False,False
L,655,60,#0064FF,30,False,270,79,True,True,True
Q,182,538,#FF8C00,30,False,180,194,False,False,False
Q,82,351,#0064FF,15,True,180,200,False,False,False
L,176,280,#0064FF,15,True,90,171,False,True,True
T,377,303,#FF8C00,15,True,90,178,False,False,False
O,538,275,#0064FF,15,True,270,56,True,False,False
T,350,339,#0064FF,15,True,0,186,False,False,False
L,484,185,#FF8C00,30,False,180,67,True,False,False
T,232,298,#0064FF,15,True,0,174,False,False,False
T,434,51,#0064FF,30,False,270,201,False,False,False
T,644,181,#FF8C00,30,False,0,97,True,False,False
Q,451,271,#0064FF,15,True,270,98,True,False,True
T,138,212,#0064FF,30,False,0,135,False,False,False
T,156,121,#FF8C00,15,True,180,166,False,False,False
T,135,273,#0064FF,15,True,0,161,False,False,False
Q,298,375,#FF8C00,30,False,270,182,False,False,False
Q,259,151,#0064FF,30,False,90,165,False,False,False
T,253,401,#0064FF,30,False,270,180,False,False,False
Q,716,346,#FF8C00,15,True,0,164,False,False,False
Q,628,125,#FF8C00,30,False,270,111,True,False,False
O,498,295,#FF8C00,15,True,270,84,True,True,False
Q,184,374,#0064FF,15,True,270,171,False,False,False
O,598,355,#FF8C00,30,False,180,96,True,True,True
T,225,79,#0064FF,30,False,180,200,False,False,False
Q,397,368,#0064FF,30,False,0,168,False,False,False
Q,344,272,#0064FF,15,True,90,186,False,False,False
