shape,center_x,center_y,color_hex,size_px,is_small,rotation,bg_luminance,bg_dark,ist_fehler,bekommt_kreis
O,931,997,#0064FF,30,True,0,80,True,False,False
Q,1705,586,#0064FF,30,True,270,79,True,False,True
T,810,402,#FF8C00,60,False,90,180,False,False,False
T,381,791,#0064FF,60,False,270,158,False,False,False
T,1801,299,#0064FF,30,True,180,194,False,False,False
L,1519,557,#FF8C00,30,True,270,83,True,False,False
Q,447,173,#FF8C00,60,False,0,83,True,False,False
T,528,282,#0064FF,30,True,270,148,False,False,False
L,473,353,#0064FF,60,False,270,161,False,True,True
Q,1137,857,#0064FF,60,False,270,194,False,False,False
T,1689,265,#FF8C00,30,True,180,161,False,False,False
T,1215,893,#0064FF,60,False,270,194,False,False,False
Q,509,91,#FF8C00,60,False,90,186,False,False,False
Q,1063,435,#0064FF,60,False,0,186,False,False,False
Q,1228,536,#FF8C00,60,False,180,161,False,False,False
O,1000,616,#FF8C00,30,True,90,56,True,True,True
L,1337,1000,#FF8C00,30,True,270,74,True,False,False
Q,880,850,#FF8C00,30,True,90,131,False,False,False
L,897,639,#0064FF,30,True,270,74,True,True,True
L,341,675,#0064FF,60,False,180,75,True,True,False
O,1344,642,#FF8C00,30,True,270,98,True,True,True
Q,1732,791,#FF8C00,60,False,270,127,False,False,False
Q,146,998,#FF8C00,30,True,180,146,False,False,False
T,685,634,#0064FF,30,True,0,194,False,False,True
Q,550,953,#FF8C00,30,True,90,132,False,False,False
Q,1783,670,#0064FF,30,True,90,63,True,False,False
T,634,544,#0064FF,30,True,0,181,False,False,False
T,395,111,#0064FF,60,False,90,132,False,False,False
Q,1798,138,#0064FF,60,False,0,184,False,False,False
Q,1446,987,#FF8C00,60,False,180,146,False,False,True
Q,1434,221,#FF8C00,60,False,180,194,False,False,False
Q,1246,169,#FF8C00,60,False,0,148,False,False,True
T,410,878,#0064FF,60,False,270,147,False,False,False
T,1240,691,#FF8C00,30,True,270,167,False,False,False
T,1592,971,#0064FF,30,True,0,150,False,False,False
L,728,432,#0064FF,60,False,270,117,True,True,True
T,264,466,#FF8C00,30,True,270,184,False,False,False
T,194,185,#0064FF,30,True,180,151,False,False,False
T,795,633,#FF8C00,60,False,90,174,False,False,False
O,1596,518,#FF8C00,30,True,180,75,True,True,True
Q,542,808,#FF8C00,30,True,180,109,True,False,False
O,950,528,#0064FF,60,False,180,62,True,False,False
O,576,355,#FF8C00,60,False,0,103,True,True,True
O,722,211,#0064FF,60,False,180,87,True,False,False
Q,1348,450,#FF8C00,60,False,0,83,True,False,False
Q,1827,962,#0064FF,30,True,270,178,False,False,False
L,542,434,#0064FF,30,True,270,80,True,True,True
L,1295,302,#FF8C00,30,True,180,94,True,False,False
L,250,702,#0064FF,60,False,270,93,True,True,False
T,167,543,#FF8C00,60,False,270,107,True,False,False
Q,548,667,#0064FF,60,False,270,168,False,False,False
T,1132,189,#0064FF,30,True,180,172,False,False,False
T,219,782,#FF8C00,60,False,180,98,True,False,False
T,1758,435,#0064FF,30,True,180,163,False,False,False
Q,1450,679,#FF8C00,30,True,270,135,False,False,False
T,754,89,#0064FF,30,True,90,159,False,False,False
Q,1278,768,#FF8C00,30,True,180,185,False,False,False
Q,267,339,#FF8C00,60,False,0,196,False,False,False
T,1390,111,#0064FF,60,False,180,194,False,False,False
T,300,575,#0064FF,60,False,0,146,False,False,False
T,831,270,#0064FF,30,True,270,142,False,False,False
T,1526,729,#0064FF,60,False,0,158,False,False,False
Q,1427,786,#FF8C00,30,True,180,202,False,False,False
Q,1617,134,#FF8C00,30,True,270,201,False,False,False
T,368,296,#0064FF,60,False,180,194,False,False,False
Q,1095,264,#0064FF,60,False,180,194,False,False,False
Q,1711,105,#FF8C00,30,True,90,186,False,False,False
Q,1818,840,#FF8C00,30,True,90,139,False,False,False
T,616,862,#0064FF,30,True,270,119,True,False,False
L,1035,517,#0064FF,60,False,0,92,True,True,False
O,1357,900,#FF8C00,30,True,270,74,True,True,True
T,1351,545,#0064FF,60,False,180,139,False,False,False
T,1751,203,#FF8C00,60,False,0,189,False,False,False
Q,1246,414,#0064FF,30,True,90,155,False,False,False
Q,943,354,#FF8C00,60,False,270,193,False,False,False
T,630,213,#FF8C00,30,True,270,137,False,False,False
T,316,952,#0064FF,60,False,270,180,False,False,False
O,1025,973,#FF8C00,60,False,0,82,True,True,False
O,81,908,#FF8C00,60,False,90,80,True,True,True
Q,1693,706,#FF8C00,30,True,90,103,True,False,False
