shape,center_x,center_y,color_hex,size_px,is_small,rotation,bg_luminance,bg_dark,ist_fehler,bekommt_kreis
Q,570,262,#0064FF,30,False,270,186,False,False,False
T,138,79,#0064FF,15,True,270,156,False,False,False
T,245,371,#0064FF,30,False,90,159,False,False,False
T,398,312,#0064FF,15,True,270,109,True,False,True
T,596,295,#0064FF,30,False,90,151,False,False,False
T,566,215,#0064FF,15,True,270,188,False,False,False
L,666,150,#0064FF,15,True,90,82,True,True,True
T,287,216,#FF8C00,15,True,270,180,False,False,False
Q,57,292,#FF8C00,30,False,90,194,False,False,True
Q,534,507,#FF8C00,15,True,180,201,False,False,True
T,130,229,#0064FF,15,True,180,180,False,False,False
L,61,481,#0064FF,15,True,90,71,True,True,True
Q,437,522,#0064FF,30,False,270,185,False,False,False
T,481,511,#FF8C00,15,True,270,197,False,False,False
Q,339,174,#FF8C00,15,True,270,194,False,False,False
Q,555,336,#FF8C00,30,False,270,164,False,False,False
Q,120,537,#FF8C00,15,True,90,43,True,False,False
T,254,526,#0064FF,30,False,270,107,True,False,False
L,308,59,#FF8C00,15,True,0,194,False,False,False
O,151,488,#FF8C00,30,False,270,63,True,True,False
T,720,363,#FF8C00,30,False,0,51,True,False,False
Q,94,248,#FF8C00,30,False,0,194,False,False,False
Q,396,172,#FF8C00,15,True,90,192,False,False,False
L,650,370,#FF8C00,30,False,270,83,True,False,False
L,53,534,#0064FF,15,True,180,46,True,True,False
Q,227,191,#FF8C00,15,True,180,151,False,False,False
T,475,388,#0064FF,30,False,270,126,False,False,False
Q,163,325,#FF8C00,15,True,90,191,False,False,False
T,301,520,#FF8C00,30,False,90,133,False,False,False
Q,96,420,#0064FF,30,False,90,139,False,False,False
Q,211,310,#FF8C00,30,False,90,184,False,False,False
T,46,196,#0064FF,15,True,90,161,False,False,False
L,207,515,#FF8C00,30,False,0,75,True,False,False
Q,41,131,#FF8C00,15,True,270,94,True,False,False
Q,709,508,#0064FF,30,False,90,194,False,False,False
T,156,152,#0064FF,15,True,0,147,False,False,False
T,512,149,#0064FF,30,False,90,194,False,False,True
Q,252,65,#FF8C00,15,True,0,194,False,False,False
O,670,90,#0064FF,30,False,90,87,True,False,False
Q,422,117,#FF8C00,15,True,270,201,False,False,False
Q,472,193,#0064FF,30,False,90,198,False,False,False
Q,631,499,#0064FF,30,False,180,198,False,False,False
T,307,317,#FF8C00,15,True,0,187,False,False,False
T,623,430,#FF8C00,15,True,90,152,False,False,False
T,683,265,#0064FF,15,True,180,85,True,False,False
O,113,475,#FF8C00,30,False,270,77,True,True,False
Q,409,444,#FF8C00,15,True,0,135,False,False,False
T,659,534,#0064FF,15,True,0,194,False,False,False
T,598,397,#0064FF,30,False,270,158,False,False,False
T,416,57,#FF8C00,30,False,0,200,False,False,False
T,86,374,#0064FF,15,True,0,187,False,False,False
Q,217,143,#FF8C00,30,False,270,165,False,False,False
Q,621,102,#FF8C00,15,True,270,123,False,False,False
T,586,177,#0064FF,30,False,90,164,False,False,False
O,183,456,#FF8C00,15,True,270,80,True,True,True
T,318,459,#0064FF,30,False,180,175,False,False,False
O,710,181,#0064FF,15,True,270,73,True,False,False
O,702,221,#FF8C00,30,False,180,82,True,True,True
L,370,74,#0064FF,30,False,270,197,False,True,True
T,97,100,#0064FF,30,False,270,125,False,False,False
Q,222,405,#FF8C00,30,False,180,126,False,False,False
T,215,241,#0064FF,15,True,180,179,False,False,False
Q,323,101,#FF8C00,30,False,90,201,False,False,False
T,417,261,#FF8C00,30,False,180,151,False,False,False
Q,186,198,#0064FF,15,True,0,153,False,False,False
O,654,322,#FF8C00,15,True,270,80,True,True,False
Q,587,449,#0064FF,15,True,90,177,False,False,False
T,402,373,#0064FF,15,True,90,106,True,False,False
Q,549,60,#0064FF,15,True,0,193,False,False,False
Q,46,60,#0064FF,30,False,0,85,True,False,False
T,102,156,#FF8C00,30,False,0,146,False,False,False
T,477,320,#0064FF,30,False,270,127,False,False,False
Q,329,236,#FF8C00,15,True,270,194,False,False,False
Q,256,279,#FF8C00,15,True,270,192,False,False,False
T,274,136,#FF8C00,30,False,0,188,False,False,False
T,438,335,#FF8C00,15,True,90,100,True,False,False
Q,580,511,#FF8C00,30,False,90,194,False,False,False
Q,378,271,#0064FF,30,False,0,163,False,False,False
O,698,310,#0064FF,15,True,180,47,True,False,False
L,697,396,#0064FF,30,False,180,85,True,True,True
