shape,center_x,center_y,color_hex,size_px,is_small,rotation,bg_luminance,bg_dark,ist_fehler,bekommt_kreis
T,178,166,#0064FF,30,False,270,188,False,False,False
T,241,384,#0064FF,30,False,180,147,False,False,False
T,131,461,#0064FF,30,False,90,174,False,False,False
T,587,477,#FF8C00,15,True,180,89,True,False,True
T,163,508,#0064FF,15,True,0,184,False,False,False
T,590,236,#0064FF,30,False,270,164,False,False,False
Q,261,263,#FF8C00,15,True,0,194,False,False,False
Q,512,442,#FF8C00,30,False,270,135,False,False,False
O,280,66,#0064FF,15,True,270,60,True,False,False
T,107,223,#0064FF,15,True,180,201,False,False,False
O,116,528,#0064FF,30,False,90,180,False,False,False
T,621,97,#FF8C00,15,True,0,184,False,False,False
Q,275,128,#0064FF,30,False,180,98,True,False,True
T,394,436,#0064FF,30,False,90,164,False,False,False
T,349,277,#0064FF,15,True,90,201,False,False,True
T,384,187,#0064FF,15,True,0,173,False,False,False
T,506,103,#0064FF,30,False,0,196,False,False,False
T,572,144,#0064FF,15,True,270,174,False,False,False
O,332,113,#0064FF,15,True,180,93,True,False,False
Q,363,140,#0064FF,15,True,0,145,False,False,False
T,405,330,#0064FF,30,False,90,193,False,False,False
Q,507,487,#FF8C00,30,False,90,123,False,False,False
Q,188,379,#FF8C00,30,False,180,175,False,False,False
Q,317,478,#FF8C00,15,True,180,85,True,False,False
Q,406,129,#FF8C00,30,False,90,171,False,False,False
T,166,342,#FF8C00,15,True,0,189,False,False,False
O,372,538,#FF8C00,30,False,90,87,True,True,False
Q,231,533,#FF8C00,30,False,0,161,False,False,False
T,691,489,#FF8C00,15,True,270,135,False,False,False
Q,51,423,#FF8C00,30,False,0,140,False,False,False
Q,678,140,#FF8C00,30,False,180,194,False,False,False
L,697,423,#FF8C00,15,True,0,46,True,False,False
Q,178,275,#0064FF,30,False,0,193,False,False,False
T,284,328,#0064FF,30,False,0,166,False,False,False
O,622,527,#FF8C00,30,False,90,76,True,True,True
Q,645,347,#0064FF,15,True,180,74,True,False,False
Q,69,516,#FF8C00,30,False,270,174,False,False,False
T,505,384,#0064FF,15,True,90,174,False,False,False
T,252,303,#0064FF,15,True,90,174,False,False,True
O,288,507,#FF8C00,15,True,0,86,True,True,True
T,86,147,#0064FF,30,False,90,202,False,False,False
Q,650,389,#FF8C00,15,True,270,56,True,False,False
Q,74,55,#FF8C00,15,True,180,194,False,False,False
T,209,134,#FF8C00,30,False,180,151,False,False,False
Q,702,64,#FF8C00,15,True,90,166,False,False,False
Q,540,538,#0064FF,30,False,90,83,True,False,False
L,702,279,#FF8C00,30,False,270,113,True,False,False
L,716,372,#0064FF,30,False,180,5,True,True,False
O,689,323,#FF8C00,30,False,180,42,True,True,True
Q,438,47,#FF8C00,15,True,90,182,False,False,False
T,556,274,#0064FF,30,False,180,189,False,False,False
Q,134,150,#0064FF,15,True,0,194,False,False,False
L,331,61,#0064FF,15,True,180,46,True,True,False
Q,239,211,#FF8C00,30,False,180,192,False,False,False
T,478,226,#FF8C00,15,True,180,174,False,False,False
T,92,279,#FF8C00,15,True,90,194,False,False,False
T,449,121,#FF8C00,30,False,270,194,False,False,False
Q,200,463,#FF8C00,15,True,270,156,False,False,False
T,207,322,#0064FF,30,False,180,174,False,False,False
T,345,342,#FF8C00,30,False,90,184,False,False,False
Q,631,242,#0064FF,30,False,270,171,False,False,False
Q,457,364,#FF8C00,15,True,0,184,False,False,False
L,636,451,#FF8C00,30,False,0,93,True,False,False
L,331,538,#0064FF,30,False,180,58,True,True,True
Q,460,301,#FF8C00,30,False,270,173,False,False,False
Q,42,167,#FF8C00,30,False,0,194,False,False,False
T,528,52,#0064FF,30,False,90,168,False,False,False
T,146,99,#FF8C00,30,False,0,193,False,False,False
L,372,43,#0064FF,15,True,90,92,True,True,True
Q,425,502,#0064FF,15,True,180,152,False,False,False
Q,483,65,#0064FF,30,False,270,189,False,False,False
T,378,100,#0064FF,15,True,0,134,False,False,False
Q,674,250,#FF8C00,15,True,270,165,False,False,False
Q,146,234,#FF8C00,15,True,0,201,False,False,False
T,663,45,#0064FF,15,True,0,165,False,False,False
Q,194,228,#0064FF,15,True,180,197,False,False,False
L,356,494,#0064FF,15,True,0,97,True,True,False
O,576,516,#FF8C00,15,True,90,70,True,True,True
Q,580,373,#0064FF,15,True,180,154,False,False,False
T,310,197,#FF8C00,15,True,0,194,False,False,False
