shape,center_x,center_y,color_hex,size_px,is_small,rotation,bg_luminance,bg_dark,ist_fehler,bekommt_kreis
Q,1462,694,#0064FF,60,False,180,96,True,False,False
T,1524,828,#0064FF,60,False,90,151,False,False,False
O,1732,577,#0064FF,30,True,90,67,True,False,False
Q,1355,768,#FF8C00,60,False,90,116,True,False,False
T,684,484,#0064FF,30,True,180,184,False,False,True
T,765,350,#0064FF,30,True,90,85,True,False,False
T,1114,208,#0064FF,30,True,0,142,False,False,False
Q,1683,357,#FF8C00,30,True,180,172,False,False,False
T,1085,379,#FF8C00,30,True,90,161,False,False,False
T,1403,80,#FF8C00,60,False,270,194,False,False,False
Q,128,503,#FF8C00,60,False,180,139,False,False,True
T,790,499,#0064FF,30,True,90,135,False,False,False
O,1622,447,#FF8C00,30,True,90,67,True,True,True
Q,1445,576,#FF8C00,60,False,180,174,False,False,False
Q,355,527,#FF8C00,60,False,0,198,False,False,False
T,548,750,#0064FF,60,False,90,160,False,False,False
O,664,815,#FF8C00,30,True,0,80,True,True,True
T,1379,180,#FF8C00,30,True,90,178,False,False,False
O,1615,250,#FF8C00,60,False,0,80,True,True,True
Q,745,642,#FF8C00,30,True,0,186,False,False,False
T,173,391,#0064FF,60,False,180,84,True,False,False
L,997,183,#0064FF,30,True,90,188,False,True,True
T,325,848,#0064FF,30,True,180,174,False,False,False
O,927,267,#FF8C00,30,True,90,86,True,True,False
T,1136,815,#0064FF,60,False,270,137,False,False,False
T,1232,514,#FF8C00,60,False,90,154,False,False,False
T,1037,651,#0064FF,30,True,0,197,False,False,False
L,1661,160,#FF8C00,60,False,180,60,True,False,False
Q,1134,901,#0064FF,30,True,270,189,False,False,False
T,780,825,#0064FF,60,False,90,194,False,False,False
L,1048,785,#0064FF,30,True,270,96,True,True,True
L,1730,991,#FF8C00,60,False,0,58,True,False,False
L,1354,655,#FF8C00,30,True,90,71,True,False,False
Q,610,107,#FF8C00,30,True,0,177,False,False,False
Q,1730,685,#FF8C00,60,False,90,191,False,False,False
O,960,505,#FF8C00,60,False,90,142,False,True,True
Q,753,143,#0064FF,60,False,180,133,False,False,False
Q,1516,358,#0064FF,30,True,180,71,True,False,False
T,927,946,#0064FF,60,False,270,174,False,False,True
T,94,813,#FF8C00,60,False,90,186,False,False,False
O,684,957,#FF8C00,60,False,0,97,True,True,False
Q,169,999,#FF8C00,30,True,90,202,False,False,False
Q,1294,225,#FF8C00,30,True,0,188,False,False,False
T,1208,767,#0064FF,30,True,90,117,True,False,False
T,560,447,#0064FF,30,True,270,123,False,False,False
T,1771,439,#0064FF,30,True,0,193,False,False,False
O,1142,284,#0064FF,30,True,0,77,True,False,False
O,1339,401,#0064FF,60,False,180,50,True,False,False
T,245,632,#0064FF,60,False,180,159,False,False,True
T,1059,556,#FF8C00,30,True,270,164,False,False,False
Q,1679,840,#0064FF,60,False,90,156,False,False,False
Q,894,427,#FF8C00,30,True,90,116,True,False,False
T,481,421,#FF8C00,60,False,0,138,False,False,False
Q,1270,861,#FF8C00,60,False,90,101,True,False,False
T,1747,783,#FF8C00,30,True,0,181,False,False,False
L,1481,450,#0064FF,30,True,270,92,True,True,True
Q,1126,611,#0064FF,60,False,0,189,False,False,False
Q,1318,967,#0064FF,60,False,180,142,False,False,False
T,1461,1000,#0064FF,60,False,270,161,False,False,False
Q,977,348,#FF8C00,30,True,180,117,True,False,False
Q,186,572,#FF8C00,60,False,180,140,False,False,False
L,820,271,#0064FF,30,True,270,90,True,True,True
Q,288,773,#FF8C00,30,True,0,200,False,False,False
L,1426,354,#0064FF,60,False,0,85,True,True,False
Q,930,836,#0064FF,30,True,0,171,False,False,False
Q,233,154,#FF8C00,60,False,90,114,True,False,False
Q,173,223,#FF8C00,30,True,180,121,False,False,False
T,396,338,#0064FF,30,True,180,109,True,False,False
T,100,146,#0064FF,30,True,180,168,False,False,False
Q,502,185,#FF8C00,60,False,270,198,False,False,False
T,1450,232,#0064FF,60,False,270,163,False,False,False
O,1807,193,#FF8C00,60,False,270,89,True,True,False
Q,843,936,#FF8C00,30,True,180,168,False,False,False
Q,1266,118,#FF8C00,60,False,180,160,False,False,False
Q,895,555,#FF8C00,30,True,90,155,False,False,False
T,268,431,#0064FF,60,False,180,148,False,False,False
L,157,658,#0064FF,60,False,0,84,True,True,True
T,562,891,#FF8C00,60,False,180,168,False,False,False
Q,1218,600,#0064FF,30,True,270,185,False,False,False
L,663,401,#0064FF,60,False,180,126,False,True,True
