shape,center_x,center_y,color_hex,size_px,is_small,rotation,bg_luminance,bg_dark,ist_fehler,bekommt_kreis
Q,1096,187,#FF8C00,60,False,90,62,True,False,False
L,621,315,#0064FF,60,False,180,53,True,True,True
Q,690,415,#0064FF,60,False,270,107,True,False,False
Q,427,722,#0064FF,60,False,270,201,False,False,False
O,1600,940,#0064FF,60,False,180,124,False,False,False
Q,1169,377,#FF8C00,30,True,270,159,False,False,False
T,1552,108,#0064FF,30,True,270,161,False,False,False
T,843,926,#0064FF,60,False,270,180,False,False,False
L,676,204,#FF8C00,30,True,0,50,True,False,False
Q,1004,803,#FF8C00,60,False,90,82,True,False,False
T,1390,730,#0064FF,30,True,180,99,True,False,False
L,538,91,#0064FF,60,False,180,184,False,True,False
L,971,217,#FF8C00,30,True,0,62,True,False,False
O,903,283,#0064FF,30,True,270,90,True,False,False
T,142,170,#0064FF,30,True,90,194,False,False,False
T,1305,896,#0064FF,60,False,0,94,True,False,False
T,844,813,#FF8C00,60,False,90,112,True,False,False
T,1625,290,#0064FF,60,False,0,194,False,False,False
Q,1073,678,#FF8C00,60,False,270,94,True,False,False
T,964,711,#0064FF,60,False,0,127,False,False,False
T,1166,129,#FF8C00,60,False,0,116,True,False,False
Q,1478,523,#FF8C00,30,True,90,84,True,False,True
Q,278,309,#FF8C00,30,True,180,109,True,False,False
T,1132,761,#0064FF,30,True,90,154,False,False,False
Q,873,420,#0064FF,30,True,0,181,False,False,False
O,1086,401,#0064FF,60,False,180,163,False,False,False
Q,150,258,#FF8C00,60,False,0,194,False,False,False
Q,1134,932,#FF8C00,30,True,270,106,True,False,False
Q,944,981,#FF8C00,60,False,270,107,True,False,False
Q,1448,815,#FF8C00,60,False,0,112,True,False,False
Q,678,784,#0064FF,60,False,270,117,True,False,False
T,1332,549,#0064FF,30,True,90,132,False,False,False
Q,534,597,#FF8C00,30,True,0,153,False,False,True
T,230,951,#0064FF,30,True,0,167,False,False,False
O,826,726,#FF8C00,30,True,90,76,True,True,True
Q,886,546,#FF8C00,30,True,90,194,False,False,False
T,1291,667,#FF8C00,30,True,0,131,False,False,False
T,1818,453,#0064FF,60,False,90,175,False,False,False
Q,1653,676,#FF8C00,30,True,90,132,False,False,False
Q,429,465,#0064FF,30,True,90,201,False,False,False
Q,1816,753,#FF8C00,60,False,0,112,True,False,False
Q,1829,310,#0064FF,60,False,180,112,True,False,False
T,1523,864,#0064FF,60,False,90,156,False,False,False
T,606,650,#0064FF,60,False,270,182,False,False,False
L,314,230,#FF8C00,30,True,270,87,True,False,False
Q,1281,441,#FF8C00,30,True,180,194,False,False,False
Q,1451,202,#FF8C00,60,False,0,194,False,False,False
T,246,783,#0064FF,60,False,180,189,False,False,True
Q,504,300,#0064FF,30,True,270,131,False,False,False
L,1466,382,#0064FF,60,False,270,77,True,True,True
Q,1041,593,#FF8C00,30,True,90,193,False,False,False
T,440,595,#FF8C00,30,True,270,189,False,False,False
T,1595,195,#0064FF,30,True,90,201,False,False,False
O,626,863,#FF8C00,30,True,0,80,True,True,True
T,1711,441,#FF8C00,30,True,90,194,False,False,False
O,771,628,#FF8C00,60,False,0,94,True,True,False
O,260,105,#FF8C00,60,False,90,155,False,True,True
L,993,94,#0064FF,60,False,270,75,True,True,True
T,513,437,#FF8C00,30,True,180,194,False,False,False
Q,316,581,#FF8C00,30,True,180,161,False,False,False
Q,251,460,#FF8C00,30,True,90,182,False,False,False
T,1317,810,#FF8C00,60,False,180,84,True,False,False
O,1578,535,#FF8C00,30,True,0,86,True,True,True
T,1252,148,#FF8C00,30,True,270,174,False,False,False
T,1242,733,#0064FF,30,True,0,179,False,False,False
L,1093,93,#0064FF,30,True,0,87,True,True,False
O,587,240,#FF8C00,30,True,270,79,True,True,False
Q,1483,282,#0064FF,60,False,90,153,False,False,False
T,137,520,#0064FF,60,False,270,160,False,False,False
T,1055,289,#0064FF,30,True,270,154,False,False,False
T,434,967,#0064FF,60,False,270,197,False,False,False
T,896,164,#0064FF,60,False,90,84,True,False,False
Q,311,985,#0064FF,60,False,270,131,False,False,True
O,1521,445,#FF8C00,60,False,90,69,True,True,True
T,1351,291,#0064FF,60,False,180,131,False,False,False
Q,86,326,#FF8C00,60,False,180,201,False,False,False
T,350,446,#FF8C00,30,True,180,201,False,False,False
L,106,683,#0064FF,30,True,270,154,False,True,True
L,1652,878,#0064FF,60,False,90,96,True,True,True
Q,978,410,#FF8C00,30,True,90,198,False,False,False
