shape,center_x,center_y,color_hex,size_px,is_small,rotation,bg_luminance,bg_dark
O,102,287,#0064FF,35,False,180,0,True
L,754,204,#0064FF,35,False,270,0,True
O,316,635,#FF8C00,15,True,180,0,True
L,766,685,#0064FF,35,False,180,7,True
T,762,91,#FF8C00,15,True,90,184,False
T,585,621,#FF8C00,15,True,270,194,False
Q,661,102,#0064FF,35,False,90,197,False
T,849,609,#FF8C00,35,False,270,172,False
T,334,265,#FF8C00,35,False,0,194,False
Q,125,116,#0064FF,35,False,180,200,False
Q,620,211,#FF8C00,35,False,0,188,False
Q,596,472,#FF8C00,35,False,0,199,False
Q,448,651,#0064FF,15,True,90,198,False
T,946,527,#FF8C00,35,False,90,199,False
T,496,714,#0064FF,15,True,180,191,False
T,276,435,#FF8C00,15,True,180,194,False
Q,715,68,#0064FF,35,False,90,197,False
T,447,511,#FF8C00,15,True,0,197,False
Q,912,687,#FF8C00,15,True,180,198,False
Q,384,518,#FF8C00,35,False,90,194,False
T,808,292,#0064FF,35,False,270,7,True
Q,394,683,#FF8C00,15,True,180,131,False
Q,412,736,#FF8C00,15,True,90,174,False
Q,439,575,#FF8C00,15,True,270,194,False
Q,705,424,#0064FF,15,True,270,198,False
T,428,234,#0064FF,35,False,0,194,False
Q,240,499,#FF8C00,15,True,180,196,False
T,153,397,#0064FF,15,True,180,175,False
T,878,473,#FF8C00,15,True,270,197,False
T,781,519,#FF8C00,35,False,180,161,False
T,277,287,#0064FF,35,False,0,158,False
T,488,132,#0064FF,15,True,180,199,False
O,116,618,#0064FF,35,False,180,189,False
T,490,471,#0064FF,15,True,90,194,False
Q,71,75,#0064FF,35,False,180,198,False
T,606,687,#FF8C00,15,True,90,199,False
Q,718,670,#0064FF,35,False,0,15,True
Q,428,96,#0064FF,15,True,180,194,False
T,193,466,#0064FF,35,False,0,199,False
Q,355,95,#0064FF,35,False,180,194,False
T,219,181,#FF8C00,15,True,180,177,False
T,229,83,#0064FF,15,True,270,201,False
Q,507,248,#FF8C00,35,False,0,201,False
Q,900,550,#FF8C00,35,False,180,193,False
T,587,568,#0064FF,15,True,180,191,False
T,708,127,#FF8C00,35,False,90,165,False
Q,300,94,#FF8C00,35,False,90,202,False
T,122,686,#FF8C00,35,False,270,187,False
Q,925,631,#0064FF,15,True,90,200,False
Q,542,742,#0064FF,35,False,0,194,False
L,886,296,#FF8C00,15,True,0,70,True
Q,56,630,#0064FF,35,False,0,194,False
Q,377,467,#FF8C00,15,True,270,198,False
T,254,561,#FF8C00,15,True,180,117,False
L,890,152,#FF8C00,15,True,270,12,True
T,516,317,#0064FF,35,False,270,194,False
Q,181,730,#FF8C00,35,False,270,151,False
T,382,357,#FF8C00,15,True,180,193,False
T,113,520,#0064FF,15,True,180,201,False
T,142,475,#FF8C00,35,False,180,194,False
Q,382,296,#0064FF,15,True,270,200,False
T,737,373,#0064FF,35,False,270,167,False
T,69,166,#0064FF,35,False,0,180,False
T,345,200,#0064FF,35,False,270,194,False
Q,511,552,#0064FF,15,True,0,194,False
T,675,287,#FF8C00,15,True,0,142,False
T,149,306,#FF8C00,35,False,270,0,True
Q,744,617,#FF8C00,15,True,90,7,True
Q,557,369,#FF8C00,35,False,270,194,False
Q,316,503,#FF8C00,15,True,90,194,False
T,531,98,#0064FF,15,True,90,198,False
O,273,373,#FF8C00,15,True,180,191,False
Q,79,383,#FF8C00,15,True,270,174,False
Q,660,359,#FF8C00,35,False,90,189,False
Q,504,182,#0064FF,15,True,270,194,False
T,456,374,#FF8C00,15,True,180,194,False
T,902,213,#FF8C00,35,False,0,0,True
Q,804,185,#FF8C00,35,False,270,7,True
Q,663,750,#0064FF,35,False,90,189,False
T,886,394,#FF8C00,35,False,270,194,False
Q,396,56,#FF8C00,15,True,90,191,False
Q,524,434,#0064FF,15,True,180,194,False
Q,586,96,#FF8C00,15,True,0,201,False
Q,824,392,#FF8C00,15,True,0,180,False
Q,825,66,#0064FF,35,False,90,194,False
T,598,331,#0064FF,15,True,0,197,False
Q,194,522,#0064FF,35,False,270,193,False
Q,225,409,#0064FF,15,True,90,198,False
Q,764,466,#0064FF,15,True,180,201,False
Q,244,739,#0064FF,15,True,270,93,True
T,750,264,#0064FF,35,False,180,0,True
T,931,358,#0064FF,15,True,90,194,False
Q,506,648,#FF8C00,35,False,270,194,False
T,572,257,#FF8C00,35,False,270,198,False
T,369,415,#0064FF,35,False,270,196,False
O,259,689,#0064FF,35,False,90,1,True
T,658,482,#0064FF,15,True,270,180,False
T,484,67,#FF8C00,35,False,270,201,False
T,557,156,#FF8C00,15,True,270,194,False
T,64,712,#0064FF,15,True,180,201,False
Q,617,52,#0064FF,15,True,270,196,False
Q,618,402,#0064FF,35,False,0,194,False
T,55,430,#0064FF,35,False,0,198,False
T,247,630,#0064FF,35,False,90,1,True
Q,54,555,#FF8C00,35,False,180,202,False
