shape,center_x,center_y,color_hex,size_px,is_small,rotation,bg_luminance,bg_dark
O,94,162,#FF8C00,15,True,180,7,True
O,800,167,#FF8C00,15,True,180,1,True
L,326,580,#0064FF,35,False,0,0,True
O,569,605,#FF8C00,35,False,270,60,True
T,487,310,#0064FF,15,True,90,194,False
L,249,513,#0064FF,15,True,270,0,True
Q,919,684,#FF8C00,15,True,0,201,False
Q,146,492,#FF8C00,35,False,270,194,False
Q,558,327,#FF8C00,15,True,180,192,False
Q,357,744,#FF8C00,15,True,0,196,False
Q,438,201,#FF8C00,35,False,180,194,False
Q,163,123,#FF8C00,35,False,0,3,True
L,692,667,#0064FF,15,True,0,0,True
Q,872,373,#FF8C00,15,True,180,194,False
T,80,370,#0064FF,35,False,270,178,False
L,140,542,#0064FF,15,True,0,202,False
T,82,695,#0064FF,35,False,180,200,False
L,891,159,#0064FF,35,False,270,3,True
L,643,651,#0064FF,35,False,90,17,True
T,816,535,#0064FF,15,True,0,197,False
T,778,625,#0064FF,15,True,0,175,False
Q,811,433,#FF8C00,35,False,0,194,False
T,390,319,#0064FF,35,False,90,197,False
O,901,77,#FF8C00,35,False,180,0,True
O,311,504,#FF8C00,15,True,180,3,True
T,734,746,#0064FF,15,True,90,0,True
Q,92,477,#FF8C00,35,False,90,194,False
T,129,82,#0064FF,35,False,0,7,True
T,459,496,#0064FF,35,False,180,180,False
O,853,224,#FF8C00,35,False,0,68,True
T,270,248,#0064FF,35,False,0,196,False
Q,834,731,#FF8C00,15,True,90,178,False
Q,692,305,#FF8C00,15,True,270,194,False
T,188,320,#0064FF,15,True,270,192,False
T,77,584,#0064FF,15,True,180,201,False
Q,602,285,#FF8C00,15,True,90,187,False
Q,620,230,#FF8C00,35,False,180,194,False
T,749,306,#0064FF,35,False,270,194,False
T,439,716,#0064FF,15,True,270,193,False
Q,545,259,#FF8C00,35,False,270,192,False
