shape,center_x,center_y,color_hex,size_px,is_small,rotation,bg_luminance,bg_dark
O,191,71,#FF8C00,15,True,0,0,True
O,629,111,#FF8C00,15,True,180,7,True
L,272,606,#0064FF,15,True,90,21,True
L,652,495,#0064FF,35,False,0,23,True
T,505,601,#0064FF,35,False,0,198,False
T,521,708,#0064FF,35,False,90,194,False
O,769,556,#FF8C00,35,False,0,5,True
T,933,201,#0064FF,35,False,0,194,False
Q,591,291,#FF8C00,35,False,270,199,False
T,910,719,#0064FF,15,True,90,198,False
O,338,732,#FF8C00,35,False,270,0,True
Q,339,441,#FF8C00,35,False,90,196,False
T,123,555,#0064FF,35,False,270,194,False
T,624,351,#0064FF,15,True,90,201,False
Q,183,713,#FF8C00,35,False,270,199,False
Q,581,684,#FF8C00,15,True,180,201,False
T,832,209,#0064FF,15,True,0,194,False
T,648,436,#0064FF,15,True,90,147,False
Q,762,606,#FF8C00,35,False,270,23,True
T,306,350,#0064FF,15,True,270,197,False
Q,921,331,#FF8C00,15,True,180,194,False
T,522,124,#0064FF,15,True,0,167,False
T,629,247,#0064FF,15,True,0,187,False
Q,823,635,#FF8C00,35,False,180,158,False
T,857,595,#0064FF,35,False,0,173,False
T,459,189,#0064FF,35,False,0,191,False
Q,401,358,#FF8C00,15,True,0,194,False
Q,249,217,#FF8C00,35,False,270,194,False
T,799,64,#0064FF,15,True,90,197,False
L,582,740,#0064FF,35,False,90,201,False
Q,570,210,#FF8C00,35,False,180,186,False
Q,444,437,#FF8C00,35,False,180,199,False
Q,503,443,#FF8C00,15,True,0,189,False
Q,337,667,#FF8C00,15,True,270,0,True
T,466,728,#0064FF,35,False,0,174,False
L,661,556,#0064FF,15,True,180,3,True
T,863,305,#0064FF,35,False,0,194,False
Q,175,508,#FF8C00,15,True,270,201,False
Q,902,140,#FF8C00,15,True,90,194,False
Q,200,335,#FF8C00,15,True,90,198,False
