shape,center_x,center_y,color_hex,size_px,is_small,rotation,bg_luminance,bg_dark
O,338,57,#FF8C00,35,False,0,19,True
O,886,171,#0064FF,35,False,270,14,True
L,341,527,#0064FF,15,True,0,1,True
L,609,545,#FF8C00,35,False,180,7,True
T,601,479,#0064FF,35,False,0,65,True
Q,572,78,#0064FF,15,True,0,193,False
T,80,51,#FF8C00,15,True,180,185,False
T,132,75,#FF8C00,15,True,270,194,False
Q,513,362,#FF8C00,35,False,180,194,False
T,731,598,#0064FF,15,True,180,161,False
Q,52,456,#FF8C00,15,True,270,194,False
T,422,356,#0064FF,15,True,0,194,False
Q,342,717,#FF8C00,35,False,0,158,False
T,175,596,#FF8C00,35,False,270,184,False
Q,361,590,#FF8C00,15,True,0,0,True
Q,413,301,#FF8C00,35,False,0,194,False
Q,241,57,#FF8C00,35,False,180,174,False
T,624,421,#FF8C00,35,False,90,158,False
Q,119,215,#0064FF,15,True,180,199,False
L,925,271,#0064FF,15,True,0,0,True
Q,362,103,#FF8C00,35,False,180,15,True
Q,823,317,#FF8C00,35,False,270,178,False
T,797,649,#0064FF,35,False,270,197,False
Q,737,162,#0064FF,35,False,180,184,False
T,742,252,#0064FF,15,True,90,188,False
Q,260,739,#0064FF,15,True,90,180,False
Q,527,670,#0064FF,35,False,90,194,False
Q,764,315,#FF8C00,15,True,270,196,False
T,264,137,#0064FF,15,True,90,180,False
Q,200,371,#0064FF,15,True,0,189,False
T,215,712,#0064FF,35,False,180,186,False
T,505,486,#0064FF,15,True,270,184,False
T,331,343,#0064FF,15,True,180,194,False
Q,695,455,#FF8C00,15,True,180,150,False
Q,848,70,#0064FF,15,True,180,177,False
T,809,455,#FF8C00,35,False,90,185,False
Q,453,473,#FF8C00,35,False,0,167,False
T,161,270,#0064FF,15,True,0,199,False
O,886,728,#0064FF,15,True,180,193,False
T,261,277,#FF8C00,15,True,90,194,False
T,67,366,#0064FF,35,False,180,194,False
Q,170,453,#0064FF,15,True,0,194,False
T,940,392,#FF8C00,15,True,90,174,False
Q,111,450,#0064FF,35,False,180,193,False
Q,293,401,#FF8C00,35,False,0,196,False
Q,890,480,#0064FF,35,False,90,194,False
Q,291,582,#FF8C00,35,False,180,0,True
T,144,513,#FF8C00,35,False,180,196,False
T,865,576,#0064FF,35,False,0,201,False
Q,884,654,#FF8C00,15,True,270,198,False
Q,367,232,#FF8C00,35,False,270,188,False
Q,610,713,#FF8C00,35,False,0,201,False
T,545,316,#FF8C00,15,True,180,202,False
Q,489,55,#0064FF,15,True,270,184,False
T,377,421,#FF8C00,35,False,270,165,False
Q,747,749,#0064FF,35,False,0,201,False
Q,149,145,#0064FF,15,True,0,194,False
T,52,591,#FF8C00,35,False,90,201,False
Q,923,518,#0064FF,15,True,90,194,False
Q,678,124,#0064FF,15,True,0,189,False
T,808,590,#0064FF,15,True,0,193,False
T,671,303,#FF8C00,15,True,270,184,False
Q,381,182,#0064FF,35,False,270,163,False
T,930,66,#FF8C00,15,True,90,193,False
T,683,727,#FF8C00,15,True,90,194,False
Q,51,121,#FF8C00,15,True,180,189,False
T,295,638,#0064FF,35,False,270,20,True
T,578,235,#FF8C00,35,False,0,201,False
O,254,503,#FF8C00,15,True,180,109,False
Q,582,183,#0064FF,35,False,180,199,False
T,635,197,#0064FF,15,True,180,194,False
Q,474,177,#FF8C00,15,True,90,187,False
T,949,206,#0064FF,35,False,0,25,True
T,414,661,#FF8C00,15,True,270,184,False
T,696,395,#FF8C00,35,False,180,189,False
Q,741,684,#FF8C00,15,True,90,200,False
T,232,192,#0064FF,15,True,180,194,False
Q,803,731,#FF8C00,15,True,90,194,False
T,504,130,#FF8C00,15,True,180,181,False
T,191,108,#FF8C00,35,False,0,194,False
Q,923,601,#0064FF,15,True,270,194,False
Q,510,743,#FF8C00,15,True,0,201,False
T,556,421,#0064FF,35,False,270,189,False
T,465,572,#0064FF,35,False,180,194,False
T,156,722,#FF8C00,35,False,180,193,False
T,498,618,#0064FF,35,False,90,194,False
T,70,516,#0064FF,35,False,0,194,False
T,326,445,#FF8C00,35,False,270,124,False
Q,790,105,#FF8C00,15,True,90,171,False
T,752,392,#FF8C00,15,True,90,193,False
Q,465,264,#0064FF,35,False,180,194,False
T,299,235,#FF8C00,35,False,0,194,False
Q,471,397,#0064FF,35,False,270,199,False
Q,777,524,#0064FF,35,False,0,194,False
T,845,211,#0064FF,15,True,0,53,True
