shape,center_x,center_y,color_hex,size_px,is_small,rotation,bg_luminance,bg_dark
L,154,76,#FF8C00,15,True,180,7,True
O,701,304,#FF8C00,35,False,180,43,True
O,200,480,#FF8C00,35,False,90,0,True
O,656,647,#FF8C00,15,True,270,3,True
Q,670,518,#FF8C00,35,False,180,171,False
Q,742,474,#0064FF,15,True,0,194,False
T,565,735,#FF8C00,35,False,180,166,False
T,144,524,#FF8C00,15,True,0,3,True
T,585,517,#0064FF,35,False,0,194,False
L,748,699,#FF8C00,35,False,270,7,True
Q,390,238,#0064FF,15,True,90,194,False
Q,350,340,#0064FF,35,False,0,193,False
T,738,409,#0064FF,35,False,90,184,False
Q,217,164,#FF8C00,35,False,0,175,False
Q,938,187,#0064FF,15,True,0,174,False
Q,451,543,#0064FF,15,True,90,194,False
Q,812,105,#0064FF,35,False,180,201,False
O,193,538,#0064FF,15,True,0,0,True
Q,897,134,#FF8C00,15,True,90,194,False
O,723,625,#0064FF,35,False,270,25,True
T,58,398,#FF8C00,15,True,0,198,False
Q,110,676,#0064FF,35,False,180,45,True
Q,673,400,#FF8C00,35,False,180,187,False
Q,509,156,#0064FF,15,True,90,200,False
T,451,81,#FF8C00,35,False,0,201,False
T,129,379,#FF8C00,15,True,180,199,False
Q,566,589,#0064FF,35,False,0,185,False
T,289,582,#0064FF,35,False,0,166,False
Q,748,221,#FF8C00,35,False,0,60,True
T,93,562,#FF8C00,35,False,180,0,True
T,823,536,#0064FF,35,False,90,202,False
Q,312,124,#0064FF,15,True,0,194,False
Q,220,310,#FF8C00,35,False,180,201,False
T,160,722,#FF8C00,15,True,180,161,False
L,823,319,#0064FF,15,True,0,30,True
Q,543,365,#0064FF,35,False,90,194,False
T,828,625,#0064FF,15,True,270,199,False
T,571,93,#FF8C00,15,True,90,194,False
L,168,584,#0064FF,35,False,0,7,True
T,459,322,#FF8C00,15,True,180,194,False
T,560,446,#0064FF,35,False,270,194,False
Q,628,258,#0064FF,15,True,270,167,False
Q,370,592,#0064FF,35,False,270,194,False
T,581,282,#FF8C00,15,True,90,188,False
Q,270,214,#FF8C00,35,False,90,194,False
T,467,606,#0064FF,15,True,270,196,False
Q,86,78,#0064FF,35,False,90,20,True
Q,74,296,#0064FF,35,False,90,199,False
Q,628,178,#FF8C00,35,False,90,197,False
Q,625,50,#FF8C00,15,True,0,194,False
Q,301,721,#FF8C00,15,True,0,194,False
Q,494,401,#FF8C00,35,False,180,194,False
T,792,266,#FF8C00,35,False,0,0,True
T,61,216,#FF8C00,15,True,0,202,False
O,881,320,#FF8C00,15,True,0,50,True
Q,291,665,#FF8C00,35,False,90,194,False
T,107,160,#FF8C00,15,True,0,153,False
T,892,584,#0064FF,35,False,270,194,False
Q,539,686,#FF8C00,15,True,270,181,False
T,129,326,#0064FF,15,True,0,197,False
T,431,138,#FF8C00,15,True,0,194,False
Q,220,673,#0064FF,15,True,0,158,False
T,159,155,#FF8C00,35,False,180,126,False
O,641,722,#0064FF,15,True,270,24,True
T,519,51,#0064FF,15,True,0,194,False
T,491,250,#0064FF,15,True,0,194,False
Q,338,78,#FF8C00,35,False,0,191,False
Q,800,382,#0064FF,35,False,90,163,False
T,463,663,#0064FF,35,False,0,196,False
L,436,466,#0064FF,15,True,180,189,False
T,764,524,#FF8C00,15,True,0,186,False
T,520,637,#0064FF,35,False,0,201,False
T,315,410,#0064FF,15,True,270,196,False
T,789,582,#0064FF,35,False,90,173,False
T,872,447,#FF8C00,15,True,90,192,False
Q,386,444,#FF8C00,15,True,270,194,False
L,696,711,#FF8C00,15,True,90,0,True
T,76,735,#0064FF,15,True,270,145,False
T,232,258,#FF8C00,35,False,180,188,False
Q,366,669,#FF8C00,15,True,0,194,False
T,371,144,#FF8C00,35,False,0,194,False
Q,449,712,#0064FF,15,True,0,194,False
T,937,408,#0064FF,35,False,270,198,False
Q,863,234,#0064FF,15,True,180,20,True
T,649,122,#FF8C00,35,False,270,194,False
Q,423,360,#0064FF,35,False,90,194,False
T,306,264,#0064FF,15,True,270,194,False
T,372,537,#0064FF,35,False,90,201,False
Q,705,69,#FF8C00,15,True,270,198,False
Q,625,471,#FF8C00,15,True,180,200,False
T,403,289,#0064FF,35,False,180,197,False
Q,834,710,#0064FF,15,True,90,189,False
Q,568,217,#FF8C00,35,False,270,194,False
L,246,365,#0064FF,35,False,270,194,False
Q,624,556,#FF8C00,15,True,270,147,False
