shape,center_x,center_y,color_hex,size_px,is_small,rotation,bg_luminance,bg_dark
L,279,160,#FF8C00,35,False,180,0,True
L,868,340,#FF8C00,35,False,0,19,True
O,230,639,#0064FF,15,True,180,7,True
L,917,538,#0064FF,35,False,270,25,True
Q,722,169,#0064FF,15,True,180,7,True
Q,269,336,#0064FF,15,True,0,187,False
T,690,535,#0064FF,35,False,0,194,False
Q,125,173,#FF8C00,15,True,90,189,False
T,618,555,#FF8C00,15,True,90,194,False
Q,765,250,#0064FF,35,False,0,0,True
T,247,522,#FF8C00,35,False,270,159,False
Q,356,524,#FF8C00,35,False,180,80,True
T,704,730,#0064FF,35,False,180,194,False
Q,767,622,#FF8C00,15,True,0,180,False
Q,334,140,#0064FF,35,False,0,15,True
T,71,585,#FF8C00,35,False,90,201,False
Q,535,509,#0064FF,15,True,0,198,False
O,311,82,#0064FF,35,False,270,0,True
T,90,308,#FF8C00,35,False,180,200,False
T,361,420,#FF8C00,15,True,90,201,False
Q,444,62,#0064FF,35,False,180,189,False
Q,288,483,#FF8C00,35,False,270,186,False
Q,61,94,#FF8C00,35,False,0,194,False
O,856,191,#0064FF,15,True,270,50,True
Q,606,215,#0064FF,15,True,270,188,False
T,528,350,#0064FF,15,True,270,194,False
O,149,54,#FF8C00,35,False,90,153,False
Q,864,743,#0064FF,35,False,0,192,False
T,823,708,#0064FF,15,True,180,192,False
Q,317,379,#0064FF,15,True,90,189,False
T,325,694,#FF8C00,35,False,90,31,True
T,479,227,#FF8C00,35,False,270,194,False
Q,606,406,#0064FF,35,False,0,193,False
O,918,664,#FF8C00,35,False,180,31,True
T,450,300,#0064FF,35,False,180,199,False
T,432,427,#FF8C00,15,True,0,194,False
Q,93,237,#0064FF,35,False,0,194,False
Q,658,623,#FF8C00,35,False,270,194,False
T,305,275,#0064FF,35,False,180,168,False
Q,428,703,#0064FF,15,True,180,185,False
T,779,475,#0064FF,35,False,0,194,False
T,626,499,#0064FF,35,False,0,194,False
T,408,498,#0064FF,15,True,180,153,False
Q,192,321,#0064FF,35,False,270,194,False
T,157,284,#0064FF,15,True,90,200,False
T,387,130,#FF8C00,35,False,0,117,False
Q,646,60,#FF8C00,35,False,0,189,False
Q,377,646,#FF8C00,15,True,0,20,True
T,540,151,#0064FF,35,False,90,194,False
Q,304,618,#FF8C00,35,False,0,7,True
T,937,606,#FF8C00,15,True,90,3,True
Q,384,283,#0064FF,15,True,180,202,False
T,544,222,#0064FF,15,True,90,196,False
Q,817,357,#FF8C00,35,False,270,96,True
Q,531,78,#0064FF,15,True,180,194,False
T,866,273,#FF8C00,15,True,180,0,True
Q,944,485,#FF8C00,35,False,270,153,False
Q,725,449,#FF8C00,15,True,180,199,False
Q,188,178,#FF8C00,15,True,90,84,True
Q,858,462,#FF8C00,15,True,180,189,False
T,449,142,#FF8C00,35,False,90,194,False
T,712,219,#0064FF,15,True,270,9,True
Q,780,681,#0064FF,15,True,270,194,False
Q,76,723,#FF8C00,35,False,0,185,False
T,134,573,#FF8C00,15,True,0,194,False
O,816,286,#FF8C00,15,True,270,0,True
T,664,274,#FF8C00,35,False,0,163,False
T,735,62,#0064FF,15,True,0,138,False
T,160,718,#FF8C00,15,True,270,189,False
T,522,631,#FF8C00,35,False,0,194,False
T,593,137,#FF8C00,15,True,270,180,False
T,466,373,#0064FF,35,False,180,201,False
L,220,93,#0064FF,15,True,90,10,True
L,866,626,#FF8C00,15,True,90,14,True
Q,829,95,#FF8C00,15,True,90,159,False
T,236,223,#0064FF,15,True,90,82,True
T,554,591,#0064FF,15,True,0,194,False
Q,742,386,#0064FF,15,True,270,200,False
L,785,191,#0064FF,15,True,270,0,True
Q,55,384,#FF8C00,35,False,180,194,False
